account_id,has-child
4369,No child
10127,Has child
271,Has child
4973,Has child
2948,Has child
2715,Has child
10432,Has child
9216,Has child
7124,Has child
9727,No child
5136,Has child
9790,No child
1818,Has child
1100,Has child
7873,Has child
10609,Has child
6950,Has child
7233,No child
9481,Has child
7699,Has child
2711,Has child
8933,Has child
8726,Has child
1515,Has child
5186,Has child
10157,Has child
5667,Has child
902,Has child
977,Has child
7313,No child
7600,Has child
9706,Has child
2429,Has child
3520,No child
10394,No child
4548,Has child
9362,Has child
3968,No child
4084,Has child
6721,Has child
2829,Has child
1772,No child
1544,No child
492,Has child
4377,Has child
4541,Has child
1321,Has child
8858,Has child
3266,No child
11187,Has child
8207,Has child
9723,Has child
2666,Has child
5721,No child
10652,No child
1646,Has child
4418,No child
2656,Has child
7990,No child
8722,No child
7118,Has child
2980,Has child
1839,No child
10722,Has child
2632,Has child
9014,Has child
7620,Has child
10968,Has child
11133,Has child
2736,Has child
1876,No child
5959,Has child
1092,Has child
4333,Has child
3850,Has child
6168,Has child
607,Has child
10469,No child
6983,Has child
3661,No child
9303,Has child
692,Has child
736,Has child
9589,No child
4838,Has child
9246,Has child
6261,Has child
7366,No child
10659,Has child
1448,Has child
4286,Has child
4749,Has child
4478,Has child
4201,Has child
10084,Has child
7004,Has child
9817,No child
8080,No child
8372,Has child
10870,Has child
4001,Has child
7270,No child
8235,Has child
9405,Has child
