account_id,customer-profile
6866,Leaky Bucket
1665,Stars
6575,Need attention
3829,Leaky Bucket
3091,Stars
10141,High potential
5177,Leaky Bucket
7005,Stars
6409,Need attention
7485,Leaky Bucket
8079,Leaky Bucket
8395,Need attention
10352,High potential
4931,Stars
13,Leaky Bucket
1834,Leaky Bucket
2285,High potential
2295,Stars
1378,Stars
2781,Stars
1165,High potential
1404,High potential
6457,Stars
2639,Leaky Bucket
8299,Leaky Bucket
6437,High potential
6912,Stars
7327,Leaky Bucket
5299,Stars
4127,Need attention
8143,Leaky Bucket
1964,Stars
3690,Need attention
3433,Need attention
3389,Need attention
4712,High potential
1170,High potential
6347,High potential
4065,High potential
8230,Leaky Bucket
1215,Stars
5939,Leaky Bucket
2156,High potential
7788,Leaky Bucket
10323,Leaky Bucket
7947,Leaky Bucket
1891,Need attention
2570,Stars
9256,Need attention
295,Stars
7397,Stars
6349,Need attention
10790,High potential
10398,High potential
2431,High potential
550,Need attention
1890,High potential
10742,Need attention
10356,High potential
4676,Stars
8852,Need attention
3565,Leaky Bucket
5294,Leaky Bucket
1958,Stars
7349,High potential
8799,Leaky Bucket
1351,Need attention
1045,High potential
7732,Stars
8070,Leaky Bucket
477,Stars
7832,Stars
2202,High potential
7396,Need attention
4055,Leaky Bucket
10340,High potential
10091,Need attention
7629,Leaky Bucket
10640,Leaky Bucket
3498,Need attention
6742,High potential
1172,Need attention
569,Stars
4686,Stars
1381,Leaky Bucket
2634,Leaky Bucket
10905,High potential
1744,High potential
1000,Need attention
3828,Need attention
8605,Leaky Bucket
10304,High potential
4351,High potential
10129,Stars
2499,Need attention
10092,Need attention
7500,Stars
5796,Stars
10556,Leaky Bucket
1064,Leaky Bucket
48,Leaky Bucket
7610,High potential
263,Leaky Bucket
10814,Need attention
9710,Need attention
9292,Need attention
10250,High potential
7881,Stars
5847,Need attention
737,Need attention
3571,Need attention
7807,High potential
3878,Leaky Bucket
5092,High potential
2154,High potential
5394,High potential
3798,Leaky Bucket
3524,Leaky Bucket
5247,Leaky Bucket
5883,Need attention
2118,Stars
8812,High potential
6616,Stars
2797,Stars
4328,Leaky Bucket
9167,Need attention
10560,Leaky Bucket
2631,Need attention
8312,Leaky Bucket
5534,Leaky Bucket
5093,High potential
7592,High potential
8895,Need attention
8584,Need attention
2694,Leaky Bucket
8910,High potential
7433,High potential
164,High potential
10477,Leaky Bucket
2681,Stars
5150,High potential
5283,Leaky Bucket
9645,Need attention
10678,Stars
7261,High potential
9648,High potential
2870,High potential
8008,Leaky Bucket
1513,Need attention
6173,Stars
1419,Leaky Bucket
9150,Leaky Bucket
7960,Stars
1250,Leaky Bucket
9905,High potential
10691,High potential
7002,Stars
2952,Leaky Bucket
8439,Stars
762,Stars
2831,Stars
6977,Need attention
6289,High potential
4168,High potential
8397,Leaky Bucket
9284,Need attention
6237,Leaky Bucket
3130,High potential
1619,Stars
1990,Need attention
5513,High potential
269,Need attention
8093,Stars
10513,Need attention
10177,Need attention
2549,High potential
5782,Stars
10057,Stars
10307,Leaky Bucket
8566,Leaky Bucket
2415,Stars
5684,Leaky Bucket
8334,Leaky Bucket
9166,Stars
1440,Need attention
78,Leaky Bucket
5441,Leaky Bucket
5302,Need attention
4687,Need attention
1087,High potential
6859,Leaky Bucket
9860,High potential
7129,Need attention
5866,Leaky Bucket
10521,Leaky Bucket
7393,High potential
7849,Stars
332,High potential
9847,Need attention
531,Need attention
9576,High potential
6906,Need attention
7419,Leaky Bucket
3170,Stars
8527,Stars
7872,Need attention
9931,Leaky Bucket
10595,High potential
4609,Stars
5010,Leaky Bucket
4427,Need attention
11148,High potential
1168,Need attention
9595,Need attention
10163,Stars
2886,Stars
6710,High potential
5316,High potential
9029,Need attention
521,High potential
1459,Need attention
10241,Leaky Bucket
1630,Stars
3254,Stars
9064,Need attention
3678,Need attention
4227,Leaky Bucket
9467,Leaky Bucket
8486,High potential
2186,Stars
3286,Leaky Bucket
8602,Need attention
3722,Leaky Bucket
6715,Need attention
4796,Leaky Bucket
9612,Leaky Bucket
3766,High potential
1399,Stars
1570,Need attention
3426,Need attention
3074,Need attention
8341,Leaky Bucket
5180,Leaky Bucket
6461,Need attention
7679,Leaky Bucket
10702,High potential
7505,Leaky Bucket
5113,Stars
10858,Stars
2961,High potential
2747,Need attention
3010,Stars
5790,High potential
6892,Stars
1743,Stars
3578,Leaky Bucket
8462,High potential
5558,Stars
4619,Stars
8780,Need attention
10789,High potential
10779,Leaky Bucket
5896,Stars
2337,Leaky Bucket
10951,Leaky Bucket
544,Need attention
17,Stars
10680,Leaky Bucket
3265,High potential
5623,Leaky Bucket
5832,Stars
5544,Need attention
6417,Need attention
5831,Need attention
7101,Need attention
10176,High potential
2326,High potential
4385,High potential
2929,High potential
10686,High potential
2546,Leaky Bucket
3283,Stars
3138,Need attention
4994,Stars
7966,Need attention
3112,Leaky Bucket
10872,Need attention
2181,Need attention
1867,Need attention
1518,Need attention
5734,Leaky Bucket
2878,Stars
1458,Leaky Bucket
7007,Leaky Bucket
6200,Need attention
1403,High potential
4827,High potential
6250,Need attention
9291,Leaky Bucket
2478,Leaky Bucket
1139,Stars
5138,High potential
5393,High potential
10413,Stars
5015,High potential
10868,Need attention
10676,Need attention
2495,Stars
7842,High potential
9955,High potential
6663,Leaky Bucket
2162,Stars
3434,Stars
7919,Need attention
5626,Stars
6428,Stars
8514,Leaky Bucket
10448,High potential
2109,Need attention
7530,Leaky Bucket
8925,Need attention
3009,Need attention
6355,Leaky Bucket
3517,High potential
1158,Leaky Bucket
6203,Stars
7165,Stars
3595,Stars
8537,Need attention
4331,Stars
6281,Need attention
4338,Leaky Bucket
2452,High potential
9507,High potential
8360,Leaky Bucket
10311,Leaky Bucket
5117,High potential
4867,Leaky Bucket
9289,Leaky Bucket
10913,High potential
3032,High potential
8524,High potential
3334,Stars
4470,High potential
1406,High potential
8619,High potential
10821,High potential
4552,High potential
898,Leaky Bucket
9797,Stars
10949,Stars
8212,High potential
6248,Stars
10164,Stars
4547,High potential
6815,Stars
4122,Need attention
10841,High potential
5370,High potential
176,Stars
4860,High potential
10757,Leaky Bucket
4023,High potential
6679,Leaky Bucket
9923,Leaky Bucket
7181,Leaky Bucket
3599,Need attention
405,High potential
6870,Stars
832,Stars
2002,Need attention
3657,High potential
500,Stars
1951,High potential
3262,Need attention
4102,High potential
7042,High potential
10598,High potential
255,Leaky Bucket
2375,High potential
9829,Leaky Bucket
6214,High potential
4954,Leaky Bucket
7861,Stars
4837,Need attention
9423,Leaky Bucket
4198,High potential
153,Leaky Bucket
9323,Need attention
10001,High potential
3945,Need attention
3799,Stars
8625,Leaky Bucket
3491,Need attention
983,Leaky Bucket
9119,Stars
4786,Need attention
5872,Need attention
6568,High potential
5628,Need attention
5631,Need attention
4974,Need attention
8416,Leaky Bucket
5454,Leaky Bucket
4095,High potential
5474,Leaky Bucket
4268,Leaky Bucket
10701,Stars
3507,Need attention
2079,Stars
626,High potential
4426,Stars
2591,Stars
10509,Leaky Bucket
6382,Leaky Bucket
6673,High potential
7441,Need attention
1071,Stars
10061,Need attention
8775,Leaky Bucket
2345,Stars
322,High potential
10897,Need attention
123,Need attention
6103,Leaky Bucket
7899,Need attention
10500,Leaky Bucket
1655,Leaky Bucket
2406,Leaky Bucket
2712,Stars
5517,Leaky Bucket
10643,High potential
2254,Need attention
10281,Stars
6958,High potential
954,Leaky Bucket
4643,High potential
6497,High potential
5396,Need attention
1052,Need attention
2802,Need attention
6343,Stars
6507,Leaky Bucket
7901,Leaky Bucket
4865,Leaky Bucket
2686,Leaky Bucket
3107,Stars
7734,Need attention
1146,Need attention
11031,High potential
7428,Stars
975,High potential
1103,Need attention
3422,Need attention
1055,Leaky Bucket
6544,Stars
1241,High potential
2909,Stars
5802,High potential
1407,High potential
6183,High potential
340,Need attention
5991,High potential
3104,Need attention
9729,Need attention
1008,Need attention
11091,Leaky Bucket
3969,Leaky Bucket
1916,Leaky Bucket
9907,Stars
87,Leaky Bucket
8659,Stars
6262,Need attention
6147,High potential
8832,High potential
10067,Leaky Bucket
7532,High potential
4915,Need attention
2115,Leaky Bucket
2088,Stars
2493,Stars
6292,Need attention
1631,Need attention
10104,Leaky Bucket
3006,High potential
3919,Need attention
11181,Stars
642,High potential
4369,Stars
10127,Leaky Bucket
271,Leaky Bucket
4973,Leaky Bucket
2948,Leaky Bucket
2715,High potential
10432,Leaky Bucket
9216,Leaky Bucket
7124,High potential
9727,Leaky Bucket
5136,Stars
9790,Stars
1818,Leaky Bucket
1100,Leaky Bucket
7873,Stars
10609,Leaky Bucket
6950,Leaky Bucket
7233,Need attention
9481,Leaky Bucket
7699,Leaky Bucket
2711,High potential
8933,Leaky Bucket
8726,Leaky Bucket
1515,Leaky Bucket
5186,Stars
10157,Leaky Bucket
5667,Need attention
902,Stars
977,Leaky Bucket
7313,Need attention
7600,Leaky Bucket
9706,High potential
2429,Need attention
3520,Need attention
10394,Stars
4548,Leaky Bucket
9362,Stars
3968,Need attention
4084,Stars
6721,Stars
2829,Stars
1772,Need attention
1544,Need attention
492,High potential
4377,High potential
4541,Leaky Bucket
1321,Leaky Bucket
8858,High potential
3266,Leaky Bucket
11187,High potential
8207,Leaky Bucket
9723,Need attention
2666,Stars
5721,Stars
10652,Stars
1646,Leaky Bucket
4418,Need attention
2656,High potential
7990,High potential
8722,Need attention
7118,Need attention
2980,High potential
1839,Leaky Bucket
10722,Stars
2632,High potential
9014,Leaky Bucket
7620,Leaky Bucket
10968,Need attention
11133,High potential
2736,Need attention
1876,High potential
5959,High potential
1092,Need attention
4333,Leaky Bucket
3850,High potential
6168,Leaky Bucket
607,High potential
10469,Stars
6983,Leaky Bucket
3661,Need attention
9303,High potential
692,High potential
736,High potential
9589,Stars
4838,High potential
9246,High potential
6261,Stars
7366,Need attention
10659,High potential
1448,Leaky Bucket
4286,Stars
4749,Need attention
4478,Need attention
4201,High potential
10084,Leaky Bucket
7004,High potential
9817,Need attention
8080,High potential
8372,High potential
10870,Need attention
4001,Stars
7270,Stars
8235,Stars
9405,High potential
