account_id,education
3766,Master
1399,Graduation
1570,PhD
3426,Graduation
3074,PhD
8341,PhD
5180,PhD
6461,Master
7679,PhD
10702,Graduation
7505,PhD
5113,PhD
10858,Graduation
2961,Graduation
2747,PhD
3010,Master
5790,Graduation
6892,Graduation
1743,Graduation
3578,Graduation
8462,Basic
5558,PhD
4619,PhD
8780,PhD
10789,PhD
10779,Graduation
5896,Master
2337,Graduation
10951,Graduation
544,Graduation
17,PhD
10680,Graduation
3265,Graduation
5623,Master
5832,2n Cycle
5544,Graduation
6417,Master
5831,Graduation
7101,PhD
10176,Graduation
2326,Graduation
4385,PhD
2929,Graduation
10686,PhD
2546,2n Cycle
3283,2n Cycle
3138,Graduation
4994,Master
7966,Graduation
3112,Master
10872,PhD
2181,Graduation
1867,Graduation
1518,Master
5734,PhD
2878,PhD
1458,Master
7007,Master
6200,Graduation
1403,2n Cycle
4827,PhD
6250,PhD
9291,Master
2478,Graduation
1139,PhD
5138,Graduation
5393,Graduation
10413,Graduation
5015,Master
10868,Graduation
10676,Graduation
2495,Master
7842,Graduation
9955,Graduation
6663,PhD
2162,Graduation
3434,Graduation
7919,PhD
5626,PhD
6428,PhD
8514,Graduation
10448,Graduation
2109,Graduation
7530,PhD
8925,Master
3009,PhD
6355,Graduation
3517,Graduation
1158,Graduation
6203,Graduation
7165,Graduation
3595,Graduation
8537,Graduation
4331,Master
6281,Graduation
4338,Graduation
2452,Graduation
9507,Graduation
8360,2n Cycle
10311,Graduation
5117,2n Cycle
4867,PhD
9289,Graduation
10913,Master
3032,Graduation
8524,PhD
3334,Graduation
4470,Master
1406,Graduation
8619,Graduation
10821,Graduation
4552,Graduation
898,Graduation
9797,Graduation
10949,PhD
8212,Master
6248,Master
10164,Graduation
4547,Graduation
6815,2n Cycle
4122,Graduation
10841,PhD
5370,PhD
176,2n Cycle
4860,Graduation
10757,PhD
4023,Graduation
6679,Graduation
9923,Master
7181,Graduation
3599,Graduation
405,Graduation
6870,PhD
832,PhD
2002,Graduation
3657,Graduation
500,Graduation
1951,Basic
3262,Graduation
4102,2n Cycle
7042,Graduation
10598,Graduation
255,Graduation
2375,Graduation
9829,Graduation
6214,Master
4954,Graduation
7861,Master
4837,PhD
9423,Master
4198,Graduation
153,Graduation
9323,Master
10001,2n Cycle
3945,PhD
3799,Graduation
8625,Graduation
3491,Graduation
983,Graduation
9119,Graduation
4786,Graduation
5872,Graduation
6568,Graduation
5628,Graduation
5631,Graduation
4974,Graduation
8416,Graduation
5454,Master
4095,Graduation
5474,Graduation
4268,Graduation
10701,Graduation
3507,Graduation
2079,2n Cycle
626,Graduation
4426,Graduation
2591,Graduation
10509,Master
6382,Graduation
6673,Graduation
7441,Graduation
1071,PhD
10061,Graduation
8775,Graduation
2345,PhD
322,Graduation
10897,Graduation
123,Graduation
6103,Graduation
7899,PhD
10500,Graduation
1655,Graduation
2406,Graduation
2712,Graduation
5517,Graduation
10643,PhD
2254,Graduation
10281,Graduation
6958,Master
954,Basic
4643,Graduation
6497,Graduation
5396,Graduation
1052,Graduation
2802,2n Cycle
6343,Graduation
6507,Graduation
7901,Master
4865,Master
2686,Basic
3107,Graduation
7734,Graduation
1146,Master
11031,PhD
7428,Graduation
975,Graduation
1103,Master
3422,Graduation
1055,Master
6544,PhD
1241,2n Cycle
2909,PhD
5802,Basic
1407,Basic
6183,Master
340,Graduation
5991,Master
3104,Graduation
9729,Graduation
1008,PhD
11091,Graduation
3969,Master
1916,Master
9907,Master
87,2n Cycle
8659,PhD
6262,Master
6147,Graduation
8832,Master
10067,2n Cycle
7532,Graduation
4915,2n Cycle
2115,Graduation
2088,Graduation
2493,Graduation
6292,PhD
1631,PhD
10104,Graduation
3006,Graduation
3919,Master
11181,PhD
642,Basic
4369,Master
10127,Graduation
271,Graduation
4973,Graduation
2948,Master
2715,Master
10432,Graduation
9216,Graduation
7124,Graduation
9727,Graduation
5136,Graduation
9790,Graduation
1818,PhD
1100,Master
7873,PhD
10609,PhD
6950,Master
7233,Graduation
9481,Graduation
7699,Graduation
2711,Master
8933,2n Cycle
8726,2n Cycle
1515,Master
5186,PhD
10157,Graduation
5667,PhD
902,Graduation
977,Graduation
7313,2n Cycle
7600,Basic
9706,PhD
2429,Graduation
3520,Master
10394,Graduation
4548,Graduation
9362,Graduation
3968,2n Cycle
4084,Graduation
6721,Graduation
2829,Graduation
1772,PhD
1544,Master
492,PhD
4377,Graduation
4541,Graduation
1321,Graduation
8858,PhD
3266,Graduation
11187,Basic
8207,2n Cycle
9723,Graduation
2666,Master
5721,PhD
10652,Master
1646,Basic
4418,Master
2656,Graduation
7990,Graduation
8722,2n Cycle
7118,Graduation
2980,Master
1839,Graduation
10722,Graduation
2632,Graduation
9014,Graduation
7620,Basic
10968,Graduation
11133,PhD
2736,Graduation
1876,Graduation
5959,Graduation
1092,Graduation
4333,Graduation
3850,Basic
6168,Graduation
607,2n Cycle
10469,Graduation
6983,Master
3661,2n Cycle
9303,Graduation
692,Graduation
736,Graduation
9589,PhD
4838,Graduation
9246,Master
6261,Graduation
7366,Master
10659,2n Cycle
1448,Master
4286,PhD
4749,Graduation
4478,Graduation
4201,Graduation
10084,Graduation
7004,Graduation
9817,Master
8080,Graduation
8372,Graduation
10870,Graduation
4001,PhD
7270,Graduation
8235,Master
9405,PhD
