account_id,sweets-segment
1640,Sweets - Frequent consumer
5184,Non consumer
8492,Sweets - Biggest consumer
11188,Sweets - Frequent consumer
1212,Sweets - Frequent consumer
9097,Sweets - Low consumer
10473,Non consumer
7962,Sweets - Frequent consumer
9984,Sweets - Frequent consumer
5527,Sweets - Frequent consumer
6374,Sweets - Low consumer
7453,Sweets - Biggest consumer
8952,Sweets - Frequent consumer
241,Sweets - Frequent consumer
8975,Sweets - Low consumer
6119,Non consumer
5236,Sweets - Biggest consumer
5723,Sweets - Low consumer
1710,Sweets - Frequent consumer
1970,Non consumer
5313,Non consumer
10634,Sweets - Frequent consumer
7010,Sweets - Biggest consumer
8562,Sweets - Frequent consumer
3158,Sweets - Frequent consumer
4436,Sweets - Frequent consumer
5287,Sweets - Low consumer
2445,Non consumer
6059,Non consumer
4550,Non consumer
4240,Non consumer
8911,Sweets - Biggest consumer
3706,Sweets - Frequent consumer
3628,Sweets - Frequent consumer
10175,Non consumer
8985,Sweets - Frequent consumer
5204,Sweets - Biggest consumer
9220,Sweets - Biggest consumer
9888,Sweets - Biggest consumer
5263,Sweets - Frequent consumer
1020,Sweets - Biggest consumer
9503,Sweets - Frequent consumer
10613,Sweets - Low consumer
67,Non consumer
6019,Sweets - Low consumer
5863,Sweets - Frequent consumer
3717,Sweets - Frequent consumer
6730,Non consumer
10749,Sweets - Frequent consumer
4998,Sweets - Frequent consumer
6287,Non consumer
5985,Sweets - Low consumer
4754,Sweets - Frequent consumer
4002,Sweets - Biggest consumer
8870,Sweets - Frequent consumer
966,Sweets - Frequent consumer
4767,Sweets - Biggest consumer
9725,Non consumer
4475,Non consumer
5740,Sweets - Frequent consumer
5731,Non consumer
7290,Non consumer
3846,Sweets - Frequent consumer
8104,Non consumer
4507,Sweets - Frequent consumer
11013,Sweets - Biggest consumer
4491,Non consumer
3759,Non consumer
1162,Sweets - Biggest consumer
2055,Sweets - Low consumer
10766,Non consumer
4415,Sweets - Low consumer
3005,Sweets - Frequent consumer
2223,Sweets - Biggest consumer
4817,Sweets - Low consumer
2875,Sweets - Frequent consumer
10536,Sweets - Low consumer
11112,Sweets - Biggest consumer
3807,Sweets - Frequent consumer
9197,Non consumer
10832,Sweets - Frequent consumer
6421,Sweets - Biggest consumer
4207,Sweets - Frequent consumer
577,Sweets - Low consumer
10855,Sweets - Frequent consumer
3081,Non consumer
3535,Sweets - Biggest consumer
247,Sweets - Frequent consumer
8707,Sweets - Biggest consumer
9523,Non consumer
6072,Sweets - Frequent consumer
6295,Non consumer
10914,Sweets - Low consumer
1509,Sweets - Biggest consumer
5577,Sweets - Low consumer
7348,Sweets - Frequent consumer
1127,Sweets - Biggest consumer
1833,Sweets - Frequent consumer
4944,Sweets - Frequent consumer
9080,Sweets - Low consumer
6466,Sweets - Low consumer
9964,Sweets - Frequent consumer
4790,Sweets - Frequent consumer
10245,Sweets - Frequent consumer
1109,Non consumer
6001,Sweets - Frequent consumer
5538,Sweets - Biggest consumer
10552,Sweets - Frequent consumer
1545,Sweets - Frequent consumer
7409,Sweets - Frequent consumer
4444,Sweets - Frequent consumer
146,Sweets - Biggest consumer
6271,Non consumer
10065,Sweets - Frequent consumer
4741,Sweets - Frequent consumer
246,Sweets - Frequent consumer
375,Sweets - Frequent consumer
1524,Sweets - Biggest consumer
10022,Non consumer
7451,Sweets - Biggest consumer
11010,Sweets - Low consumer
4356,Sweets - Frequent consumer
3885,Non consumer
1175,Sweets - Frequent consumer
880,Sweets - Frequent consumer
2320,Sweets - Frequent consumer
850,Sweets - Frequent consumer
4713,Sweets - Low consumer
675,Sweets - Frequent consumer
5025,Sweets - Frequent consumer
2308,Sweets - Frequent consumer
5995,Sweets - Frequent consumer
6749,Sweets - Biggest consumer
1010,Sweets - Low consumer
8977,Sweets - Low consumer
4756,Sweets - Frequent consumer
3412,Non consumer
606,Non consumer
5961,Sweets - Low consumer
2975,Sweets - Frequent consumer
2894,Sweets - Frequent consumer
7613,Sweets - Frequent consumer
10542,Sweets - Low consumer
8015,Non consumer
10617,Sweets - Low consumer
11166,Sweets - Low consumer
849,Sweets - Biggest consumer
523,Sweets - Frequent consumer
4066,Sweets - Frequent consumer
8414,Non consumer
819,Sweets - Frequent consumer
4961,Sweets - Low consumer
749,Sweets - Low consumer
5430,Sweets - Frequent consumer
7755,Non consumer
10525,Non consumer
1453,Sweets - Frequent consumer
8310,Sweets - Biggest consumer
10710,Non consumer
5031,Sweets - Biggest consumer
2613,Sweets - Frequent consumer
213,Non consumer
967,Sweets - Frequent consumer
1077,Sweets - Biggest consumer
7959,Sweets - Frequent consumer
640,Sweets - Frequent consumer
4252,Sweets - Frequent consumer
8432,Sweets - Frequent consumer
6218,Non consumer
6905,Sweets - Frequent consumer
5922,Non consumer
3598,Sweets - Frequent consumer
6116,Sweets - Frequent consumer
6263,Sweets - Frequent consumer
10486,Sweets - Biggest consumer
2410,Sweets - Biggest consumer
193,Sweets - Low consumer
3363,Sweets - Frequent consumer
8278,Sweets - Biggest consumer
10660,Non consumer
8686,Sweets - Frequent consumer
1604,Sweets - Frequent consumer
5907,Non consumer
10669,Sweets - Frequent consumer
2918,Sweets - Low consumer
5735,Sweets - Biggest consumer
359,Sweets - Frequent consumer
8387,Non consumer
1829,Non consumer
3839,Sweets - Frequent consumer
9392,Non consumer
2292,Non consumer
10466,Sweets - Low consumer
9855,Non consumer
4088,Sweets - Low consumer
5231,Sweets - Low consumer
590,Sweets - Biggest consumer
8732,Sweets - Frequent consumer
2315,Sweets - Frequent consumer
3515,Sweets - Frequent consumer
2245,Sweets - Low consumer
6283,Sweets - Frequent consumer
2246,Sweets - Frequent consumer
6606,Non consumer
5545,Sweets - Frequent consumer
7342,Sweets - Biggest consumer
837,Sweets - Frequent consumer
9500,Sweets - Biggest consumer
3602,Sweets - Frequent consumer
234,Sweets - Low consumer
2995,Sweets - Frequent consumer
1118,Sweets - Frequent consumer
7789,Sweets - Biggest consumer
3068,Sweets - Frequent consumer
8955,Non consumer
945,Sweets - Low consumer
5644,Sweets - Low consumer
7192,Sweets - Biggest consumer
2324,Sweets - Frequent consumer
697,Sweets - Frequent consumer
3439,Sweets - Frequent consumer
1506,Sweets - Frequent consumer
232,Sweets - Frequent consumer
8876,Non consumer
4500,Sweets - Frequent consumer
9739,Sweets - Low consumer
10395,Sweets - Frequent consumer
1176,Sweets - Low consumer
1627,Sweets - Biggest consumer
938,Sweets - Low consumer
2740,Sweets - Low consumer
257,Sweets - Frequent consumer
4058,Sweets - Frequent consumer
7736,Sweets - Low consumer
8210,Sweets - Frequent consumer
833,Non consumer
6230,Sweets - Low consumer
7325,Sweets - Low consumer
1307,Sweets - Low consumer
1502,Sweets - Low consumer
6211,Sweets - Low consumer
843,Sweets - Biggest consumer
4174,Non consumer
9757,Sweets - Frequent consumer
6918,Non consumer
286,Sweets - Low consumer
11086,Sweets - Frequent consumer
1921,Non consumer
4138,Sweets - Biggest consumer
7718,Non consumer
1291,Sweets - Frequent consumer
6862,Sweets - Low consumer
4136,Sweets - Frequent consumer
803,Non consumer
4298,Non consumer
10833,Non consumer
9606,Sweets - Frequent consumer
8534,Sweets - Biggest consumer
5153,Sweets - Biggest consumer
961,Sweets - Biggest consumer
5011,Sweets - Frequent consumer
6653,Sweets - Frequent consumer
9094,Non consumer
810,Sweets - Biggest consumer
5493,Non consumer
2147,Sweets - Biggest consumer
5107,Sweets - Low consumer
3979,Sweets - Frequent consumer
6049,Sweets - Biggest consumer
8147,Non consumer
1857,Sweets - Low consumer
3910,Sweets - Biggest consumer
5207,Sweets - Frequent consumer
11114,Sweets - Frequent consumer
5429,Sweets - Low consumer
9400,Sweets - Frequent consumer
1740,Sweets - Frequent consumer
7488,Sweets - Frequent consumer
195,Sweets - Frequent consumer
635,Non consumer
7527,Sweets - Frequent consumer
10319,Sweets - Frequent consumer
2296,Sweets - Low consumer
10637,Sweets - Frequent consumer
2931,Sweets - Biggest consumer
907,Non consumer
3698,Sweets - Biggest consumer
9516,Sweets - Biggest consumer
679,Non consumer
7384,Sweets - Frequent consumer
5043,Sweets - Biggest consumer
5267,Sweets - Low consumer
339,Non consumer
2516,Sweets - Low consumer
9010,Sweets - Frequent consumer
378,Sweets - Biggest consumer
4808,Non consumer
5068,Sweets - Low consumer
7628,Sweets - Low consumer
7128,Sweets - Low consumer
2811,Non consumer
3551,Sweets - Frequent consumer
1663,Non consumer
5543,Sweets - Frequent consumer
1577,Sweets - Biggest consumer
10641,Sweets - Low consumer
5336,Non consumer
6024,Sweets - Biggest consumer
1878,Sweets - Low consumer
3099,Sweets - Frequent consumer
6055,Sweets - Biggest consumer
5841,Non consumer
3972,Sweets - Frequent consumer
4394,Sweets - Frequent consumer
5758,Non consumer
6658,Sweets - Frequent consumer
4603,Sweets - Biggest consumer
8427,Non consumer
10260,Sweets - Frequent consumer
7143,Sweets - Biggest consumer
8789,Sweets - Frequent consumer
6197,Non consumer
4554,Sweets - Frequent consumer
4937,Sweets - Low consumer
1920,Non consumer
8749,Sweets - Frequent consumer
1650,Sweets - Biggest consumer
10377,Sweets - Frequent consumer
9206,Sweets - Biggest consumer
10971,Sweets - Low consumer
6398,Non consumer
9212,Sweets - Frequent consumer
7937,Sweets - Low consumer
839,Sweets - Low consumer
4246,Sweets - Low consumer
158,Sweets - Biggest consumer
4832,Sweets - Frequent consumer
5621,Sweets - Frequent consumer
1945,Sweets - Biggest consumer
5147,Sweets - Biggest consumer
2535,Sweets - Biggest consumer
11039,Sweets - Frequent consumer
9495,Sweets - Biggest consumer
9635,Sweets - Low consumer
2173,Sweets - Low consumer
942,Sweets - Frequent consumer
9386,Sweets - Frequent consumer
5510,Sweets - Frequent consumer
873,Non consumer
2253,Sweets - Low consumer
5181,Sweets - Frequent consumer
979,Sweets - Frequent consumer
10390,Sweets - Low consumer
4698,Sweets - Biggest consumer
7793,Sweets - Frequent consumer
1745,Non consumer
10590,Sweets - Frequent consumer
5080,Sweets - Biggest consumer
8369,Sweets - Low consumer
5232,Sweets - Frequent consumer
2407,Sweets - Frequent consumer
3834,Sweets - Frequent consumer
7912,Sweets - Frequent consumer
7712,Sweets - Biggest consumer
1065,Sweets - Frequent consumer
7275,Sweets - Low consumer
1343,Non consumer
1384,Sweets - Frequent consumer
9967,Sweets - Frequent consumer
6181,Sweets - Biggest consumer
10507,Sweets - Frequent consumer
2674,Sweets - Biggest consumer
2698,Non consumer
3231,Sweets - Low consumer
4096,Sweets - Frequent consumer
10476,Sweets - Low consumer
5948,Sweets - Frequent consumer
9140,Sweets - Frequent consumer
10258,Non consumer
5675,Non consumer
4743,Sweets - Frequent consumer
8805,Sweets - Frequent consumer
1542,Sweets - Low consumer
6770,Sweets - Frequent consumer
8773,Non consumer
10420,Sweets - Frequent consumer
7514,Sweets - Frequent consumer
793,Non consumer
10909,Sweets - Frequent consumer
8702,Sweets - Low consumer
4791,Non consumer
2963,Sweets - Biggest consumer
8216,Sweets - Frequent consumer
8140,Sweets - Low consumer
10146,Non consumer
5289,Sweets - Low consumer
2587,Non consumer
4405,Non consumer
8663,Non consumer
2589,Sweets - Frequent consumer
3421,Sweets - Frequent consumer
10490,Non consumer
4094,Sweets - Frequent consumer
9958,Sweets - Frequent consumer
2534,Sweets - Low consumer
4188,Non consumer
6613,Sweets - Frequent consumer
10827,Sweets - Low consumer
5491,Non consumer
8402,Sweets - Frequent consumer
8783,Sweets - Frequent consumer
10010,Sweets - Low consumer
618,Sweets - Biggest consumer
9121,Non consumer
361,Sweets - Low consumer
4310,Sweets - Frequent consumer
2678,Sweets - Frequent consumer
6376,Sweets - Frequent consumer
524,Sweets - Frequent consumer
10341,Sweets - Frequent consumer
5654,Sweets - Low consumer
4098,Sweets - Low consumer
5824,Non consumer
7000,Sweets - Frequent consumer
2561,Sweets - Frequent consumer
5229,Non consumer
4086,Sweets - Low consumer
2428,Sweets - Frequent consumer
8254,Non consumer
2836,Non consumer
8418,Sweets - Frequent consumer
1362,Sweets - Frequent consumer
7152,Non consumer
10033,Sweets - Low consumer
9349,Sweets - Biggest consumer
274,Sweets - Low consumer
3388,Sweets - Biggest consumer
922,Non consumer
8588,Sweets - Frequent consumer
2518,Sweets - Low consumer
574,Sweets - Frequent consumer
3220,Sweets - Low consumer
5967,Sweets - Frequent consumer
1183,Sweets - Low consumer
6856,Sweets - Frequent consumer
4530,Sweets - Frequent consumer
1553,Sweets - Biggest consumer
4682,Sweets - Biggest consumer
8204,Sweets - Biggest consumer
5221,Non consumer
1232,Sweets - Biggest consumer
1927,Sweets - Frequent consumer
5788,Sweets - Frequent consumer
6652,Sweets - Biggest consumer
6246,Sweets - Biggest consumer
5975,Non consumer
6875,Sweets - Frequent consumer
4399,Sweets - Biggest consumer
4042,Sweets - Low consumer
2157,Sweets - Frequent consumer
10133,Sweets - Biggest consumer
2525,Sweets - Biggest consumer
8233,Sweets - Frequent consumer
9483,Sweets - Frequent consumer
2945,Non consumer
10403,Sweets - Frequent consumer
5074,Non consumer
10524,Sweets - Frequent consumer
4690,Sweets - Frequent consumer
7521,Sweets - Frequent consumer
7196,Non consumer
4406,Sweets - Biggest consumer
9672,Sweets - Low consumer
4864,Sweets - Low consumer
4706,Sweets - Low consumer
4070,Non consumer
25,Sweets - Frequent consumer
3697,Sweets - Frequent consumer
217,Non consumer
4220,Sweets - Low consumer
5286,Sweets - Frequent consumer
9559,Non consumer
2849,Sweets - Frequent consumer
7787,Sweets - Frequent consumer
3102,Sweets - Frequent consumer
5868,Sweets - Frequent consumer
8370,Sweets - Biggest consumer
9988,Sweets - Biggest consumer
2939,Sweets - Frequent consumer
5529,Non consumer
9743,Sweets - Frequent consumer
5763,Non consumer
3478,Sweets - Frequent consumer
7494,Sweets - Low consumer
1763,Sweets - Biggest consumer
7250,Sweets - Frequent consumer
2005,Sweets - Frequent consumer
10770,Sweets - Biggest consumer
6885,Sweets - Low consumer
2072,Sweets - Frequent consumer
9463,Sweets - Biggest consumer
6318,Sweets - Biggest consumer
4093,Sweets - Frequent consumer
5751,Sweets - Low consumer
3340,Sweets - Frequent consumer
3594,Sweets - Frequent consumer
3584,Sweets - Frequent consumer
3643,Sweets - Frequent consumer
851,Sweets - Biggest consumer
7706,Sweets - Biggest consumer
3967,Sweets - Biggest consumer
10128,Sweets - Frequent consumer
486,Sweets - Biggest consumer
9,Non consumer
9451,Sweets - Biggest consumer
9264,Sweets - Biggest consumer
3865,Sweets - Frequent consumer
2853,Sweets - Frequent consumer
1490,Sweets - Frequent consumer
6310,Sweets - Frequent consumer
10380,Sweets - Low consumer
3887,Sweets - Low consumer
4278,Sweets - Biggest consumer
8643,Sweets - Biggest consumer
1998,Sweets - Low consumer
10795,Sweets - Low consumer
11110,Non consumer
2408,Sweets - Frequent consumer
202,Sweets - Biggest consumer
7998,Non consumer
830,Sweets - Biggest consumer
3536,Sweets - Low consumer
6050,Sweets - Frequent consumer
125,Non consumer
3463,Sweets - Frequent consumer
2804,Non consumer
3745,Sweets - Frequent consumer
9771,Sweets - Frequent consumer
451,Non consumer
10530,Sweets - Frequent consumer
1079,Non consumer
8920,Non consumer
6678,Sweets - Low consumer
3852,Sweets - Frequent consumer
528,Sweets - Biggest consumer
73,Non consumer
5589,Sweets - Frequent consumer
10212,Sweets - Low consumer
6365,Sweets - Low consumer
5636,Sweets - Low consumer
591,Sweets - Biggest consumer
2217,Sweets - Low consumer
2544,Sweets - Frequent consumer
7725,Sweets - Biggest consumer
8091,Sweets - Biggest consumer
7321,Sweets - Frequent consumer
5462,Sweets - Biggest consumer
7791,Sweets - Low consumer
955,Sweets - Low consumer
4037,Non consumer
6642,Sweets - Frequent consumer
2793,Sweets - Frequent consumer
5424,Sweets - Low consumer
879,Non consumer
9530,Sweets - Low consumer
4828,Sweets - Biggest consumer
10699,Non consumer
1497,Sweets - Low consumer
7476,Sweets - Frequent consumer
4390,Sweets - Frequent consumer
10478,Sweets - Frequent consumer
1081,Sweets - Frequent consumer
4261,Sweets - Biggest consumer
9916,Non consumer
5350,Sweets - Biggest consumer
8135,Non consumer
8685,Sweets - Frequent consumer
4967,Non consumer
2130,Sweets - Frequent consumer
9298,Sweets - Frequent consumer
8175,Sweets - Frequent consumer
6257,Sweets - Frequent consumer
3790,Non consumer
9952,Sweets - Frequent consumer
3503,Sweets - Frequent consumer
5223,Sweets - Frequent consumer
4608,Sweets - Biggest consumer
1626,Sweets - Low consumer
4764,Sweets - Frequent consumer
2471,Sweets - Biggest consumer
5892,Sweets - Low consumer
2612,Sweets - Frequent consumer
4971,Sweets - Low consumer
5185,Sweets - Biggest consumer
10069,Sweets - Frequent consumer
2262,Sweets - Frequent consumer
1131,Non consumer
1041,Sweets - Low consumer
24,Sweets - Low consumer
3409,Sweets - Frequent consumer
7022,Sweets - Biggest consumer
7943,Sweets - Low consumer
5272,Sweets - Low consumer
5453,Sweets - Biggest consumer
2565,Sweets - Frequent consumer
800,Non consumer
11092,Sweets - Low consumer
5062,Non consumer
8969,Sweets - Biggest consumer
4656,Sweets - Frequent consumer
4480,Sweets - Low consumer
9971,Non consumer
6729,Sweets - Biggest consumer
1773,Sweets - Frequent consumer
9242,Sweets - Frequent consumer
1764,Sweets - Frequent consumer
6215,Sweets - Low consumer
10099,Sweets - Biggest consumer
5423,Sweets - Low consumer
940,Sweets - Frequent consumer
3011,Sweets - Frequent consumer
3298,Sweets - Frequent consumer
8286,Sweets - Low consumer
9668,Sweets - Frequent consumer
5120,Sweets - Biggest consumer
6097,Sweets - Low consumer
7019,Sweets - Frequent consumer
7408,Non consumer
8041,Sweets - Biggest consumer
252,Sweets - Frequent consumer
9986,Sweets - Low consumer
3276,Sweets - Frequent consumer
3859,Sweets - Biggest consumer
3570,Sweets - Low consumer
3783,Sweets - Low consumer
10207,Non consumer
10906,Sweets - Frequent consumer
3427,Non consumer
5209,Sweets - Frequent consumer
10711,Sweets - Frequent consumer
10785,Non consumer
2814,Sweets - Frequent consumer
6866,Sweets - Low consumer
1665,Sweets - Frequent consumer
6575,Sweets - Frequent consumer
3829,Non consumer
3091,Sweets - Frequent consumer
10141,Sweets - Low consumer
5177,Non consumer
7005,Sweets - Frequent consumer
6409,Sweets - Frequent consumer
7485,Sweets - Low consumer
8079,Sweets - Low consumer
8395,Sweets - Biggest consumer
10352,Sweets - Low consumer
4931,Sweets - Low consumer
13,Non consumer
1834,Sweets - Low consumer
2285,Sweets - Low consumer
2295,Sweets - Biggest consumer
1378,Sweets - Frequent consumer
2781,Sweets - Biggest consumer
1165,Sweets - Low consumer
1404,Non consumer
6457,Sweets - Frequent consumer
2639,Sweets - Low consumer
8299,Non consumer
6437,Sweets - Low consumer
6912,Sweets - Frequent consumer
7327,Sweets - Low consumer
5299,Sweets - Frequent consumer
4127,Sweets - Biggest consumer
8143,Sweets - Low consumer
1964,Sweets - Biggest consumer
3690,Sweets - Frequent consumer
3433,Sweets - Frequent consumer
3389,Sweets - Biggest consumer
4712,Sweets - Frequent consumer
1170,Sweets - Frequent consumer
6347,Sweets - Frequent consumer
4065,Non consumer
8230,Sweets - Low consumer
1215,Sweets - Biggest consumer
5939,Sweets - Frequent consumer
2156,Non consumer
7788,Non consumer
10323,Sweets - Low consumer
7947,Sweets - Low consumer
1891,Sweets - Biggest consumer
2570,Non consumer
9256,Sweets - Biggest consumer
295,Sweets - Frequent consumer
7397,Non consumer
6349,Sweets - Biggest consumer
10790,Non consumer
10398,Sweets - Low consumer
2431,Sweets - Frequent consumer
550,Sweets - Frequent consumer
1890,Non consumer
10742,Sweets - Frequent consumer
10356,Non consumer
4676,Sweets - Biggest consumer
8852,Sweets - Biggest consumer
3565,Non consumer
5294,Sweets - Low consumer
1958,Non consumer
7349,Sweets - Frequent consumer
8799,Sweets - Low consumer
1351,Sweets - Frequent consumer
1045,Non consumer
7732,Sweets - Biggest consumer
8070,Sweets - Frequent consumer
477,Sweets - Frequent consumer
7832,Sweets - Biggest consumer
2202,Sweets - Low consumer
7396,Sweets - Frequent consumer
4055,Sweets - Frequent consumer
10340,Sweets - Frequent consumer
10091,Sweets - Biggest consumer
7629,Sweets - Low consumer
10640,Sweets - Frequent consumer
3498,Sweets - Biggest consumer
6742,Sweets - Low consumer
1172,Sweets - Frequent consumer
569,Sweets - Biggest consumer
4686,Sweets - Biggest consumer
1381,Non consumer
2634,Sweets - Low consumer
10905,Non consumer
1744,Sweets - Low consumer
1000,Sweets - Frequent consumer
3828,Sweets - Biggest consumer
8605,Non consumer
10304,Sweets - Low consumer
4351,Non consumer
10129,Sweets - Biggest consumer
2499,Sweets - Biggest consumer
10092,Sweets - Frequent consumer
7500,Sweets - Frequent consumer
5796,Sweets - Frequent consumer
10556,Sweets - Low consumer
1064,Sweets - Frequent consumer
48,Sweets - Low consumer
7610,Sweets - Frequent consumer
263,Sweets - Frequent consumer
10814,Sweets - Frequent consumer
9710,Non consumer
9292,Sweets - Biggest consumer
10250,Sweets - Low consumer
7881,Sweets - Frequent consumer
5847,Sweets - Biggest consumer
737,Sweets - Frequent consumer
3571,Sweets - Frequent consumer
7807,Sweets - Frequent consumer
3878,Sweets - Frequent consumer
5092,Non consumer
2154,Sweets - Low consumer
5394,Sweets - Frequent consumer
3798,Sweets - Frequent consumer
3524,Sweets - Frequent consumer
5247,Sweets - Low consumer
5883,Sweets - Biggest consumer
2118,Sweets - Biggest consumer
8812,Non consumer
6616,Sweets - Biggest consumer
2797,Sweets - Biggest consumer
4328,Sweets - Frequent consumer
9167,Sweets - Frequent consumer
10560,Non consumer
2631,Sweets - Biggest consumer
8312,Sweets - Frequent consumer
5534,Non consumer
5093,Sweets - Frequent consumer
7592,Sweets - Frequent consumer
8895,Non consumer
8584,Sweets - Biggest consumer
2694,Non consumer
8910,Non consumer
7433,Sweets - Frequent consumer
164,Sweets - Low consumer
10477,Non consumer
2681,Sweets - Biggest consumer
5150,Sweets - Frequent consumer
5283,Sweets - Low consumer
9645,Sweets - Biggest consumer
10678,Sweets - Frequent consumer
7261,Sweets - Low consumer
9648,Sweets - Frequent consumer
2870,Sweets - Frequent consumer
8008,Sweets - Low consumer
1513,Sweets - Biggest consumer
6173,Sweets - Frequent consumer
1419,Sweets - Frequent consumer
9150,Non consumer
7960,Sweets - Frequent consumer
1250,Sweets - Low consumer
9905,Sweets - Low consumer
10691,Sweets - Low consumer
7002,Sweets - Biggest consumer
2952,Sweets - Low consumer
8439,Sweets - Frequent consumer
762,Sweets - Frequent consumer
2831,Sweets - Frequent consumer
6977,Sweets - Frequent consumer
6289,Sweets - Low consumer
4168,Sweets - Frequent consumer
8397,Non consumer
9284,Sweets - Frequent consumer
6237,Sweets - Low consumer
3130,Sweets - Frequent consumer
1619,Sweets - Frequent consumer
1990,Sweets - Biggest consumer
5513,Non consumer
269,Sweets - Biggest consumer
8093,Sweets - Biggest consumer
10513,Sweets - Biggest consumer
10177,Sweets - Biggest consumer
2549,Non consumer
5782,Sweets - Biggest consumer
10057,Sweets - Biggest consumer
10307,Sweets - Frequent consumer
8566,Non consumer
2415,Sweets - Frequent consumer
5684,Non consumer
8334,Sweets - Low consumer
9166,Sweets - Frequent consumer
1440,Sweets - Biggest consumer
78,Sweets - Low consumer
5441,Sweets - Low consumer
5302,Sweets - Frequent consumer
4687,Non consumer
1087,Sweets - Frequent consumer
6859,Sweets - Frequent consumer
9860,Sweets - Low consumer
7129,Sweets - Frequent consumer
5866,Sweets - Frequent consumer
10521,Sweets - Frequent consumer
7393,Non consumer
7849,Sweets - Biggest consumer
332,Sweets - Frequent consumer
9847,Non consumer
531,Sweets - Biggest consumer
9576,Sweets - Low consumer
6906,Sweets - Biggest consumer
7419,Sweets - Low consumer
3170,Sweets - Biggest consumer
8527,Sweets - Frequent consumer
7872,Sweets - Frequent consumer
9931,Sweets - Low consumer
10595,Sweets - Low consumer
4609,Sweets - Low consumer
5010,Sweets - Low consumer
4427,Sweets - Biggest consumer
11148,Sweets - Low consumer
1168,Sweets - Frequent consumer
9595,Non consumer
10163,Sweets - Frequent consumer
2886,Sweets - Frequent consumer
6710,Sweets - Frequent consumer
5316,Sweets - Low consumer
9029,Sweets - Biggest consumer
521,Sweets - Frequent consumer
1459,Sweets - Frequent consumer
10241,Sweets - Low consumer
1630,Sweets - Frequent consumer
3254,Sweets - Biggest consumer
9064,Sweets - Frequent consumer
3678,Non consumer
4227,Sweets - Low consumer
9467,Non consumer
8486,Sweets - Low consumer
2186,Sweets - Biggest consumer
3286,Sweets - Low consumer
8602,Sweets - Biggest consumer
3722,Non consumer
6715,Sweets - Frequent consumer
4796,Sweets - Frequent consumer
9612,Sweets - Frequent consumer
3766,Sweets - Biggest consumer
1399,Sweets - Biggest consumer
1570,Sweets - Frequent consumer
3426,Sweets - Biggest consumer
3074,Sweets - Biggest consumer
8341,Sweets - Low consumer
5180,Sweets - Low consumer
6461,Sweets - Frequent consumer
7679,Sweets - Low consumer
10702,Sweets - Biggest consumer
7505,Non consumer
5113,Sweets - Biggest consumer
10858,Sweets - Biggest consumer
2961,Sweets - Frequent consumer
2747,Sweets - Frequent consumer
3010,Sweets - Biggest consumer
5790,Non consumer
6892,Non consumer
1743,Sweets - Frequent consumer
3578,Sweets - Frequent consumer
8462,Non consumer
5558,Sweets - Biggest consumer
4619,Sweets - Biggest consumer
8780,Sweets - Frequent consumer
10789,Non consumer
10779,Sweets - Low consumer
5896,Sweets - Frequent consumer
2337,Sweets - Low consumer
10951,Non consumer
544,Sweets - Biggest consumer
17,Sweets - Frequent consumer
10680,Sweets - Low consumer
3265,Sweets - Low consumer
5623,Non consumer
5832,Sweets - Frequent consumer
5544,Sweets - Biggest consumer
6417,Sweets - Biggest consumer
5831,Sweets - Biggest consumer
7101,Non consumer
10176,Non consumer
2326,Sweets - Low consumer
4385,Sweets - Low consumer
2929,Sweets - Frequent consumer
10686,Non consumer
2546,Sweets - Frequent consumer
3283,Sweets - Biggest consumer
3138,Sweets - Biggest consumer
4994,Sweets - Biggest consumer
7966,Sweets - Frequent consumer
3112,Sweets - Low consumer
10872,Non consumer
2181,Sweets - Biggest consumer
1867,Sweets - Biggest consumer
1518,Sweets - Biggest consumer
5734,Sweets - Low consumer
2878,Sweets - Frequent consumer
1458,Sweets - Low consumer
7007,Sweets - Low consumer
6200,Sweets - Frequent consumer
1403,Sweets - Frequent consumer
4827,Sweets - Frequent consumer
6250,Non consumer
9291,Non consumer
2478,Sweets - Frequent consumer
1139,Sweets - Frequent consumer
5138,Sweets - Low consumer
5393,Sweets - Low consumer
10413,Sweets - Biggest consumer
5015,Sweets - Frequent consumer
10868,Sweets - Frequent consumer
10676,Sweets - Frequent consumer
2495,Sweets - Biggest consumer
7842,Sweets - Low consumer
9955,Sweets - Frequent consumer
6663,Non consumer
2162,Sweets - Frequent consumer
3434,Sweets - Frequent consumer
7919,Sweets - Frequent consumer
5626,Sweets - Frequent consumer
6428,Sweets - Biggest consumer
8514,Sweets - Low consumer
10448,Sweets - Frequent consumer
2109,Sweets - Frequent consumer
7530,Sweets - Low consumer
8925,Sweets - Biggest consumer
3009,Non consumer
6355,Sweets - Low consumer
3517,Sweets - Frequent consumer
1158,Non consumer
6203,Sweets - Biggest consumer
7165,Sweets - Biggest consumer
3595,Sweets - Biggest consumer
8537,Sweets - Biggest consumer
4331,Sweets - Frequent consumer
6281,Sweets - Biggest consumer
4338,Non consumer
2452,Sweets - Low consumer
9507,Sweets - Frequent consumer
8360,Sweets - Frequent consumer
10311,Sweets - Low consumer
5117,Sweets - Frequent consumer
4867,Non consumer
9289,Sweets - Low consumer
10913,Sweets - Low consumer
3032,Sweets - Frequent consumer
8524,Sweets - Frequent consumer
3334,Sweets - Biggest consumer
4470,Sweets - Frequent consumer
1406,Non consumer
8619,Sweets - Low consumer
10821,Sweets - Low consumer
