account_id,marital-status
5631,Alone
4974,Alone
8416,In couple
5454,In couple
4095,In couple
5474,Alone
4268,In couple
10701,In couple
3507,Alone
2079,In couple
626,In couple
4426,Alone
2591,Alone
10509,Alone
6382,In couple
6673,Alone
7441,Alone
1071,Alone
10061,In couple
8775,In couple
2345,In couple
322,In couple
10897,In couple
123,Alone
6103,In couple
7899,In couple
10500,In couple
1655,In couple
2406,In couple
2712,In couple
5517,In couple
10643,Alone
2254,In couple
10281,Alone
6958,In couple
954,Alone
4643,In couple
6497,In couple
5396,In couple
1052,In couple
2802,In couple
6343,In couple
6507,Alone
7901,In couple
4865,Alone
2686,In couple
3107,In couple
7734,Alone
1146,In couple
11031,In couple
7428,In couple
975,Alone
1103,In couple
3422,In couple
1055,In couple
6544,In couple
1241,In couple
2909,In couple
5802,In couple
1407,In couple
6183,In couple
340,Alone
5991,In couple
3104,Alone
9729,Alone
1008,In couple
11091,In couple
3969,In couple
1916,In couple
9907,In couple
87,In couple
8659,In couple
6262,Alone
6147,Alone
8832,In couple
10067,In couple
7532,In couple
4915,In couple
2115,In couple
2088,In couple
2493,In couple
6292,In couple
1631,In couple
10104,In couple
3006,Alone
3919,Alone
11181,In couple
642,In couple
4369,Alone
10127,In couple
271,Alone
4973,Alone
2948,Alone
2715,Alone
10432,Alone
9216,In couple
7124,Alone
9727,In couple
5136,Alone
9790,Alone
1818,In couple
1100,In couple
7873,In couple
10609,In couple
6950,In couple
7233,In couple
9481,In couple
7699,Alone
2711,In couple
8933,In couple
8726,Alone
1515,In couple
5186,In couple
10157,Alone
5667,In couple
902,In couple
977,In couple
7313,Alone
7600,Alone
9706,Alone
2429,Alone
3520,Alone
10394,In couple
4548,Alone
9362,Alone
3968,Alone
4084,In couple
6721,In couple
2829,In couple
1772,In couple
1544,Alone
492,Alone
4377,In couple
4541,In couple
1321,In couple
8858,In couple
3266,In couple
11187,Alone
8207,In couple
9723,In couple
2666,In couple
5721,In couple
10652,In couple
1646,In couple
4418,Alone
2656,Alone
7990,In couple
8722,In couple
7118,In couple
2980,Alone
1839,Alone
10722,In couple
2632,In couple
9014,In couple
7620,Alone
10968,Alone
11133,Alone
2736,In couple
1876,In couple
5959,Alone
1092,In couple
4333,In couple
3850,In couple
6168,Alone
607,Alone
10469,In couple
6983,Alone
3661,Alone
9303,In couple
692,In couple
736,In couple
9589,Alone
4838,In couple
9246,In couple
6261,In couple
7366,Alone
10659,In couple
1448,In couple
4286,Alone
4749,In couple
4478,In couple
4201,Alone
10084,In couple
7004,Alone
9817,Alone
8080,Alone
8372,In couple
10870,In couple
4001,In couple
7270,Alone
8235,In couple
9405,In couple
