account_id,gold-segment
11188,Gold - Frequent consumer
1212,Gold - Biggest consumer
9097,Gold - Frequent consumer
10473,Gold - Frequent consumer
7962,Gold - Frequent consumer
9984,Gold - Biggest consumer
5527,Gold - Frequent consumer
6374,Gold - Frequent consumer
7453,Gold - Frequent consumer
8952,Gold - Biggest consumer
241,Gold - Biggest consumer
8975,Gold - Frequent consumer
6119,Gold - Low consumer
5236,Gold - Biggest consumer
5723,Non consumer
1710,Gold - Frequent consumer
1970,Gold - Frequent consumer
5313,Gold - Low consumer
10634,Gold - Frequent consumer
7010,Gold - Biggest consumer
8562,Gold - Frequent consumer
3158,Gold - Low consumer
4436,Gold - Frequent consumer
5287,Gold - Low consumer
2445,Non consumer
6059,Gold - Biggest consumer
4550,Gold - Low consumer
4240,Gold - Frequent consumer
8911,Gold - Biggest consumer
3706,Gold - Frequent consumer
3628,Gold - Frequent consumer
10175,Gold - Low consumer
8985,Gold - Frequent consumer
5204,Gold - Frequent consumer
9220,Gold - Frequent consumer
9888,Gold - Frequent consumer
5263,Gold - Frequent consumer
1020,Gold - Biggest consumer
9503,Gold - Frequent consumer
10613,Gold - Frequent consumer
67,Gold - Low consumer
6019,Gold - Low consumer
5863,Gold - Biggest consumer
3717,Gold - Biggest consumer
6730,Gold - Low consumer
10749,Gold - Low consumer
4998,Gold - Biggest consumer
6287,Gold - Low consumer
5985,Gold - Low consumer
4754,Gold - Frequent consumer
4002,Gold - Low consumer
8870,Gold - Biggest consumer
966,Gold - Frequent consumer
4767,Gold - Biggest consumer
9725,Gold - Low consumer
4475,Gold - Biggest consumer
5740,Gold - Frequent consumer
5731,Gold - Low consumer
7290,Gold - Frequent consumer
3846,Gold - Frequent consumer
8104,Gold - Frequent consumer
4507,Gold - Frequent consumer
11013,Gold - Frequent consumer
4491,Gold - Frequent consumer
3759,Gold - Biggest consumer
1162,Gold - Frequent consumer
2055,Gold - Frequent consumer
10766,Gold - Low consumer
4415,Gold - Frequent consumer
3005,Gold - Biggest consumer
2223,Gold - Biggest consumer
4817,Gold - Low consumer
2875,Gold - Frequent consumer
10536,Gold - Low consumer
11112,Gold - Biggest consumer
3807,Gold - Frequent consumer
9197,Gold - Low consumer
10832,Gold - Biggest consumer
6421,Gold - Biggest consumer
4207,Gold - Frequent consumer
577,Gold - Low consumer
10855,Gold - Frequent consumer
3081,Gold - Low consumer
3535,Gold - Biggest consumer
247,Gold - Frequent consumer
8707,Gold - Biggest consumer
9523,Non consumer
6072,Gold - Biggest consumer
6295,Gold - Biggest consumer
10914,Gold - Low consumer
1509,Gold - Biggest consumer
5577,Gold - Low consumer
7348,Gold - Frequent consumer
1127,Gold - Frequent consumer
1833,Gold - Frequent consumer
4944,Gold - Biggest consumer
9080,Gold - Low consumer
6466,Gold - Low consumer
9964,Gold - Frequent consumer
4790,Gold - Frequent consumer
10245,Gold - Frequent consumer
1109,Gold - Low consumer
6001,Gold - Frequent consumer
5538,Gold - Frequent consumer
10552,Gold - Frequent consumer
1545,Gold - Frequent consumer
7409,Gold - Low consumer
4444,Gold - Frequent consumer
146,Non consumer
6271,Gold - Low consumer
10065,Gold - Frequent consumer
4741,Gold - Frequent consumer
246,Gold - Low consumer
375,Gold - Frequent consumer
1524,Gold - Frequent consumer
10022,Non consumer
7451,Gold - Frequent consumer
11010,Non consumer
4356,Gold - Biggest consumer
3885,Gold - Frequent consumer
1175,Gold - Biggest consumer
880,Gold - Frequent consumer
2320,Gold - Frequent consumer
850,Gold - Frequent consumer
4713,Gold - Low consumer
675,Gold - Biggest consumer
5025,Gold - Low consumer
2308,Gold - Frequent consumer
5995,Gold - Frequent consumer
6749,Gold - Biggest consumer
1010,Gold - Frequent consumer
8977,Gold - Frequent consumer
4756,Gold - Biggest consumer
3412,Gold - Biggest consumer
606,Gold - Low consumer
5961,Gold - Frequent consumer
2975,Gold - Biggest consumer
2894,Gold - Frequent consumer
7613,Gold - Frequent consumer
10542,Gold - Low consumer
8015,Gold - Frequent consumer
10617,Gold - Low consumer
11166,Gold - Frequent consumer
849,Gold - Frequent consumer
523,Gold - Low consumer
4066,Gold - Frequent consumer
8414,Gold - Frequent consumer
819,Gold - Biggest consumer
4961,Gold - Low consumer
749,Gold - Frequent consumer
5430,Gold - Frequent consumer
7755,Gold - Frequent consumer
10525,Gold - Low consumer
1453,Gold - Frequent consumer
8310,Gold - Frequent consumer
10710,Gold - Low consumer
5031,Gold - Biggest consumer
2613,Gold - Frequent consumer
213,Gold - Low consumer
967,Gold - Frequent consumer
1077,Gold - Low consumer
7959,Gold - Frequent consumer
640,Gold - Biggest consumer
4252,Gold - Frequent consumer
8432,Gold - Frequent consumer
6218,Gold - Low consumer
6905,Gold - Frequent consumer
5922,Gold - Low consumer
3598,Gold - Frequent consumer
6116,Gold - Low consumer
6263,Gold - Frequent consumer
10486,Gold - Biggest consumer
2410,Gold - Frequent consumer
193,Gold - Low consumer
3363,Gold - Frequent consumer
8278,Gold - Frequent consumer
10660,Gold - Frequent consumer
8686,Gold - Frequent consumer
1604,Gold - Low consumer
5907,Gold - Low consumer
10669,Gold - Frequent consumer
2918,Gold - Frequent consumer
5735,Gold - Biggest consumer
359,Gold - Frequent consumer
8387,Gold - Frequent consumer
1829,Gold - Frequent consumer
3839,Gold - Frequent consumer
9392,Gold - Low consumer
2292,Gold - Low consumer
10466,Gold - Low consumer
9855,Gold - Frequent consumer
4088,Gold - Low consumer
5231,Gold - Frequent consumer
590,Gold - Biggest consumer
8732,Gold - Frequent consumer
2315,Gold - Frequent consumer
3515,Gold - Low consumer
2245,Gold - Frequent consumer
6283,Gold - Biggest consumer
2246,Gold - Biggest consumer
6606,Gold - Frequent consumer
5545,Gold - Biggest consumer
7342,Gold - Biggest consumer
837,Gold - Frequent consumer
9500,Gold - Biggest consumer
3602,Gold - Frequent consumer
234,Gold - Frequent consumer
2995,Non consumer
1118,Gold - Frequent consumer
7789,Non consumer
3068,Gold - Low consumer
8955,Gold - Low consumer
945,Gold - Frequent consumer
5644,Gold - Frequent consumer
7192,Gold - Frequent consumer
2324,Gold - Biggest consumer
697,Gold - Biggest consumer
3439,Gold - Biggest consumer
1506,Gold - Frequent consumer
232,Gold - Frequent consumer
8876,Gold - Low consumer
4500,Gold - Frequent consumer
9739,Gold - Frequent consumer
10395,Gold - Frequent consumer
1176,Gold - Low consumer
1627,Gold - Frequent consumer
938,Gold - Frequent consumer
2740,Gold - Low consumer
257,Gold - Frequent consumer
4058,Gold - Frequent consumer
7736,Gold - Frequent consumer
8210,Gold - Frequent consumer
833,Gold - Low consumer
6230,Gold - Low consumer
7325,Gold - Low consumer
1307,Gold - Frequent consumer
1502,Gold - Low consumer
6211,Gold - Frequent consumer
843,Gold - Frequent consumer
4174,Gold - Frequent consumer
9757,Gold - Biggest consumer
6918,Gold - Low consumer
286,Gold - Low consumer
11086,Gold - Low consumer
1921,Gold - Low consumer
4138,Gold - Biggest consumer
7718,Gold - Frequent consumer
1291,Gold - Frequent consumer
6862,Gold - Low consumer
4136,Gold - Frequent consumer
803,Gold - Low consumer
4298,Gold - Low consumer
10833,Gold - Frequent consumer
9606,Gold - Frequent consumer
8534,Gold - Frequent consumer
5153,Gold - Frequent consumer
961,Gold - Biggest consumer
5011,Gold - Biggest consumer
6653,Gold - Frequent consumer
9094,Gold - Biggest consumer
810,Gold - Biggest consumer
5493,Gold - Low consumer
2147,Gold - Biggest consumer
5107,Gold - Frequent consumer
3979,Gold - Frequent consumer
6049,Gold - Frequent consumer
8147,Gold - Low consumer
1857,Gold - Frequent consumer
3910,Gold - Frequent consumer
5207,Gold - Biggest consumer
11114,Gold - Frequent consumer
5429,Gold - Low consumer
9400,Gold - Frequent consumer
1740,Gold - Frequent consumer
7488,Gold - Frequent consumer
195,Gold - Frequent consumer
635,Gold - Biggest consumer
7527,Gold - Low consumer
10319,Gold - Biggest consumer
2296,Gold - Low consumer
10637,Gold - Low consumer
2931,Gold - Biggest consumer
907,Gold - Frequent consumer
3698,Gold - Biggest consumer
9516,Gold - Biggest consumer
679,Gold - Low consumer
7384,Gold - Frequent consumer
5043,Gold - Biggest consumer
5267,Gold - Low consumer
339,Gold - Low consumer
2516,Gold - Frequent consumer
9010,Gold - Biggest consumer
378,Gold - Biggest consumer
4808,Gold - Low consumer
5068,Gold - Low consumer
7628,Gold - Low consumer
7128,Gold - Low consumer
2811,Gold - Low consumer
3551,Gold - Frequent consumer
1663,Gold - Low consumer
5543,Gold - Biggest consumer
1577,Gold - Biggest consumer
10641,Gold - Frequent consumer
5336,Gold - Low consumer
6024,Gold - Biggest consumer
1878,Gold - Low consumer
3099,Gold - Frequent consumer
6055,Gold - Biggest consumer
5841,Gold - Frequent consumer
3972,Gold - Biggest consumer
4394,Gold - Frequent consumer
5758,Gold - Frequent consumer
6658,Gold - Biggest consumer
4603,Gold - Low consumer
8427,Gold - Frequent consumer
10260,Gold - Frequent consumer
7143,Gold - Frequent consumer
8789,Gold - Frequent consumer
6197,Gold - Low consumer
4554,Gold - Biggest consumer
4937,Gold - Low consumer
1920,Gold - Frequent consumer
8749,Gold - Frequent consumer
1650,Gold - Biggest consumer
10377,Gold - Biggest consumer
9206,Gold - Biggest consumer
10971,Gold - Biggest consumer
6398,Gold - Low consumer
9212,Gold - Biggest consumer
7937,Gold - Low consumer
839,Gold - Frequent consumer
4246,Gold - Biggest consumer
158,Gold - Biggest consumer
4832,Gold - Frequent consumer
5621,Non consumer
1945,Gold - Biggest consumer
5147,Gold - Biggest consumer
2535,Gold - Biggest consumer
11039,Gold - Frequent consumer
9495,Gold - Frequent consumer
9635,Gold - Frequent consumer
2173,Gold - Low consumer
942,Gold - Frequent consumer
9386,Gold - Frequent consumer
5510,Gold - Biggest consumer
873,Gold - Frequent consumer
2253,Gold - Frequent consumer
5181,Gold - Low consumer
979,Gold - Frequent consumer
10390,Gold - Low consumer
4698,Gold - Frequent consumer
7793,Gold - Frequent consumer
1745,Gold - Frequent consumer
10590,Gold - Frequent consumer
5080,Gold - Biggest consumer
8369,Gold - Frequent consumer
5232,Gold - Low consumer
2407,Gold - Biggest consumer
3834,Gold - Frequent consumer
7912,Gold - Frequent consumer
7712,Gold - Frequent consumer
1065,Gold - Frequent consumer
7275,Gold - Frequent consumer
1343,Gold - Biggest consumer
1384,Gold - Frequent consumer
9967,Gold - Frequent consumer
6181,Gold - Frequent consumer
10507,Gold - Frequent consumer
2674,Gold - Biggest consumer
2698,Gold - Frequent consumer
3231,Gold - Low consumer
4096,Gold - Low consumer
10476,Gold - Frequent consumer
5948,Gold - Frequent consumer
9140,Gold - Low consumer
10258,Gold - Low consumer
5675,Gold - Low consumer
4743,Gold - Biggest consumer
8805,Gold - Frequent consumer
1542,Gold - Low consumer
6770,Gold - Frequent consumer
8773,Gold - Frequent consumer
10420,Gold - Frequent consumer
7514,Gold - Frequent consumer
793,Gold - Low consumer
10909,Gold - Biggest consumer
8702,Gold - Low consumer
4791,Gold - Low consumer
2963,Gold - Biggest consumer
8216,Gold - Biggest consumer
8140,Gold - Frequent consumer
10146,Gold - Low consumer
5289,Gold - Frequent consumer
2587,Non consumer
4405,Gold - Frequent consumer
8663,Gold - Low consumer
2589,Gold - Low consumer
3421,Gold - Biggest consumer
10490,Gold - Biggest consumer
4094,Gold - Frequent consumer
9958,Gold - Frequent consumer
2534,Gold - Frequent consumer
4188,Gold - Biggest consumer
6613,Gold - Frequent consumer
10827,Gold - Frequent consumer
5491,Gold - Frequent consumer
8402,Gold - Frequent consumer
8783,Gold - Frequent consumer
10010,Gold - Frequent consumer
618,Gold - Frequent consumer
9121,Gold - Biggest consumer
361,Gold - Low consumer
4310,Gold - Frequent consumer
2678,Gold - Frequent consumer
6376,Gold - Biggest consumer
524,Gold - Frequent consumer
10341,Gold - Frequent consumer
5654,Gold - Frequent consumer
4098,Gold - Low consumer
5824,Non consumer
7000,Gold - Biggest consumer
2561,Gold - Biggest consumer
5229,Gold - Low consumer
4086,Gold - Frequent consumer
2428,Gold - Frequent consumer
8254,Gold - Low consumer
2836,Gold - Low consumer
8418,Gold - Frequent consumer
1362,Gold - Biggest consumer
7152,Gold - Low consumer
10033,Gold - Low consumer
9349,Gold - Frequent consumer
274,Gold - Low consumer
3388,Gold - Low consumer
922,Gold - Frequent consumer
8588,Gold - Frequent consumer
2518,Gold - Low consumer
574,Gold - Frequent consumer
3220,Gold - Frequent consumer
5967,Gold - Low consumer
1183,Gold - Low consumer
6856,Gold - Frequent consumer
4530,Gold - Biggest consumer
1553,Gold - Biggest consumer
4682,Gold - Low consumer
8204,Gold - Frequent consumer
5221,Gold - Frequent consumer
1232,Gold - Biggest consumer
1927,Gold - Frequent consumer
5788,Gold - Frequent consumer
6652,Gold - Frequent consumer
6246,Gold - Frequent consumer
5975,Gold - Low consumer
6875,Gold - Biggest consumer
4399,Gold - Frequent consumer
4042,Gold - Frequent consumer
2157,Gold - Frequent consumer
10133,Gold - Frequent consumer
2525,Gold - Frequent consumer
8233,Gold - Low consumer
9483,Gold - Frequent consumer
2945,Gold - Low consumer
10403,Gold - Frequent consumer
5074,Gold - Low consumer
10524,Gold - Biggest consumer
4690,Gold - Frequent consumer
7521,Gold - Biggest consumer
7196,Gold - Low consumer
4406,Gold - Frequent consumer
9672,Gold - Frequent consumer
4864,Gold - Frequent consumer
4706,Gold - Low consumer
4070,Gold - Biggest consumer
25,Gold - Biggest consumer
3697,Gold - Frequent consumer
217,Gold - Frequent consumer
4220,Non consumer
5286,Gold - Frequent consumer
9559,Gold - Frequent consumer
2849,Gold - Biggest consumer
7787,Gold - Biggest consumer
3102,Gold - Low consumer
5868,Gold - Frequent consumer
8370,Gold - Frequent consumer
9988,Gold - Low consumer
2939,Gold - Frequent consumer
5529,Gold - Low consumer
9743,Gold - Biggest consumer
5763,Gold - Frequent consumer
3478,Gold - Frequent consumer
7494,Gold - Frequent consumer
1763,Gold - Frequent consumer
7250,Gold - Frequent consumer
2005,Gold - Frequent consumer
10770,Gold - Frequent consumer
6885,Gold - Low consumer
2072,Gold - Frequent consumer
9463,Gold - Frequent consumer
6318,Gold - Biggest consumer
4093,Gold - Biggest consumer
5751,Gold - Low consumer
3340,Gold - Frequent consumer
3594,Gold - Biggest consumer
3584,Gold - Frequent consumer
3643,Gold - Frequent consumer
851,Gold - Biggest consumer
7706,Gold - Frequent consumer
3967,Gold - Frequent consumer
10128,Gold - Biggest consumer
486,Gold - Frequent consumer
9,Gold - Frequent consumer
9451,Gold - Biggest consumer
9264,Gold - Biggest consumer
3865,Gold - Frequent consumer
2853,Gold - Frequent consumer
1490,Gold - Biggest consumer
6310,Gold - Frequent consumer
10380,Gold - Frequent consumer
3887,Gold - Frequent consumer
4278,Gold - Frequent consumer
8643,Gold - Biggest consumer
1998,Gold - Low consumer
10795,Gold - Low consumer
11110,Gold - Low consumer
2408,Gold - Frequent consumer
202,Gold - Frequent consumer
7998,Gold - Frequent consumer
830,Gold - Frequent consumer
3536,Gold - Frequent consumer
6050,Gold - Frequent consumer
125,Gold - Frequent consumer
3463,Gold - Low consumer
2804,Gold - Frequent consumer
3745,Gold - Frequent consumer
9771,Gold - Low consumer
451,Gold - Low consumer
10530,Gold - Biggest consumer
1079,Gold - Low consumer
8920,Gold - Biggest consumer
6678,Gold - Low consumer
3852,Gold - Frequent consumer
528,Gold - Biggest consumer
73,Gold - Low consumer
5589,Gold - Frequent consumer
10212,Gold - Frequent consumer
6365,Gold - Frequent consumer
5636,Gold - Frequent consumer
591,Gold - Biggest consumer
2217,Gold - Low consumer
2544,Gold - Low consumer
7725,Gold - Biggest consumer
8091,Gold - Frequent consumer
7321,Gold - Biggest consumer
5462,Gold - Frequent consumer
7791,Gold - Low consumer
955,Gold - Frequent consumer
4037,Gold - Low consumer
6642,Gold - Frequent consumer
2793,Gold - Biggest consumer
5424,Gold - Frequent consumer
879,Gold - Frequent consumer
9530,Non consumer
4828,Gold - Frequent consumer
10699,Gold - Low consumer
1497,Gold - Frequent consumer
7476,Gold - Frequent consumer
4390,Gold - Frequent consumer
10478,Gold - Frequent consumer
1081,Gold - Biggest consumer
4261,Gold - Frequent consumer
9916,Gold - Low consumer
5350,Gold - Biggest consumer
8135,Gold - Frequent consumer
8685,Gold - Frequent consumer
4967,Gold - Frequent consumer
2130,Gold - Frequent consumer
9298,Non consumer
8175,Gold - Frequent consumer
6257,Gold - Frequent consumer
3790,Gold - Low consumer
9952,Gold - Low consumer
3503,Gold - Frequent consumer
5223,Gold - Low consumer
4608,Gold - Biggest consumer
1626,Gold - Frequent consumer
4764,Gold - Frequent consumer
2471,Gold - Frequent consumer
5892,Gold - Low consumer
2612,Gold - Frequent consumer
4971,Gold - Low consumer
5185,Gold - Frequent consumer
10069,Gold - Frequent consumer
2262,Gold - Frequent consumer
1131,Gold - Low consumer
1041,Gold - Frequent consumer
24,Gold - Low consumer
3409,Gold - Frequent consumer
7022,Gold - Frequent consumer
7943,Gold - Low consumer
5272,Gold - Biggest consumer
5453,Gold - Biggest consumer
2565,Gold - Biggest consumer
800,Gold - Low consumer
11092,Gold - Low consumer
5062,Non consumer
8969,Gold - Frequent consumer
4656,Gold - Frequent consumer
4480,Gold - Frequent consumer
9971,Gold - Low consumer
6729,Gold - Frequent consumer
1773,Gold - Frequent consumer
9242,Gold - Biggest consumer
1764,Gold - Low consumer
6215,Gold - Low consumer
10099,Gold - Biggest consumer
5423,Gold - Low consumer
940,Gold - Frequent consumer
3011,Gold - Low consumer
3298,Gold - Biggest consumer
8286,Gold - Low consumer
9668,Gold - Frequent consumer
5120,Gold - Frequent consumer
6097,Gold - Biggest consumer
7019,Gold - Frequent consumer
7408,Gold - Low consumer
8041,Gold - Frequent consumer
252,Gold - Biggest consumer
9986,Gold - Low consumer
3276,Gold - Frequent consumer
3859,Gold - Biggest consumer
3570,Gold - Frequent consumer
3783,Non consumer
10207,Gold - Low consumer
10906,Gold - Frequent consumer
3427,Gold - Frequent consumer
5209,Gold - Biggest consumer
10711,Gold - Biggest consumer
10785,Gold - Low consumer
2814,Gold - Low consumer
6866,Gold - Low consumer
1665,Gold - Biggest consumer
6575,Gold - Biggest consumer
3829,Gold - Low consumer
3091,Gold - Frequent consumer
10141,Gold - Low consumer
5177,Gold - Frequent consumer
7005,Gold - Biggest consumer
6409,Gold - Biggest consumer
7485,Gold - Frequent consumer
8079,Gold - Frequent consumer
8395,Gold - Frequent consumer
10352,Gold - Frequent consumer
4931,Gold - Low consumer
13,Gold - Low consumer
1834,Gold - Low consumer
2285,Gold - Frequent consumer
2295,Gold - Frequent consumer
1378,Gold - Biggest consumer
2781,Gold - Frequent consumer
1165,Gold - Frequent consumer
1404,Gold - Frequent consumer
6457,Gold - Biggest consumer
2639,Gold - Frequent consumer
8299,Gold - Low consumer
6437,Gold - Low consumer
6912,Gold - Low consumer
7327,Gold - Low consumer
5299,Gold - Frequent consumer
4127,Gold - Frequent consumer
8143,Gold - Low consumer
1964,Gold - Frequent consumer
3690,Gold - Frequent consumer
3433,Gold - Biggest consumer
3389,Gold - Biggest consumer
4712,Gold - Low consumer
1170,Gold - Frequent consumer
6347,Gold - Low consumer
4065,Gold - Frequent consumer
8230,Gold - Low consumer
1215,Gold - Biggest consumer
5939,Gold - Frequent consumer
2156,Gold - Low consumer
7788,Gold - Low consumer
10323,Gold - Frequent consumer
7947,Gold - Low consumer
1891,Gold - Biggest consumer
2570,Gold - Frequent consumer
9256,Gold - Biggest consumer
295,Gold - Biggest consumer
7397,Gold - Biggest consumer
6349,Gold - Biggest consumer
10790,Gold - Low consumer
10398,Gold - Frequent consumer
2431,Gold - Frequent consumer
550,Gold - Frequent consumer
1890,Gold - Low consumer
10742,Gold - Frequent consumer
10356,Gold - Low consumer
4676,Gold - Biggest consumer
8852,Gold - Biggest consumer
3565,Gold - Low consumer
5294,Gold - Low consumer
1958,Gold - Frequent consumer
7349,Gold - Frequent consumer
8799,Gold - Low consumer
1351,Gold - Frequent consumer
1045,Gold - Frequent consumer
7732,Gold - Frequent consumer
8070,Gold - Low consumer
477,Gold - Biggest consumer
7832,Gold - Biggest consumer
2202,Gold - Low consumer
7396,Gold - Frequent consumer
4055,Gold - Frequent consumer
10340,Gold - Biggest consumer
10091,Gold - Frequent consumer
7629,Gold - Low consumer
10640,Gold - Frequent consumer
3498,Gold - Biggest consumer
6742,Gold - Low consumer
1172,Gold - Frequent consumer
569,Gold - Biggest consumer
4686,Gold - Biggest consumer
1381,Gold - Frequent consumer
2634,Gold - Low consumer
10905,Non consumer
1744,Gold - Frequent consumer
1000,Gold - Frequent consumer
3828,Gold - Biggest consumer
8605,Gold - Low consumer
10304,Gold - Frequent consumer
4351,Gold - Frequent consumer
10129,Gold - Biggest consumer
2499,Gold - Frequent consumer
10092,Gold - Frequent consumer
7500,Gold - Frequent consumer
5796,Gold - Frequent consumer
10556,Gold - Low consumer
1064,Gold - Low consumer
48,Gold - Frequent consumer
7610,Gold - Biggest consumer
263,Gold - Frequent consumer
10814,Gold - Biggest consumer
9710,Gold - Frequent consumer
9292,Gold - Biggest consumer
10250,Gold - Low consumer
7881,Gold - Biggest consumer
5847,Gold - Biggest consumer
737,Gold - Frequent consumer
3571,Gold - Frequent consumer
7807,Gold - Biggest consumer
3878,Gold - Frequent consumer
5092,Gold - Frequent consumer
2154,Gold - Low consumer
5394,Gold - Low consumer
3798,Gold - Frequent consumer
3524,Gold - Frequent consumer
5247,Gold - Low consumer
5883,Gold - Biggest consumer
2118,Gold - Biggest consumer
8812,Gold - Frequent consumer
6616,Gold - Biggest consumer
2797,Gold - Frequent consumer
4328,Gold - Frequent consumer
9167,Gold - Biggest consumer
10560,Gold - Low consumer
2631,Gold - Frequent consumer
8312,Gold - Low consumer
5534,Gold - Biggest consumer
5093,Gold - Frequent consumer
7592,Gold - Frequent consumer
8895,Gold - Frequent consumer
8584,Gold - Frequent consumer
2694,Non consumer
8910,Non consumer
7433,Gold - Frequent consumer
164,Gold - Frequent consumer
10477,Gold - Frequent consumer
2681,Gold - Frequent consumer
5150,Gold - Frequent consumer
5283,Gold - Frequent consumer
9645,Gold - Frequent consumer
10678,Gold - Frequent consumer
7261,Gold - Frequent consumer
9648,Gold - Frequent consumer
2870,Gold - Biggest consumer
8008,Gold - Frequent consumer
1513,Gold - Biggest consumer
6173,Gold - Biggest consumer
1419,Gold - Frequent consumer
9150,Gold - Low consumer
7960,Gold - Biggest consumer
1250,Gold - Low consumer
9905,Gold - Biggest consumer
10691,Gold - Frequent consumer
7002,Gold - Frequent consumer
2952,Gold - Low consumer
8439,Gold - Frequent consumer
762,Gold - Frequent consumer
2831,Gold - Biggest consumer
6977,Gold - Frequent consumer
6289,Gold - Frequent consumer
4168,Gold - Frequent consumer
8397,Gold - Frequent consumer
9284,Gold - Biggest consumer
6237,Gold - Biggest consumer
3130,Gold - Low consumer
1619,Gold - Frequent consumer
1990,Gold - Frequent consumer
5513,Gold - Low consumer
269,Gold - Biggest consumer
8093,Gold - Frequent consumer
10513,Gold - Biggest consumer
10177,Gold - Biggest consumer
2549,Gold - Low consumer
5782,Gold - Frequent consumer
10057,Gold - Biggest consumer
10307,Gold - Frequent consumer
8566,Gold - Low consumer
2415,Gold - Biggest consumer
5684,Gold - Low consumer
8334,Gold - Frequent consumer
9166,Gold - Biggest consumer
1440,Gold - Biggest consumer
78,Gold - Low consumer
5441,Gold - Frequent consumer
5302,Gold - Biggest consumer
4687,Gold - Biggest consumer
1087,Gold - Frequent consumer
6859,Gold - Low consumer
9860,Gold - Frequent consumer
7129,Gold - Frequent consumer
5866,Gold - Frequent consumer
10521,Gold - Frequent consumer
7393,Gold - Low consumer
7849,Gold - Biggest consumer
332,Gold - Frequent consumer
9847,Gold - Biggest consumer
531,Gold - Biggest consumer
9576,Gold - Low consumer
6906,Gold - Biggest consumer
7419,Gold - Low consumer
3170,Gold - Biggest consumer
8527,Gold - Frequent consumer
7872,Gold - Biggest consumer
9931,Gold - Low consumer
10595,Gold - Frequent consumer
4609,Gold - Frequent consumer
5010,Gold - Low consumer
4427,Gold - Biggest consumer
11148,Gold - Low consumer
1168,Gold - Frequent consumer
9595,Gold - Frequent consumer
10163,Gold - Frequent consumer
2886,Gold - Frequent consumer
6710,Gold - Frequent consumer
5316,Gold - Frequent consumer
9029,Gold - Frequent consumer
521,Gold - Biggest consumer
1459,Gold - Frequent consumer
10241,Gold - Low consumer
1630,Gold - Frequent consumer
3254,Gold - Frequent consumer
9064,Gold - Biggest consumer
3678,Gold - Biggest consumer
4227,Gold - Low consumer
9467,Gold - Low consumer
8486,Gold - Frequent consumer
2186,Gold - Biggest consumer
3286,Gold - Low consumer
8602,Gold - Frequent consumer
3722,Gold - Low consumer
6715,Gold - Frequent consumer
4796,Non consumer
9612,Gold - Frequent consumer
3766,Gold - Biggest consumer
1399,Gold - Biggest consumer
1570,Gold - Frequent consumer
3426,Gold - Frequent consumer
3074,Gold - Frequent consumer
8341,Gold - Frequent consumer
5180,Gold - Low consumer
6461,Gold - Biggest consumer
7679,Non consumer
10702,Gold - Frequent consumer
7505,Gold - Frequent consumer
5113,Gold - Frequent consumer
10858,Gold - Frequent consumer
2961,Gold - Frequent consumer
2747,Gold - Biggest consumer
3010,Gold - Biggest consumer
5790,Gold - Low consumer
6892,Gold - Frequent consumer
1743,Gold - Frequent consumer
3578,Gold - Frequent consumer
8462,Gold - Frequent consumer
5558,Gold - Biggest consumer
4619,Gold - Low consumer
8780,Gold - Frequent consumer
10789,Gold - Low consumer
10779,Gold - Frequent consumer
5896,Gold - Frequent consumer
2337,Gold - Low consumer
10951,Gold - Low consumer
544,Gold - Frequent consumer
17,Gold - Biggest consumer
10680,Gold - Low consumer
3265,Gold - Low consumer
5623,Gold - Frequent consumer
5832,Gold - Frequent consumer
5544,Gold - Biggest consumer
6417,Gold - Frequent consumer
5831,Gold - Biggest consumer
7101,Gold - Biggest consumer
10176,Gold - Biggest consumer
2326,Gold - Frequent consumer
4385,Gold - Low consumer
2929,Gold - Frequent consumer
10686,Gold - Low consumer
2546,Gold - Frequent consumer
3283,Gold - Biggest consumer
3138,Gold - Frequent consumer
4994,Gold - Frequent consumer
7966,Gold - Frequent consumer
3112,Gold - Low consumer
10872,Gold - Frequent consumer
2181,Gold - Frequent consumer
1867,Gold - Biggest consumer
1518,Gold - Biggest consumer
5734,Gold - Low consumer
2878,Gold - Biggest consumer
1458,Gold - Low consumer
7007,Gold - Frequent consumer
6200,Gold - Biggest consumer
1403,Gold - Low consumer
4827,Gold - Low consumer
6250,Non consumer
9291,Gold - Low consumer
2478,Gold - Low consumer
1139,Gold - Biggest consumer
5138,Gold - Low consumer
5393,Gold - Low consumer
10413,Gold - Biggest consumer
5015,Gold - Frequent consumer
10868,Gold - Biggest consumer
10676,Gold - Biggest consumer
2495,Gold - Frequent consumer
7842,Gold - Low consumer
9955,Gold - Frequent consumer
6663,Gold - Low consumer
2162,Gold - Frequent consumer
3434,Gold - Biggest consumer
7919,Non consumer
5626,Gold - Frequent consumer
6428,Gold - Frequent consumer
8514,Gold - Low consumer
10448,Gold - Frequent consumer
2109,Gold - Frequent consumer
7530,Gold - Frequent consumer
8925,Gold - Biggest consumer
3009,Gold - Biggest consumer
6355,Gold - Low consumer
3517,Gold - Frequent consumer
1158,Gold - Frequent consumer
6203,Gold - Frequent consumer
7165,Gold - Biggest consumer
3595,Gold - Frequent consumer
8537,Gold - Frequent consumer
4331,Gold - Frequent consumer
6281,Gold - Frequent consumer
4338,Gold - Frequent consumer
2452,Gold - Frequent consumer
9507,Gold - Frequent consumer
8360,Gold - Frequent consumer
10311,Gold - Biggest consumer
5117,Gold - Frequent consumer
4867,Gold - Low consumer
9289,Gold - Frequent consumer
10913,Gold - Low consumer
3032,Gold - Frequent consumer
