account_id,meat-segment
3056,Meat - Biggest consumer
5718,Meat - Frequent consumer
6872,Meat - Frequent consumer
8164,Meat - Biggest consumer
4580,Meat - Biggest consumer
9305,Meat - Biggest consumer
453,Meat - Low consumer
8545,Meat - Biggest consumer
9850,Meat - Low consumer
7378,Meat - Frequent consumer
7646,Meat - Biggest consumer
1640,Meat - Low consumer
5184,Meat - Low consumer
8492,Meat - Biggest consumer
11188,Meat - Frequent consumer
1212,Meat - Biggest consumer
9097,Meat - Frequent consumer
10473,Meat - Biggest consumer
7962,Meat - Biggest consumer
9984,Meat - Frequent consumer
5527,Meat - Low consumer
6374,Meat - Frequent consumer
7453,Meat - Frequent consumer
8952,Meat - Biggest consumer
241,Meat - Biggest consumer
8975,Meat - Frequent consumer
6119,Meat - Low consumer
5236,Meat - Biggest consumer
5723,Meat - Frequent consumer
1710,Meat - Frequent consumer
1970,Meat - Frequent consumer
5313,Meat - Low consumer
10634,Meat - Frequent consumer
7010,Meat - Biggest consumer
8562,Meat - Frequent consumer
3158,Meat - Low consumer
4436,Meat - Frequent consumer
5287,Meat - Frequent consumer
2445,Meat - Frequent consumer
6059,Meat - Frequent consumer
4550,Meat - Low consumer
4240,Meat - Low consumer
8911,Meat - Frequent consumer
3706,Meat - Frequent consumer
3628,Meat - Low consumer
10175,Meat - Low consumer
8985,Meat - Frequent consumer
5204,Meat - Biggest consumer
9220,Meat - Biggest consumer
9888,Meat - Biggest consumer
5263,Meat - Low consumer
1020,Meat - Biggest consumer
9503,Meat - Frequent consumer
10613,Meat - Low consumer
67,Meat - Low consumer
6019,Meat - Low consumer
5863,Meat - Frequent consumer
3717,Meat - Frequent consumer
6730,Meat - Low consumer
10749,Meat - Frequent consumer
4998,Meat - Biggest consumer
6287,Meat - Low consumer
5985,Meat - Frequent consumer
4754,Meat - Frequent consumer
4002,Meat - Biggest consumer
8870,Meat - Frequent consumer
966,Meat - Frequent consumer
4767,Meat - Biggest consumer
9725,Meat - Low consumer
4475,Meat - Biggest consumer
5740,Meat - Low consumer
5731,Meat - Low consumer
7290,Meat - Biggest consumer
3846,Meat - Frequent consumer
8104,Meat - Low consumer
4507,Meat - Biggest consumer
11013,Meat - Biggest consumer
4491,Meat - Frequent consumer
3759,Meat - Frequent consumer
1162,Meat - Biggest consumer
2055,Meat - Low consumer
10766,Meat - Frequent consumer
4415,Meat - Low consumer
3005,Meat - Biggest consumer
2223,Meat - Biggest consumer
4817,Meat - Low consumer
2875,Meat - Biggest consumer
10536,Meat - Low consumer
11112,Meat - Biggest consumer
3807,Meat - Frequent consumer
9197,Meat - Low consumer
10832,Meat - Frequent consumer
6421,Meat - Biggest consumer
4207,Meat - Frequent consumer
577,Meat - Low consumer
10855,Meat - Frequent consumer
3081,Meat - Low consumer
3535,Meat - Biggest consumer
247,Meat - Frequent consumer
8707,Meat - Biggest consumer
9523,Meat - Low consumer
6072,Meat - Biggest consumer
6295,Meat - Frequent consumer
10914,Meat - Low consumer
1509,Meat - Frequent consumer
5577,Meat - Low consumer
7348,Meat - Biggest consumer
1127,Meat - Biggest consumer
1833,Meat - Frequent consumer
4944,Meat - Biggest consumer
9080,Meat - Frequent consumer
6466,Meat - Low consumer
9964,Meat - Frequent consumer
4790,Meat - Frequent consumer
10245,Meat - Biggest consumer
1109,Meat - Low consumer
6001,Meat - Frequent consumer
5538,Meat - Biggest consumer
10552,Meat - Frequent consumer
1545,Meat - Frequent consumer
7409,Meat - Frequent consumer
4444,Meat - Low consumer
146,Meat - Biggest consumer
6271,Meat - Low consumer
10065,Meat - Low consumer
4741,Meat - Frequent consumer
246,Meat - Frequent consumer
375,Meat - Biggest consumer
1524,Meat - Frequent consumer
10022,Meat - Low consumer
7451,Meat - Biggest consumer
11010,Meat - Frequent consumer
4356,Meat - Frequent consumer
3885,Meat - Frequent consumer
1175,Meat - Frequent consumer
880,Meat - Low consumer
2320,Meat - Frequent consumer
850,Meat - Frequent consumer
4713,Meat - Frequent consumer
675,Meat - Frequent consumer
5025,Meat - Frequent consumer
2308,Meat - Frequent consumer
5995,Meat - Frequent consumer
6749,Meat - Biggest consumer
1010,Meat - Frequent consumer
8977,Meat - Low consumer
4756,Meat - Biggest consumer
3412,Meat - Frequent consumer
606,Meat - Low consumer
5961,Meat - Frequent consumer
2975,Meat - Biggest consumer
2894,Meat - Biggest consumer
7613,Meat - Frequent consumer
10542,Meat - Frequent consumer
8015,Meat - Biggest consumer
10617,Meat - Low consumer
11166,Meat - Frequent consumer
849,Meat - Frequent consumer
523,Meat - Frequent consumer
4066,Meat - Low consumer
8414,Meat - Low consumer
819,Meat - Biggest consumer
4961,Meat - Frequent consumer
749,Meat - Frequent consumer
5430,Meat - Frequent consumer
7755,Meat - Frequent consumer
10525,Meat - Low consumer
1453,Meat - Frequent consumer
8310,Meat - Frequent consumer
10710,Meat - Low consumer
5031,Meat - Biggest consumer
2613,Meat - Frequent consumer
213,Meat - Low consumer
967,Meat - Frequent consumer
1077,Meat - Biggest consumer
7959,Meat - Biggest consumer
640,Meat - Biggest consumer
4252,Meat - Frequent consumer
8432,Meat - Frequent consumer
6218,Meat - Frequent consumer
6905,Meat - Biggest consumer
5922,Meat - Low consumer
3598,Meat - Frequent consumer
6116,Meat - Frequent consumer
6263,Meat - Frequent consumer
10486,Meat - Frequent consumer
2410,Meat - Biggest consumer
193,Meat - Low consumer
3363,Meat - Low consumer
8278,Meat - Biggest consumer
10660,Meat - Frequent consumer
8686,Meat - Low consumer
1604,Meat - Frequent consumer
5907,Meat - Low consumer
10669,Meat - Frequent consumer
2918,Meat - Frequent consumer
5735,Meat - Biggest consumer
359,Meat - Frequent consumer
8387,Meat - Frequent consumer
1829,Meat - Frequent consumer
3839,Meat - Low consumer
9392,Meat - Low consumer
2292,Meat - Low consumer
10466,Meat - Frequent consumer
9855,Meat - Frequent consumer
4088,Meat - Frequent consumer
5231,Meat - Low consumer
590,Meat - Biggest consumer
8732,Meat - Frequent consumer
2315,Meat - Low consumer
3515,Meat - Frequent consumer
2245,Meat - Frequent consumer
6283,Meat - Frequent consumer
2246,Meat - Frequent consumer
6606,Meat - Frequent consumer
5545,Meat - Biggest consumer
7342,Meat - Frequent consumer
837,Meat - Frequent consumer
9500,Meat - Frequent consumer
3602,Meat - Frequent consumer
234,Meat - Low consumer
2995,Meat - Biggest consumer
1118,Meat - Frequent consumer
7789,Meat - Biggest consumer
3068,Meat - Low consumer
8955,Meat - Low consumer
945,Meat - Frequent consumer
5644,Meat - Frequent consumer
7192,Meat - Frequent consumer
2324,Meat - Biggest consumer
697,Meat - Biggest consumer
3439,Meat - Frequent consumer
1506,Meat - Frequent consumer
232,Meat - Frequent consumer
8876,Meat - Low consumer
4500,Meat - Biggest consumer
9739,Meat - Frequent consumer
10395,Meat - Low consumer
1176,Meat - Low consumer
1627,Meat - Frequent consumer
938,Meat - Low consumer
2740,Meat - Low consumer
257,Meat - Frequent consumer
4058,Meat - Frequent consumer
7736,Meat - Low consumer
8210,Meat - Frequent consumer
833,Meat - Low consumer
6230,Meat - Frequent consumer
7325,Meat - Low consumer
1307,Meat - Low consumer
1502,Meat - Frequent consumer
6211,Meat - Low consumer
843,Meat - Biggest consumer
4174,Meat - Frequent consumer
9757,Meat - Biggest consumer
6918,Meat - Low consumer
286,Meat - Frequent consumer
11086,Meat - Low consumer
1921,Meat - Low consumer
4138,Meat - Frequent consumer
7718,Meat - Biggest consumer
1291,Meat - Frequent consumer
6862,Meat - Low consumer
4136,Meat - Frequent consumer
803,Meat - Low consumer
4298,Meat - Low consumer
10833,Meat - Frequent consumer
9606,Meat - Biggest consumer
8534,Meat - Biggest consumer
5153,Meat - Biggest consumer
961,Meat - Biggest consumer
5011,Meat - Frequent consumer
6653,Meat - Frequent consumer
9094,Meat - Frequent consumer
810,Meat - Frequent consumer
5493,Meat - Low consumer
2147,Meat - Biggest consumer
5107,Meat - Low consumer
3979,Meat - Biggest consumer
6049,Meat - Biggest consumer
8147,Meat - Low consumer
1857,Meat - Low consumer
3910,Meat - Biggest consumer
5207,Meat - Frequent consumer
11114,Meat - Low consumer
5429,Meat - Frequent consumer
9400,Meat - Biggest consumer
1740,Meat - Frequent consumer
7488,Meat - Frequent consumer
195,Meat - Frequent consumer
635,Meat - Frequent consumer
7527,Meat - Frequent consumer
10319,Meat - Frequent consumer
2296,Meat - Low consumer
10637,Meat - Frequent consumer
2931,Meat - Frequent consumer
907,Meat - Frequent consumer
3698,Meat - Biggest consumer
9516,Meat - Biggest consumer
679,Meat - Frequent consumer
7384,Meat - Frequent consumer
5043,Meat - Frequent consumer
5267,Meat - Frequent consumer
339,Meat - Frequent consumer
2516,Meat - Low consumer
9010,Meat - Biggest consumer
378,Meat - Frequent consumer
4808,Meat - Low consumer
5068,Meat - Low consumer
7628,Meat - Frequent consumer
7128,Meat - Low consumer
2811,Meat - Low consumer
3551,Meat - Frequent consumer
1663,Meat - Low consumer
5543,Meat - Frequent consumer
1577,Meat - Biggest consumer
10641,Meat - Low consumer
5336,Meat - Low consumer
6024,Meat - Biggest consumer
1878,Meat - Low consumer
3099,Meat - Frequent consumer
6055,Meat - Biggest consumer
5841,Meat - Frequent consumer
3972,Meat - Frequent consumer
4394,Meat - Biggest consumer
5758,Meat - Frequent consumer
6658,Meat - Frequent consumer
4603,Meat - Frequent consumer
8427,Meat - Biggest consumer
10260,Meat - Frequent consumer
7143,Meat - Frequent consumer
8789,Meat - Frequent consumer
6197,Meat - Frequent consumer
4554,Meat - Frequent consumer
4937,Meat - Frequent consumer
1920,Meat - Frequent consumer
8749,Meat - Low consumer
1650,Meat - Biggest consumer
10377,Meat - Frequent consumer
9206,Meat - Frequent consumer
10971,Meat - Frequent consumer
6398,Meat - Low consumer
9212,Meat - Biggest consumer
7937,Meat - Frequent consumer
839,Meat - Frequent consumer
4246,Meat - Frequent consumer
158,Meat - Biggest consumer
4832,Meat - Frequent consumer
5621,Meat - Frequent consumer
1945,Meat - Frequent consumer
5147,Meat - Frequent consumer
2535,Meat - Biggest consumer
11039,Meat - Frequent consumer
9495,Meat - Biggest consumer
9635,Meat - Frequent consumer
2173,Meat - Low consumer
942,Meat - Frequent consumer
9386,Meat - Frequent consumer
5510,Meat - Frequent consumer
873,Meat - Frequent consumer
2253,Meat - Low consumer
5181,Meat - Low consumer
979,Meat - Frequent consumer
10390,Meat - Low consumer
4698,Meat - Frequent consumer
7793,Meat - Frequent consumer
1745,Meat - Biggest consumer
10590,Meat - Biggest consumer
5080,Meat - Biggest consumer
8369,Meat - Low consumer
5232,Meat - Frequent consumer
2407,Meat - Biggest consumer
3834,Meat - Frequent consumer
7912,Meat - Frequent consumer
7712,Meat - Biggest consumer
1065,Meat - Biggest consumer
7275,Meat - Frequent consumer
1343,Meat - Frequent consumer
1384,Meat - Low consumer
9967,Meat - Frequent consumer
6181,Meat - Biggest consumer
10507,Meat - Frequent consumer
2674,Meat - Frequent consumer
2698,Meat - Frequent consumer
3231,Meat - Low consumer
4096,Meat - Frequent consumer
10476,Meat - Frequent consumer
5948,Meat - Frequent consumer
9140,Meat - Frequent consumer
10258,Meat - Low consumer
5675,Meat - Frequent consumer
4743,Meat - Frequent consumer
8805,Meat - Frequent consumer
1542,Meat - Frequent consumer
6770,Meat - Low consumer
8773,Meat - Frequent consumer
10420,Meat - Frequent consumer
7514,Meat - Frequent consumer
793,Meat - Frequent consumer
10909,Meat - Biggest consumer
8702,Meat - Low consumer
4791,Meat - Frequent consumer
2963,Meat - Biggest consumer
8216,Meat - Frequent consumer
8140,Meat - Frequent consumer
10146,Meat - Low consumer
5289,Meat - Low consumer
2587,Meat - Low consumer
4405,Meat - Frequent consumer
8663,Meat - Low consumer
2589,Meat - Low consumer
3421,Meat - Frequent consumer
10490,Meat - Frequent consumer
4094,Meat - Frequent consumer
9958,Meat - Frequent consumer
2534,Meat - Frequent consumer
4188,Meat - Frequent consumer
6613,Meat - Frequent consumer
10827,Meat - Frequent consumer
5491,Meat - Frequent consumer
8402,Meat - Frequent consumer
8783,Meat - Frequent consumer
10010,Meat - Low consumer
618,Meat - Biggest consumer
9121,Meat - Biggest consumer
361,Meat - Low consumer
4310,Meat - Biggest consumer
2678,Meat - Frequent consumer
6376,Meat - Frequent consumer
524,Meat - Low consumer
10341,Meat - Frequent consumer
5654,Meat - Low consumer
4098,Meat - Low consumer
5824,Meat - Low consumer
7000,Meat - Frequent consumer
2561,Meat - Biggest consumer
5229,Meat - Low consumer
4086,Meat - Low consumer
2428,Meat - Frequent consumer
8254,Meat - Low consumer
2836,Meat - Low consumer
8418,Meat - Frequent consumer
1362,Meat - Frequent consumer
7152,Meat - Low consumer
10033,Meat - Low consumer
9349,Meat - Frequent consumer
274,Meat - Low consumer
3388,Meat - Frequent consumer
922,Meat - Low consumer
8588,Meat - Frequent consumer
2518,Meat - Low consumer
574,Meat - Low consumer
3220,Meat - Frequent consumer
5967,Meat - Frequent consumer
1183,Meat - Low consumer
6856,Meat - Frequent consumer
4530,Meat - Biggest consumer
1553,Meat - Biggest consumer
4682,Meat - Frequent consumer
8204,Meat - Biggest consumer
5221,Meat - Frequent consumer
1232,Meat - Biggest consumer
1927,Meat - Frequent consumer
5788,Meat - Frequent consumer
6652,Meat - Biggest consumer
6246,Meat - Biggest consumer
5975,Meat - Frequent consumer
6875,Meat - Frequent consumer
4399,Meat - Biggest consumer
4042,Meat - Frequent consumer
2157,Meat - Low consumer
10133,Meat - Biggest consumer
2525,Meat - Frequent consumer
8233,Meat - Frequent consumer
9483,Meat - Frequent consumer
2945,Meat - Low consumer
10403,Meat - Low consumer
5074,Meat - Low consumer
10524,Meat - Frequent consumer
4690,Meat - Frequent consumer
7521,Meat - Biggest consumer
7196,Meat - Low consumer
4406,Meat - Biggest consumer
9672,Meat - Low consumer
4864,Meat - Frequent consumer
4706,Meat - Low consumer
4070,Meat - Biggest consumer
25,Meat - Biggest consumer
3697,Meat - Frequent consumer
217,Meat - Biggest consumer
4220,Meat - Low consumer
5286,Meat - Frequent consumer
9559,Meat - Frequent consumer
2849,Meat - Biggest consumer
7787,Meat - Frequent consumer
3102,Meat - Low consumer
5868,Meat - Low consumer
8370,Meat - Biggest consumer
9988,Meat - Frequent consumer
2939,Meat - Biggest consumer
5529,Meat - Frequent consumer
9743,Meat - Frequent consumer
5763,Meat - Frequent consumer
3478,Meat - Biggest consumer
7494,Meat - Frequent consumer
1763,Meat - Biggest consumer
7250,Meat - Frequent consumer
2005,Meat - Frequent consumer
10770,Meat - Biggest consumer
6885,Meat - Low consumer
2072,Meat - Frequent consumer
9463,Meat - Biggest consumer
6318,Meat - Biggest consumer
4093,Meat - Frequent consumer
5751,Meat - Low consumer
3340,Meat - Frequent consumer
3594,Meat - Frequent consumer
3584,Meat - Frequent consumer
3643,Meat - Frequent consumer
851,Meat - Frequent consumer
7706,Meat - Frequent consumer
3967,Meat - Frequent consumer
10128,Meat - Frequent consumer
486,Meat - Biggest consumer
9,Meat - Frequent consumer
9451,Meat - Biggest consumer
9264,Meat - Biggest consumer
3865,Meat - Low consumer
2853,Meat - Frequent consumer
1490,Meat - Frequent consumer
6310,Meat - Low consumer
10380,Meat - Frequent consumer
3887,Meat - Frequent consumer
4278,Meat - Biggest consumer
8643,Meat - Biggest consumer
1998,Meat - Frequent consumer
10795,Meat - Frequent consumer
11110,Meat - Low consumer
2408,Meat - Frequent consumer
202,Meat - Biggest consumer
7998,Meat - Frequent consumer
830,Meat - Biggest consumer
3536,Meat - Low consumer
6050,Meat - Frequent consumer
125,Meat - Frequent consumer
3463,Meat - Frequent consumer
2804,Meat - Frequent consumer
3745,Meat - Low consumer
9771,Meat - Frequent consumer
451,Meat - Low consumer
10530,Meat - Biggest consumer
1079,Meat - Frequent consumer
8920,Meat - Biggest consumer
6678,Meat - Frequent consumer
3852,Meat - Biggest consumer
528,Meat - Biggest consumer
73,Meat - Low consumer
5589,Meat - Frequent consumer
10212,Meat - Low consumer
6365,Meat - Low consumer
5636,Meat - Frequent consumer
591,Meat - Frequent consumer
2217,Meat - Low consumer
2544,Meat - Frequent consumer
7725,Meat - Biggest consumer
8091,Meat - Biggest consumer
7321,Meat - Biggest consumer
5462,Meat - Frequent consumer
7791,Meat - Low consumer
955,Meat - Frequent consumer
4037,Meat - Low consumer
6642,Meat - Frequent consumer
2793,Meat - Frequent consumer
5424,Meat - Frequent consumer
879,Meat - Frequent consumer
9530,Meat - Low consumer
4828,Meat - Biggest consumer
10699,Meat - Frequent consumer
1497,Meat - Frequent consumer
7476,Meat - Biggest consumer
4390,Meat - Frequent consumer
10478,Meat - Frequent consumer
1081,Meat - Frequent consumer
4261,Meat - Frequent consumer
9916,Meat - Low consumer
5350,Meat - Biggest consumer
8135,Meat - Frequent consumer
8685,Meat - Frequent consumer
4967,Meat - Frequent consumer
2130,Meat - Frequent consumer
9298,Meat - Biggest consumer
8175,Meat - Frequent consumer
6257,Meat - Frequent consumer
3790,Meat - Low consumer
9952,Meat - Biggest consumer
3503,Meat - Biggest consumer
5223,Meat - Low consumer
4608,Meat - Biggest consumer
1626,Meat - Low consumer
4764,Meat - Frequent consumer
2471,Meat - Frequent consumer
5892,Meat - Frequent consumer
2612,Meat - Biggest consumer
4971,Meat - Frequent consumer
5185,Meat - Biggest consumer
10069,Meat - Low consumer
2262,Meat - Frequent consumer
1131,Meat - Low consumer
1041,Meat - Frequent consumer
24,Meat - Frequent consumer
3409,Meat - Frequent consumer
7022,Meat - Biggest consumer
7943,Meat - Low consumer
5272,Meat - Frequent consumer
5453,Meat - Biggest consumer
2565,Meat - Frequent consumer
800,Meat - Low consumer
11092,Meat - Frequent consumer
5062,Meat - Low consumer
8969,Meat - Biggest consumer
4656,Meat - Frequent consumer
4480,Meat - Low consumer
9971,Meat - Frequent consumer
6729,Meat - Biggest consumer
1773,Meat - Low consumer
9242,Meat - Biggest consumer
1764,Meat - Frequent consumer
6215,Meat - Low consumer
10099,Meat - Frequent consumer
5423,Meat - Low consumer
940,Meat - Frequent consumer
3011,Meat - Frequent consumer
3298,Meat - Frequent consumer
8286,Meat - Frequent consumer
9668,Meat - Frequent consumer
5120,Meat - Biggest consumer
6097,Meat - Frequent consumer
7019,Meat - Low consumer
7408,Meat - Low consumer
8041,Meat - Frequent consumer
252,Meat - Frequent consumer
9986,Meat - Frequent consumer
3276,Meat - Frequent consumer
3859,Meat - Biggest consumer
3570,Meat - Frequent consumer
3783,Meat - Low consumer
10207,Meat - Low consumer
10906,Meat - Frequent consumer
3427,Meat - Frequent consumer
5209,Meat - Frequent consumer
10711,Meat - Biggest consumer
10785,Meat - Low consumer
2814,Meat - Low consumer
6866,Meat - Low consumer
1665,Meat - Frequent consumer
6575,Meat - Frequent consumer
3829,Meat - Low consumer
3091,Meat - Frequent consumer
10141,Meat - Low consumer
5177,Meat - Frequent consumer
7005,Meat - Frequent consumer
6409,Meat - Biggest consumer
7485,Meat - Frequent consumer
8079,Meat - Low consumer
8395,Meat - Biggest consumer
10352,Meat - Frequent consumer
4931,Meat - Biggest consumer
13,Meat - Low consumer
1834,Meat - Frequent consumer
2285,Meat - Frequent consumer
2295,Meat - Frequent consumer
1378,Meat - Frequent consumer
2781,Meat - Biggest consumer
1165,Meat - Frequent consumer
1404,Meat - Frequent consumer
6457,Meat - Frequent consumer
2639,Meat - Low consumer
8299,Meat - Low consumer
6437,Meat - Frequent consumer
6912,Meat - Frequent consumer
7327,Meat - Low consumer
5299,Meat - Frequent consumer
4127,Meat - Biggest consumer
8143,Meat - Frequent consumer
1964,Meat - Biggest consumer
3690,Meat - Biggest consumer
3433,Meat - Biggest consumer
3389,Meat - Biggest consumer
4712,Meat - Frequent consumer
1170,Meat - Frequent consumer
6347,Meat - Low consumer
4065,Meat - Frequent consumer
8230,Meat - Frequent consumer
1215,Meat - Biggest consumer
5939,Meat - Frequent consumer
2156,Meat - Low consumer
7788,Meat - Low consumer
10323,Meat - Frequent consumer
7947,Meat - Low consumer
1891,Meat - Biggest consumer
2570,Meat - Frequent consumer
9256,Meat - Frequent consumer
295,Meat - Biggest consumer
7397,Meat - Frequent consumer
6349,Meat - Biggest consumer
10790,Meat - Low consumer
10398,Meat - Low consumer
2431,Meat - Frequent consumer
550,Meat - Frequent consumer
1890,Meat - Low consumer
10742,Meat - Frequent consumer
10356,Meat - Low consumer
4676,Meat - Biggest consumer
8852,Meat - Biggest consumer
3565,Meat - Low consumer
5294,Meat - Frequent consumer
1958,Meat - Frequent consumer
7349,Meat - Low consumer
8799,Meat - Frequent consumer
1351,Meat - Frequent consumer
1045,Meat - Frequent consumer
7732,Meat - Frequent consumer
8070,Meat - Frequent consumer
477,Meat - Biggest consumer
7832,Meat - Biggest consumer
2202,Meat - Low consumer
7396,Meat - Biggest consumer
4055,Meat - Low consumer
10340,Meat - Frequent consumer
10091,Meat - Biggest consumer
7629,Meat - Low consumer
10640,Meat - Frequent consumer
3498,Meat - Frequent consumer
6742,Meat - Low consumer
1172,Meat - Biggest consumer
569,Meat - Biggest consumer
4686,Meat - Biggest consumer
1381,Meat - Frequent consumer
2634,Meat - Frequent consumer
10905,Meat - Frequent consumer
1744,Meat - Low consumer
1000,Meat - Biggest consumer
3828,Meat - Frequent consumer
8605,Meat - Low consumer
10304,Meat - Low consumer
4351,Meat - Low consumer
10129,Meat - Biggest consumer
2499,Meat - Frequent consumer
10092,Meat - Biggest consumer
7500,Meat - Frequent consumer
5796,Meat - Biggest consumer
10556,Meat - Frequent consumer
1064,Meat - Low consumer
48,Meat - Low consumer
7610,Meat - Frequent consumer
263,Meat - Frequent consumer
10814,Meat - Biggest consumer
9710,Meat - Frequent consumer
9292,Meat - Biggest consumer
10250,Meat - Low consumer
7881,Meat - Frequent consumer
5847,Meat - Frequent consumer
737,Meat - Biggest consumer
3571,Meat - Frequent consumer
7807,Meat - Frequent consumer
3878,Meat - Low consumer
5092,Meat - Frequent consumer
2154,Meat - Low consumer
5394,Meat - Low consumer
3798,Meat - Frequent consumer
3524,Meat - Frequent consumer
5247,Meat - Low consumer
5883,Meat - Frequent consumer
2118,Meat - Frequent consumer
8812,Meat - Low consumer
6616,Meat - Frequent consumer
2797,Meat - Frequent consumer
4328,Meat - Low consumer
9167,Meat - Biggest consumer
10560,Meat - Low consumer
2631,Meat - Biggest consumer
8312,Meat - Low consumer
5534,Meat - Frequent consumer
5093,Meat - Frequent consumer
7592,Meat - Frequent consumer
8895,Meat - Biggest consumer
8584,Meat - Biggest consumer
2694,Meat - Low consumer
8910,Meat - Frequent consumer
7433,Meat - Frequent consumer
164,Meat - Frequent consumer
10477,Meat - Frequent consumer
2681,Meat - Frequent consumer
5150,Meat - Low consumer
5283,Meat - Frequent consumer
9645,Meat - Frequent consumer
10678,Meat - Frequent consumer
7261,Meat - Frequent consumer
9648,Meat - Frequent consumer
2870,Meat - Frequent consumer
8008,Meat - Frequent consumer
1513,Meat - Frequent consumer
6173,Meat - Biggest consumer
1419,Meat - Low consumer
9150,Meat - Low consumer
7960,Meat - Biggest consumer
1250,Meat - Frequent consumer
9905,Meat - Frequent consumer
10691,Meat - Low consumer
7002,Meat - Frequent consumer
2952,Meat - Frequent consumer
8439,Meat - Frequent consumer
762,Meat - Frequent consumer
2831,Meat - Biggest consumer
6977,Meat - Biggest consumer
6289,Meat - Low consumer
4168,Meat - Frequent consumer
8397,Meat - Low consumer
9284,Meat - Frequent consumer
6237,Meat - Frequent consumer
3130,Meat - Low consumer
1619,Meat - Biggest consumer
1990,Meat - Biggest consumer
5513,Meat - Low consumer
269,Meat - Frequent consumer
8093,Meat - Frequent consumer
10513,Meat - Biggest consumer
10177,Meat - Biggest consumer
2549,Meat - Low consumer
5782,Meat - Frequent consumer
10057,Meat - Biggest consumer
10307,Meat - Frequent consumer
8566,Meat - Low consumer
2415,Meat - Biggest consumer
5684,Meat - Low consumer
8334,Meat - Frequent consumer
9166,Meat - Frequent consumer
1440,Meat - Biggest consumer
78,Meat - Low consumer
5441,Meat - Frequent consumer
5302,Meat - Biggest consumer
4687,Meat - Biggest consumer
1087,Meat - Frequent consumer
6859,Meat - Frequent consumer
9860,Meat - Frequent consumer
7129,Meat - Frequent consumer
5866,Meat - Frequent consumer
10521,Meat - Frequent consumer
7393,Meat - Frequent consumer
7849,Meat - Biggest consumer
332,Meat - Frequent consumer
9847,Meat - Frequent consumer
531,Meat - Biggest consumer
9576,Meat - Frequent consumer
6906,Meat - Biggest consumer
7419,Meat - Frequent consumer
3170,Meat - Biggest consumer
8527,Meat - Frequent consumer
7872,Meat - Biggest consumer
9931,Meat - Low consumer
10595,Meat - Frequent consumer
4609,Meat - Frequent consumer
5010,Meat - Low consumer
4427,Meat - Biggest consumer
11148,Meat - Low consumer
1168,Meat - Biggest consumer
9595,Meat - Biggest consumer
10163,Meat - Biggest consumer
2886,Meat - Frequent consumer
6710,Meat - Low consumer
5316,Meat - Frequent consumer
9029,Meat - Biggest consumer
521,Meat - Frequent consumer
1459,Meat - Frequent consumer
10241,Non consumer
1630,Meat - Frequent consumer
3254,Meat - Biggest consumer
9064,Meat - Biggest consumer
3678,Meat - Frequent consumer
4227,Meat - Low consumer
9467,Meat - Low consumer
8486,Meat - Frequent consumer
2186,Meat - Biggest consumer
3286,Meat - Low consumer
8602,Meat - Frequent consumer
3722,Meat - Low consumer
6715,Meat - Frequent consumer
4796,Meat - Low consumer
9612,Meat - Low consumer
3766,Meat - Biggest consumer
1399,Meat - Biggest consumer
1570,Meat - Biggest consumer
3426,Meat - Biggest consumer
3074,Meat - Biggest consumer
8341,Meat - Low consumer
5180,Meat - Low consumer
6461,Meat - Frequent consumer
7679,Meat - Low consumer
10702,Meat - Frequent consumer
7505,Meat - Low consumer
5113,Meat - Biggest consumer
10858,Meat - Frequent consumer
2961,Meat - Frequent consumer
2747,Meat - Biggest consumer
3010,Meat - Biggest consumer
5790,Meat - Low consumer
6892,Meat - Frequent consumer
1743,Meat - Frequent consumer
3578,Meat - Frequent consumer
8462,Meat - Low consumer
5558,Meat - Biggest consumer
4619,Meat - Low consumer
8780,Meat - Frequent consumer
10789,Meat - Frequent consumer
10779,Meat - Low consumer
5896,Meat - Frequent consumer
2337,Meat - Frequent consumer
10951,Meat - Frequent consumer
544,Meat - Biggest consumer
17,Meat - Biggest consumer
10680,Meat - Low consumer
3265,Meat - Low consumer
5623,Meat - Low consumer
5832,Meat - Biggest consumer
5544,Meat - Frequent consumer
6417,Meat - Biggest consumer
5831,Meat - Biggest consumer
7101,Meat - Frequent consumer
10176,Meat - Frequent consumer
2326,Meat - Low consumer
4385,Meat - Low consumer
2929,Meat - Frequent consumer
10686,Meat - Low consumer
2546,Meat - Low consumer
3283,Meat - Frequent consumer
3138,Meat - Frequent consumer
4994,Meat - Biggest consumer
7966,Meat - Biggest consumer
3112,Meat - Low consumer
10872,Meat - Frequent consumer
2181,Meat - Biggest consumer
1867,Meat - Biggest consumer
1518,Meat - Frequent consumer
5734,Meat - Frequent consumer
2878,Meat - Frequent consumer
1458,Meat - Frequent consumer
7007,Meat - Frequent consumer
6200,Meat - Frequent consumer
1403,Meat - Low consumer
4827,Meat - Frequent consumer
6250,Meat - Frequent consumer
9291,Meat - Low consumer
2478,Meat - Low consumer
1139,Meat - Biggest consumer
5138,Meat - Low consumer
5393,Meat - Low consumer
10413,Meat - Frequent consumer
5015,Meat - Frequent consumer
10868,Meat - Biggest consumer
10676,Meat - Biggest consumer
2495,Meat - Biggest consumer
7842,Meat - Frequent consumer
9955,Meat - Frequent consumer
6663,Meat - Low consumer
2162,Meat - Frequent consumer
3434,Meat - Biggest consumer
7919,Meat - Biggest consumer
5626,Meat - Frequent consumer
6428,Meat - Biggest consumer
8514,Meat - Low consumer
10448,Meat - Frequent consumer
2109,Meat - Biggest consumer
