account_id,fish-segment
8870,Fish - Frequent consumer
966,Fish - Frequent consumer
4767,Fish - Biggest consumer
9725,Non consumer
4475,Fish - Biggest consumer
5740,Fish - Frequent consumer
5731,Fish - Low consumer
7290,Fish - Frequent consumer
3846,Non consumer
8104,Non consumer
4507,Fish - Frequent consumer
11013,Fish - Biggest consumer
4491,Non consumer
3759,Fish - Frequent consumer
1162,Fish - Biggest consumer
2055,Fish - Low consumer
10766,Fish - Frequent consumer
4415,Fish - Low consumer
3005,Fish - Biggest consumer
2223,Fish - Frequent consumer
4817,Non consumer
2875,Fish - Frequent consumer
10536,Fish - Low consumer
11112,Fish - Biggest consumer
3807,Fish - Frequent consumer
9197,Fish - Low consumer
10832,Fish - Low consumer
6421,Fish - Biggest consumer
4207,Fish - Frequent consumer
577,Non consumer
10855,Fish - Frequent consumer
3081,Fish - Low consumer
3535,Fish - Biggest consumer
247,Fish - Frequent consumer
8707,Fish - Frequent consumer
9523,Fish - Low consumer
6072,Fish - Biggest consumer
6295,Fish - Frequent consumer
10914,Fish - Low consumer
1509,Fish - Biggest consumer
5577,Fish - Low consumer
7348,Fish - Biggest consumer
1127,Fish - Frequent consumer
1833,Fish - Frequent consumer
4944,Fish - Frequent consumer
9080,Fish - Low consumer
6466,Fish - Low consumer
9964,Fish - Frequent consumer
4790,Fish - Frequent consumer
10245,Fish - Biggest consumer
1109,Non consumer
6001,Fish - Frequent consumer
5538,Fish - Biggest consumer
10552,Fish - Biggest consumer
1545,Fish - Frequent consumer
7409,Fish - Frequent consumer
4444,Fish - Frequent consumer
146,Fish - Frequent consumer
6271,Non consumer
10065,Fish - Frequent consumer
4741,Fish - Frequent consumer
246,Fish - Frequent consumer
375,Fish - Biggest consumer
1524,Fish - Frequent consumer
10022,Non consumer
7451,Fish - Biggest consumer
11010,Fish - Low consumer
4356,Non consumer
3885,Fish - Low consumer
1175,Fish - Frequent consumer
880,Fish - Frequent consumer
2320,Fish - Frequent consumer
850,Fish - Biggest consumer
4713,Fish - Low consumer
675,Fish - Frequent consumer
5025,Fish - Frequent consumer
2308,Fish - Frequent consumer
5995,Fish - Low consumer
6749,Fish - Biggest consumer
1010,Fish - Low consumer
8977,Fish - Low consumer
4756,Non consumer
3412,Fish - Frequent consumer
606,Fish - Low consumer
5961,Fish - Low consumer
2975,Fish - Biggest consumer
2894,Non consumer
7613,Fish - Frequent consumer
10542,Fish - Low consumer
8015,Fish - Biggest consumer
10617,Fish - Low consumer
11166,Fish - Low consumer
849,Fish - Frequent consumer
523,Fish - Frequent consumer
4066,Fish - Low consumer
8414,Non consumer
819,Fish - Frequent consumer
4961,Fish - Low consumer
749,Fish - Low consumer
5430,Fish - Frequent consumer
7755,Non consumer
10525,Non consumer
1453,Fish - Frequent consumer
8310,Fish - Biggest consumer
10710,Fish - Low consumer
5031,Fish - Frequent consumer
2613,Fish - Low consumer
213,Non consumer
967,Fish - Frequent consumer
1077,Fish - Biggest consumer
7959,Fish - Biggest consumer
640,Fish - Biggest consumer
4252,Fish - Frequent consumer
8432,Fish - Frequent consumer
6218,Non consumer
6905,Fish - Frequent consumer
5922,Non consumer
3598,Fish - Frequent consumer
6116,Fish - Frequent consumer
6263,Fish - Frequent consumer
10486,Fish - Frequent consumer
2410,Fish - Biggest consumer
193,Fish - Low consumer
3363,Fish - Frequent consumer
8278,Fish - Biggest consumer
10660,Non consumer
8686,Non consumer
1604,Fish - Frequent consumer
5907,Non consumer
10669,Fish - Frequent consumer
2918,Non consumer
5735,Fish - Biggest consumer
359,Fish - Low consumer
8387,Fish - Low consumer
1829,Non consumer
3839,Fish - Frequent consumer
9392,Non consumer
2292,Fish - Low consumer
10466,Fish - Low consumer
9855,Non consumer
4088,Fish - Frequent consumer
5231,Non consumer
590,Fish - Biggest consumer
8732,Fish - Frequent consumer
2315,Fish - Frequent consumer
3515,Fish - Frequent consumer
2245,Fish - Low consumer
6283,Fish - Frequent consumer
2246,Fish - Frequent consumer
6606,Fish - Frequent consumer
5545,Fish - Frequent consumer
7342,Fish - Biggest consumer
837,Fish - Frequent consumer
9500,Fish - Biggest consumer
3602,Fish - Low consumer
234,Fish - Low consumer
2995,Fish - Biggest consumer
1118,Fish - Frequent consumer
7789,Fish - Frequent consumer
3068,Non consumer
8955,Non consumer
945,Fish - Low consumer
5644,Fish - Low consumer
7192,Fish - Biggest consumer
2324,Fish - Frequent consumer
697,Fish - Frequent consumer
3439,Fish - Low consumer
1506,Fish - Low consumer
232,Fish - Frequent consumer
8876,Non consumer
4500,Fish - Biggest consumer
9739,Fish - Low consumer
10395,Fish - Low consumer
1176,Fish - Low consumer
1627,Fish - Frequent consumer
938,Fish - Low consumer
2740,Fish - Low consumer
257,Fish - Frequent consumer
4058,Fish - Frequent consumer
7736,Fish - Low consumer
8210,Fish - Low consumer
833,Non consumer
6230,Fish - Frequent consumer
7325,Fish - Low consumer
1307,Fish - Frequent consumer
1502,Fish - Low consumer
6211,Non consumer
843,Fish - Frequent consumer
4174,Fish - Low consumer
9757,Fish - Biggest consumer
6918,Fish - Frequent consumer
286,Non consumer
11086,Fish - Low consumer
1921,Fish - Low consumer
4138,Fish - Frequent consumer
7718,Fish - Biggest consumer
1291,Fish - Frequent consumer
6862,Fish - Low consumer
4136,Fish - Frequent consumer
803,Non consumer
4298,Non consumer
10833,Fish - Frequent consumer
9606,Fish - Frequent consumer
8534,Fish - Frequent consumer
5153,Fish - Biggest consumer
961,Fish - Frequent consumer
5011,Fish - Frequent consumer
6653,Fish - Low consumer
9094,Fish - Frequent consumer
810,Fish - Biggest consumer
5493,Non consumer
2147,Fish - Biggest consumer
5107,Fish - Low consumer
3979,Fish - Frequent consumer
6049,Fish - Biggest consumer
8147,Non consumer
1857,Non consumer
3910,Fish - Biggest consumer
5207,Fish - Frequent consumer
11114,Fish - Low consumer
5429,Fish - Low consumer
9400,Fish - Frequent consumer
1740,Fish - Frequent consumer
7488,Fish - Biggest consumer
195,Fish - Low consumer
635,Fish - Frequent consumer
7527,Fish - Frequent consumer
10319,Fish - Frequent consumer
2296,Fish - Low consumer
10637,Fish - Frequent consumer
2931,Fish - Frequent consumer
907,Fish - Low consumer
3698,Fish - Biggest consumer
9516,Fish - Biggest consumer
679,Non consumer
7384,Fish - Frequent consumer
5043,Fish - Biggest consumer
5267,Fish - Low consumer
339,Fish - Low consumer
2516,Fish - Low consumer
9010,Fish - Biggest consumer
378,Fish - Frequent consumer
4808,Fish - Low consumer
5068,Fish - Low consumer
7628,Fish - Low consumer
7128,Non consumer
2811,Non consumer
3551,Fish - Frequent consumer
1663,Fish - Low consumer
5543,Fish - Frequent consumer
1577,Fish - Biggest consumer
10641,Fish - Frequent consumer
5336,Fish - Low consumer
6024,Fish - Biggest consumer
1878,Fish - Low consumer
3099,Fish - Low consumer
6055,Fish - Biggest consumer
5841,Fish - Frequent consumer
3972,Fish - Frequent consumer
4394,Fish - Frequent consumer
5758,Non consumer
6658,Fish - Frequent consumer
4603,Non consumer
8427,Fish - Biggest consumer
10260,Fish - Frequent consumer
7143,Fish - Frequent consumer
8789,Fish - Frequent consumer
6197,Non consumer
4554,Fish - Frequent consumer
4937,Fish - Low consumer
1920,Fish - Low consumer
8749,Fish - Low consumer
1650,Fish - Frequent consumer
10377,Fish - Frequent consumer
9206,Fish - Biggest consumer
10971,Fish - Frequent consumer
6398,Fish - Frequent consumer
9212,Fish - Frequent consumer
7937,Fish - Low consumer
839,Fish - Low consumer
4246,Fish - Low consumer
158,Fish - Biggest consumer
4832,Fish - Low consumer
5621,Fish - Biggest consumer
1945,Fish - Biggest consumer
5147,Fish - Biggest consumer
2535,Non consumer
11039,Fish - Biggest consumer
9495,Fish - Biggest consumer
9635,Fish - Low consumer
2173,Non consumer
942,Fish - Frequent consumer
9386,Fish - Low consumer
5510,Non consumer
873,Non consumer
2253,Fish - Frequent consumer
5181,Non consumer
979,Fish - Frequent consumer
10390,Fish - Low consumer
4698,Fish - Biggest consumer
7793,Non consumer
1745,Fish - Biggest consumer
10590,Non consumer
5080,Fish - Biggest consumer
8369,Fish - Low consumer
5232,Fish - Frequent consumer
2407,Fish - Biggest consumer
3834,Fish - Biggest consumer
7912,Non consumer
7712,Fish - Biggest consumer
1065,Fish - Biggest consumer
7275,Fish - Low consumer
1343,Fish - Frequent consumer
1384,Fish - Frequent consumer
9967,Fish - Frequent consumer
6181,Fish - Frequent consumer
10507,Non consumer
2674,Fish - Biggest consumer
2698,Fish - Frequent consumer
3231,Fish - Low consumer
4096,Fish - Frequent consumer
10476,Fish - Frequent consumer
5948,Fish - Frequent consumer
9140,Fish - Low consumer
10258,Non consumer
5675,Fish - Low consumer
4743,Fish - Frequent consumer
8805,Non consumer
1542,Fish - Low consumer
6770,Non consumer
8773,Non consumer
10420,Fish - Low consumer
7514,Fish - Frequent consumer
793,Fish - Low consumer
10909,Fish - Frequent consumer
8702,Non consumer
4791,Fish - Low consumer
2963,Fish - Biggest consumer
8216,Fish - Frequent consumer
8140,Fish - Low consumer
10146,Non consumer
5289,Fish - Frequent consumer
2587,Non consumer
4405,Fish - Frequent consumer
8663,Non consumer
2589,Fish - Frequent consumer
3421,Fish - Frequent consumer
10490,Fish - Biggest consumer
4094,Fish - Low consumer
9958,Non consumer
2534,Fish - Low consumer
4188,Fish - Frequent consumer
6613,Fish - Frequent consumer
10827,Fish - Low consumer
5491,Fish - Frequent consumer
8402,Fish - Biggest consumer
8783,Fish - Frequent consumer
10010,Fish - Low consumer
618,Fish - Biggest consumer
9121,Fish - Biggest consumer
361,Fish - Low consumer
4310,Fish - Biggest consumer
2678,Fish - Low consumer
6376,Fish - Frequent consumer
524,Fish - Frequent consumer
10341,Fish - Frequent consumer
5654,Fish - Low consumer
4098,Non consumer
5824,Non consumer
7000,Fish - Frequent consumer
2561,Fish - Frequent consumer
5229,Non consumer
4086,Fish - Frequent consumer
2428,Fish - Frequent consumer
8254,Non consumer
2836,Non consumer
8418,Fish - Frequent consumer
1362,Fish - Biggest consumer
7152,Fish - Low consumer
10033,Fish - Frequent consumer
9349,Fish - Biggest consumer
274,Fish - Low consumer
3388,Fish - Low consumer
922,Fish - Low consumer
8588,Fish - Low consumer
2518,Fish - Low consumer
574,Fish - Low consumer
3220,Fish - Frequent consumer
5967,Fish - Frequent consumer
1183,Fish - Low consumer
6856,Fish - Low consumer
4530,Fish - Biggest consumer
1553,Fish - Biggest consumer
4682,Fish - Frequent consumer
8204,Fish - Biggest consumer
5221,Fish - Frequent consumer
1232,Fish - Biggest consumer
1927,Fish - Frequent consumer
5788,Fish - Frequent consumer
6652,Fish - Biggest consumer
6246,Non consumer
5975,Non consumer
6875,Fish - Biggest consumer
4399,Fish - Biggest consumer
4042,Fish - Low consumer
2157,Fish - Frequent consumer
10133,Fish - Biggest consumer
2525,Fish - Biggest consumer
8233,Fish - Frequent consumer
9483,Fish - Biggest consumer
2945,Non consumer
10403,Fish - Frequent consumer
5074,Fish - Low consumer
10524,Fish - Frequent consumer
4690,Non consumer
7521,Fish - Biggest consumer
7196,Non consumer
4406,Fish - Biggest consumer
9672,Fish - Frequent consumer
4864,Fish - Frequent consumer
4706,Non consumer
4070,Fish - Biggest consumer
25,Fish - Frequent consumer
3697,Fish - Frequent consumer
217,Fish - Biggest consumer
4220,Non consumer
5286,Fish - Frequent consumer
9559,Non consumer
2849,Fish - Biggest consumer
7787,Fish - Frequent consumer
3102,Fish - Low consumer
5868,Fish - Frequent consumer
8370,Fish - Biggest consumer
9988,Fish - Biggest consumer
2939,Fish - Frequent consumer
5529,Non consumer
9743,Fish - Biggest consumer
5763,Fish - Frequent consumer
3478,Fish - Frequent consumer
7494,Fish - Low consumer
1763,Fish - Biggest consumer
7250,Fish - Frequent consumer
2005,Non consumer
10770,Fish - Biggest consumer
6885,Fish - Low consumer
2072,Fish - Frequent consumer
9463,Fish - Biggest consumer
6318,Fish - Frequent consumer
4093,Fish - Frequent consumer
5751,Fish - Frequent consumer
3340,Fish - Low consumer
3594,Fish - Frequent consumer
3584,Fish - Frequent consumer
3643,Fish - Frequent consumer
851,Fish - Frequent consumer
7706,Fish - Biggest consumer
3967,Fish - Frequent consumer
10128,Non consumer
486,Fish - Frequent consumer
9,Non consumer
9451,Fish - Biggest consumer
9264,Fish - Biggest consumer
3865,Fish - Low consumer
2853,Fish - Low consumer
1490,Fish - Frequent consumer
6310,Fish - Frequent consumer
10380,Fish - Low consumer
3887,Fish - Frequent consumer
4278,Fish - Frequent consumer
8643,Fish - Biggest consumer
1998,Fish - Frequent consumer
10795,Fish - Low consumer
11110,Non consumer
2408,Fish - Frequent consumer
202,Fish - Biggest consumer
7998,Fish - Frequent consumer
830,Fish - Frequent consumer
3536,Fish - Frequent consumer
6050,Fish - Frequent consumer
125,Fish - Low consumer
3463,Non consumer
2804,Non consumer
3745,Non consumer
9771,Fish - Frequent consumer
451,Fish - Low consumer
10530,Fish - Biggest consumer
1079,Non consumer
8920,Fish - Biggest consumer
6678,Fish - Low consumer
3852,Fish - Frequent consumer
528,Fish - Biggest consumer
73,Non consumer
5589,Fish - Frequent consumer
10212,Non consumer
6365,Fish - Frequent consumer
5636,Fish - Frequent consumer
591,Fish - Frequent consumer
2217,Fish - Low consumer
2544,Fish - Low consumer
7725,Fish - Frequent consumer
8091,Fish - Frequent consumer
7321,Fish - Frequent consumer
5462,Fish - Frequent consumer
7791,Non consumer
955,Fish - Low consumer
4037,Fish - Frequent consumer
6642,Fish - Frequent consumer
2793,Fish - Biggest consumer
5424,Fish - Frequent consumer
879,Non consumer
9530,Fish - Low consumer
4828,Fish - Biggest consumer
10699,Fish - Low consumer
1497,Fish - Frequent consumer
7476,Non consumer
4390,Fish - Biggest consumer
10478,Non consumer
1081,Fish - Frequent consumer
4261,Fish - Frequent consumer
9916,Non consumer
5350,Fish - Biggest consumer
8135,Fish - Frequent consumer
8685,Fish - Low consumer
4967,Non consumer
2130,Fish - Frequent consumer
9298,Fish - Frequent consumer
8175,Fish - Low consumer
6257,Fish - Frequent consumer
3790,Non consumer
9952,Fish - Frequent consumer
3503,Fish - Frequent consumer
5223,Fish - Low consumer
4608,Fish - Frequent consumer
1626,Fish - Low consumer
4764,Fish - Frequent consumer
2471,Fish - Frequent consumer
5892,Fish - Frequent consumer
2612,Fish - Frequent consumer
4971,Fish - Frequent consumer
5185,Fish - Biggest consumer
10069,Fish - Low consumer
2262,Fish - Frequent consumer
1131,Non consumer
1041,Fish - Low consumer
24,Non consumer
3409,Fish - Low consumer
7022,Fish - Biggest consumer
7943,Fish - Low consumer
5272,Fish - Frequent consumer
5453,Fish - Biggest consumer
2565,Fish - Frequent consumer
800,Non consumer
11092,Fish - Low consumer
5062,Non consumer
8969,Non consumer
4656,Fish - Frequent consumer
4480,Fish - Low consumer
9971,Fish - Frequent consumer
6729,Fish - Biggest consumer
1773,Fish - Frequent consumer
9242,Fish - Frequent consumer
1764,Fish - Frequent consumer
6215,Fish - Low consumer
10099,Fish - Biggest consumer
5423,Fish - Low consumer
940,Fish - Frequent consumer
3011,Fish - Frequent consumer
3298,Fish - Frequent consumer
8286,Non consumer
9668,Non consumer
5120,Fish - Biggest consumer
6097,Fish - Low consumer
7019,Fish - Frequent consumer
7408,Non consumer
8041,Fish - Biggest consumer
252,Fish - Biggest consumer
9986,Fish - Low consumer
3276,Fish - Low consumer
3859,Non consumer
3570,Fish - Low consumer
3783,Non consumer
10207,Non consumer
10906,Fish - Frequent consumer
3427,Non consumer
5209,Fish - Frequent consumer
10711,Fish - Biggest consumer
10785,Fish - Low consumer
2814,Fish - Low consumer
6866,Fish - Low consumer
1665,Non consumer
6575,Fish - Frequent consumer
3829,Fish - Frequent consumer
3091,Fish - Biggest consumer
10141,Non consumer
5177,Fish - Low consumer
7005,Fish - Frequent consumer
6409,Fish - Frequent consumer
7485,Fish - Frequent consumer
8079,Fish - Frequent consumer
8395,Fish - Frequent consumer
10352,Fish - Low consumer
4931,Fish - Low consumer
13,Non consumer
1834,Fish - Low consumer
2285,Fish - Low consumer
2295,Fish - Biggest consumer
1378,Fish - Biggest consumer
2781,Fish - Biggest consumer
1165,Fish - Frequent consumer
1404,Fish - Frequent consumer
6457,Fish - Frequent consumer
2639,Fish - Frequent consumer
8299,Fish - Frequent consumer
6437,Fish - Frequent consumer
6912,Fish - Frequent consumer
7327,Fish - Frequent consumer
5299,Fish - Frequent consumer
4127,Fish - Biggest consumer
8143,Fish - Low consumer
1964,Fish - Frequent consumer
3690,Fish - Frequent consumer
3433,Fish - Biggest consumer
3389,Fish - Biggest consumer
4712,Fish - Frequent consumer
1170,Fish - Frequent consumer
6347,Fish - Frequent consumer
4065,Non consumer
8230,Fish - Frequent consumer
1215,Fish - Biggest consumer
5939,Fish - Frequent consumer
2156,Non consumer
7788,Non consumer
10323,Fish - Low consumer
7947,Non consumer
1891,Fish - Frequent consumer
2570,Fish - Frequent consumer
9256,Fish - Biggest consumer
295,Fish - Biggest consumer
7397,Fish - Frequent consumer
6349,Fish - Biggest consumer
10790,Non consumer
10398,Fish - Frequent consumer
2431,Fish - Frequent consumer
550,Fish - Biggest consumer
1890,Fish - Low consumer
10742,Fish - Frequent consumer
10356,Non consumer
4676,Fish - Biggest consumer
8852,Non consumer
3565,Non consumer
5294,Fish - Frequent consumer
1958,Non consumer
7349,Fish - Low consumer
8799,Fish - Low consumer
1351,Fish - Frequent consumer
1045,Fish - Frequent consumer
7732,Fish - Biggest consumer
8070,Fish - Low consumer
477,Fish - Biggest consumer
7832,Non consumer
2202,Fish - Low consumer
7396,Fish - Biggest consumer
4055,Fish - Frequent consumer
10340,Fish - Frequent consumer
10091,Fish - Frequent consumer
7629,Fish - Low consumer
10640,Fish - Frequent consumer
3498,Fish - Frequent consumer
6742,Fish - Low consumer
1172,Fish - Frequent consumer
569,Fish - Biggest consumer
4686,Fish - Frequent consumer
1381,Fish - Frequent consumer
2634,Fish - Frequent consumer
10905,Non consumer
1744,Fish - Low consumer
1000,Fish - Frequent consumer
3828,Fish - Biggest consumer
8605,Non consumer
10304,Fish - Frequent consumer
4351,Non consumer
10129,Fish - Biggest consumer
2499,Fish - Frequent consumer
10092,Fish - Biggest consumer
7500,Fish - Frequent consumer
5796,Fish - Frequent consumer
10556,Fish - Frequent consumer
1064,Non consumer
48,Non consumer
7610,Fish - Frequent consumer
263,Fish - Low consumer
10814,Fish - Biggest consumer
9710,Non consumer
9292,Fish - Frequent consumer
10250,Fish - Frequent consumer
7881,Fish - Frequent consumer
5847,Fish - Biggest consumer
737,Fish - Biggest consumer
3571,Fish - Frequent consumer
7807,Fish - Frequent consumer
3878,Fish - Frequent consumer
5092,Fish - Low consumer
2154,Fish - Frequent consumer
5394,Fish - Frequent consumer
3798,Non consumer
3524,Fish - Low consumer
5247,Fish - Low consumer
5883,Fish - Frequent consumer
2118,Fish - Biggest consumer
8812,Fish - Frequent consumer
6616,Fish - Biggest consumer
2797,Fish - Biggest consumer
4328,Fish - Frequent consumer
9167,Fish - Biggest consumer
10560,Non consumer
2631,Fish - Biggest consumer
8312,Fish - Low consumer
5534,Fish - Low consumer
5093,Fish - Frequent consumer
7592,Fish - Low consumer
8895,Fish - Frequent consumer
8584,Fish - Biggest consumer
2694,Non consumer
8910,Non consumer
7433,Fish - Frequent consumer
164,Fish - Low consumer
10477,Non consumer
2681,Fish - Biggest consumer
5150,Fish - Frequent consumer
5283,Non consumer
9645,Fish - Frequent consumer
10678,Fish - Frequent consumer
7261,Fish - Frequent consumer
9648,Non consumer
2870,Fish - Frequent consumer
8008,Fish - Frequent consumer
1513,Fish - Biggest consumer
6173,Fish - Frequent consumer
1419,Fish - Frequent consumer
9150,Non consumer
7960,Fish - Biggest consumer
1250,Fish - Frequent consumer
9905,Fish - Frequent consumer
10691,Non consumer
7002,Non consumer
2952,Fish - Low consumer
8439,Fish - Frequent consumer
762,Fish - Biggest consumer
2831,Fish - Biggest consumer
6977,Fish - Biggest consumer
6289,Non consumer
4168,Fish - Low consumer
8397,Non consumer
9284,Non consumer
6237,Fish - Low consumer
3130,Fish - Frequent consumer
1619,Fish - Biggest consumer
1990,Fish - Biggest consumer
5513,Non consumer
269,Non consumer
8093,Fish - Frequent consumer
10513,Fish - Biggest consumer
10177,Fish - Biggest consumer
2549,Non consumer
5782,Fish - Biggest consumer
10057,Fish - Biggest consumer
10307,Fish - Frequent consumer
8566,Non consumer
2415,Fish - Biggest consumer
5684,Non consumer
8334,Fish - Low consumer
9166,Fish - Biggest consumer
1440,Fish - Biggest consumer
78,Non consumer
5441,Fish - Frequent consumer
5302,Fish - Biggest consumer
4687,Fish - Frequent consumer
1087,Fish - Frequent consumer
6859,Fish - Frequent consumer
9860,Fish - Low consumer
7129,Fish - Frequent consumer
5866,Fish - Frequent consumer
10521,Fish - Frequent consumer
7393,Fish - Low consumer
7849,Fish - Biggest consumer
332,Non consumer
9847,Fish - Frequent consumer
531,Fish - Biggest consumer
9576,Fish - Low consumer
6906,Fish - Frequent consumer
7419,Non consumer
3170,Fish - Frequent consumer
8527,Fish - Low consumer
7872,Non consumer
9931,Fish - Low consumer
10595,Fish - Frequent consumer
4609,Fish - Low consumer
5010,Fish - Low consumer
4427,Fish - Frequent consumer
11148,Fish - Low consumer
1168,Fish - Frequent consumer
9595,Fish - Frequent consumer
10163,Fish - Biggest consumer
2886,Non consumer
6710,Fish - Low consumer
5316,Fish - Low consumer
9029,Fish - Biggest consumer
521,Fish - Low consumer
1459,Fish - Biggest consumer
10241,Fish - Low consumer
1630,Fish - Frequent consumer
3254,Fish - Biggest consumer
9064,Fish - Biggest consumer
3678,Fish - Frequent consumer
4227,Fish - Low consumer
9467,Fish - Low consumer
8486,Fish - Frequent consumer
2186,Fish - Biggest consumer
3286,Fish - Low consumer
8602,Fish - Biggest consumer
3722,Non consumer
6715,Non consumer
4796,Fish - Low consumer
9612,Fish - Low consumer
3766,Fish - Biggest consumer
1399,Fish - Biggest consumer
1570,Fish - Frequent consumer
3426,Fish - Frequent consumer
3074,Fish - Frequent consumer
8341,Non consumer
5180,Non consumer
6461,Fish - Frequent consumer
7679,Fish - Low consumer
10702,Fish - Frequent consumer
7505,Non consumer
5113,Fish - Biggest consumer
10858,Fish - Biggest consumer
2961,Fish - Frequent consumer
2747,Fish - Biggest consumer
3010,Fish - Biggest consumer
5790,Fish - Frequent consumer
6892,Non consumer
1743,Fish - Biggest consumer
3578,Fish - Frequent consumer
8462,Fish - Frequent consumer
5558,Fish - Frequent consumer
4619,Fish - Low consumer
8780,Fish - Frequent consumer
10789,Fish - Low consumer
10779,Non consumer
5896,Fish - Frequent consumer
2337,Fish - Low consumer
10951,Non consumer
544,Fish - Biggest consumer
17,Fish - Frequent consumer
10680,Fish - Low consumer
3265,Fish - Frequent consumer
5623,Non consumer
5832,Fish - Biggest consumer
5544,Fish - Biggest consumer
6417,Fish - Frequent consumer
5831,Fish - Biggest consumer
7101,Non consumer
10176,Non consumer
2326,Fish - Frequent consumer
4385,Non consumer
2929,Fish - Frequent consumer
10686,Non consumer
2546,Fish - Frequent consumer
3283,Fish - Frequent consumer
3138,Fish - Biggest consumer
4994,Fish - Biggest consumer
7966,Fish - Biggest consumer
3112,Non consumer
10872,Non consumer
2181,Fish - Frequent consumer
1867,Fish - Biggest consumer
1518,Fish - Frequent consumer
5734,Fish - Low consumer
2878,Fish - Frequent consumer
1458,Fish - Low consumer
7007,Fish - Low consumer
6200,Fish - Biggest consumer
1403,Fish - Low consumer
4827,Fish - Frequent consumer
6250,Fish - Frequent consumer
9291,Non consumer
2478,Fish - Frequent consumer
1139,Non consumer
5138,Fish - Low consumer
5393,Fish - Low consumer
10413,Fish - Biggest consumer
5015,Fish - Low consumer
10868,Fish - Biggest consumer
10676,Fish - Biggest consumer
2495,Fish - Biggest consumer
7842,Fish - Frequent consumer
9955,Fish - Frequent consumer
6663,Non consumer
2162,Fish - Biggest consumer
3434,Fish - Biggest consumer
7919,Fish - Frequent consumer
5626,Fish - Frequent consumer
6428,Fish - Biggest consumer
8514,Fish - Low consumer
10448,Fish - Frequent consumer
2109,Fish - Frequent consumer
7530,Fish - Frequent consumer
8925,Fish - Biggest consumer
3009,Non consumer
6355,Fish - Frequent consumer
3517,Fish - Frequent consumer
1158,Fish - Low consumer
6203,Fish - Biggest consumer
7165,Fish - Frequent consumer
3595,Fish - Biggest consumer
8537,Fish - Biggest consumer
4331,Fish - Frequent consumer
6281,Fish - Frequent consumer
4338,Non consumer
2452,Fish - Frequent consumer
9507,Fish - Low consumer
8360,Fish - Frequent consumer
10311,Fish - Low consumer
5117,Fish - Biggest consumer
4867,Fish - Low consumer
9289,Non consumer
10913,Non consumer
3032,Fish - Frequent consumer
8524,Fish - Frequent consumer
3334,Fish - Biggest consumer
4470,Fish - Low consumer
1406,Fish - Frequent consumer
8619,Fish - Low consumer
10821,Non consumer
4552,Fish - Frequent consumer
898,Fish - Low consumer
9797,Fish - Low consumer
10949,Fish - Biggest consumer
8212,Fish - Frequent consumer
6248,Fish - Biggest consumer
10164,Fish - Biggest consumer
4547,Fish - Low consumer
6815,Fish - Frequent consumer
4122,Fish - Biggest consumer
10841,Fish - Frequent consumer
5370,Non consumer
176,Fish - Frequent consumer
4860,Fish - Low consumer
10757,Fish - Low consumer
4023,Fish - Frequent consumer
6679,Non consumer
9923,Non consumer
7181,Fish - Low consumer
3599,Fish - Biggest consumer
405,Fish - Low consumer
6870,Fish - Frequent consumer
832,Fish - Frequent consumer
2002,Fish - Biggest consumer
3657,Fish - Frequent consumer
500,Fish - Frequent consumer
1951,Fish - Biggest consumer
3262,Fish - Frequent consumer
4102,Fish - Low consumer
7042,Fish - Frequent consumer
10598,Fish - Low consumer
255,Non consumer
2375,Non consumer
9829,Fish - Frequent consumer
6214,Fish - Low consumer
4954,Fish - Frequent consumer
7861,Fish - Frequent consumer
4837,Fish - Biggest consumer
9423,Fish - Frequent consumer
4198,Non consumer
153,Fish - Low consumer
9323,Fish - Frequent consumer
10001,Fish - Frequent consumer
3945,Non consumer
3799,Fish - Frequent consumer
8625,Non consumer
3491,Fish - Biggest consumer
983,Fish - Frequent consumer
9119,Fish - Frequent consumer
4786,Fish - Biggest consumer
5872,Fish - Frequent consumer
6568,Fish - Frequent consumer
5628,Fish - Biggest consumer
5631,Fish - Frequent consumer
4974,Fish - Frequent consumer
8416,Fish - Frequent consumer
5454,Fish - Low consumer
4095,Fish - Frequent consumer
5474,Fish - Low consumer
4268,Non consumer
10701,Fish - Biggest consumer
3507,Fish - Biggest consumer
2079,Fish - Biggest consumer
626,Non consumer
4426,Fish - Low consumer
2591,Fish - Biggest consumer
10509,Non consumer
6382,Fish - Low consumer
6673,Fish - Frequent consumer
7441,Fish - Frequent consumer
1071,Fish - Biggest consumer
10061,Non consumer
8775,Fish - Frequent consumer
2345,Fish - Biggest consumer
322,Non consumer
10897,Fish - Frequent consumer
123,Fish - Frequent consumer
6103,Fish - Frequent consumer
7899,Fish - Frequent consumer
10500,Fish - Frequent consumer
1655,Fish - Low consumer
2406,Fish - Frequent consumer
2712,Fish - Biggest consumer
5517,Non consumer
10643,Fish - Biggest consumer
2254,Fish - Biggest consumer
10281,Fish - Frequent consumer
6958,Non consumer
954,Fish - Frequent consumer
4643,Fish - Frequent consumer
6497,Fish - Frequent consumer
5396,Fish - Frequent consumer
1052,Fish - Frequent consumer
2802,Fish - Biggest consumer
6343,Fish - Biggest consumer
6507,Fish - Low consumer
7901,Fish - Low consumer
4865,Fish - Frequent consumer
2686,Fish - Frequent consumer
3107,Fish - Frequent consumer
7734,Fish - Biggest consumer
1146,Fish - Frequent consumer
11031,Fish - Low consumer
7428,Fish - Biggest consumer
975,Fish - Frequent consumer
1103,Fish - Frequent consumer
3422,Fish - Frequent consumer
1055,Fish - Low consumer
