account_id,seniority-group
3859,Discovering customers
3570,Discovering customers
3783,New customers
10207,Experienced customers
10906,Discovering customers
3427,Experienced customers
5209,Experienced customers
10711,Discovering customers
10785,New customers
2814,Experienced customers
6866,New customers
1665,Discovering customers
6575,Old customers
3829,Discovering customers
3091,New customers
10141,Experienced customers
5177,Discovering customers
7005,New customers
6409,Experienced customers
7485,New customers
8079,New customers
8395,Old customers
10352,Old customers
4931,Experienced customers
13,Discovering customers
1834,New customers
2285,Experienced customers
2295,New customers
1378,Discovering customers
2781,New customers
1165,Experienced customers
1404,Experienced customers
6457,New customers
2639,New customers
8299,Discovering customers
6437,Experienced customers
6912,Discovering customers
7327,Discovering customers
5299,Discovering customers
4127,Experienced customers
8143,Discovering customers
1964,Discovering customers
3690,Old customers
3433,Experienced customers
3389,Old customers
4712,Old customers
1170,Experienced customers
6347,Experienced customers
4065,Experienced customers
8230,New customers
1215,Discovering customers
5939,New customers
2156,Old customers
7788,New customers
10323,Discovering customers
7947,New customers
1891,Old customers
2570,Discovering customers
9256,Old customers
295,Discovering customers
7397,Discovering customers
6349,Experienced customers
10790,Experienced customers
10398,Old customers
2431,Old customers
550,Experienced customers
1890,Old customers
10742,Experienced customers
10356,Old customers
4676,New customers
8852,Old customers
3565,New customers
5294,Discovering customers
1958,New customers
7349,Old customers
8799,Discovering customers
1351,Old customers
1045,Old customers
7732,New customers
8070,New customers
477,New customers
7832,Discovering customers
2202,Experienced customers
7396,Old customers
4055,New customers
10340,Old customers
10091,Experienced customers
7629,New customers
10640,Discovering customers
3498,Old customers
6742,Old customers
1172,Experienced customers
569,Discovering customers
4686,New customers
1381,New customers
2634,New customers
10905,Old customers
1744,Old customers
1000,Experienced customers
3828,Experienced customers
8605,New customers
10304,Old customers
4351,Experienced customers
10129,New customers
2499,Experienced customers
10092,Experienced customers
7500,New customers
5796,Discovering customers
10556,New customers
1064,Discovering customers
48,New customers
7610,Experienced customers
263,New customers
10814,Experienced customers
9710,Experienced customers
9292,Old customers
10250,Old customers
7881,Discovering customers
5847,Experienced customers
737,Experienced customers
3571,Old customers
7807,Old customers
3878,New customers
5092,Experienced customers
2154,Old customers
5394,Experienced customers
3798,Discovering customers
3524,Discovering customers
5247,New customers
5883,Experienced customers
2118,Discovering customers
8812,Experienced customers
6616,Discovering customers
2797,Discovering customers
4328,Discovering customers
9167,Experienced customers
10560,New customers
2631,Experienced customers
8312,New customers
5534,Discovering customers
5093,Old customers
7592,Experienced customers
8895,Old customers
8584,Experienced customers
2694,New customers
8910,Old customers
7433,Old customers
164,Old customers
10477,Discovering customers
2681,Discovering customers
5150,Old customers
5283,New customers
9645,Old customers
10678,Discovering customers
7261,Old customers
9648,Old customers
2870,Old customers
8008,Discovering customers
1513,Old customers
6173,Discovering customers
1419,Discovering customers
9150,New customers
7960,Discovering customers
1250,New customers
9905,Discovering customers
10691,Experienced customers
7002,Discovering customers
2952,New customers
8439,New customers
762,New customers
2831,New customers
6977,Old customers
6289,Experienced customers
4168,Experienced customers
8397,New customers
9284,Experienced customers
6237,Discovering customers
3130,Experienced customers
1619,New customers
1990,Old customers
5513,Old customers
269,Old customers
8093,New customers
10513,Experienced customers
10177,Experienced customers
2549,Discovering customers
5782,Discovering customers
10057,Discovering customers
10307,Discovering customers
8566,New customers
2415,New customers
5684,Discovering customers
8334,Discovering customers
9166,Discovering customers
1440,Old customers
78,Discovering customers
5441,Discovering customers
5302,Experienced customers
4687,Experienced customers
1087,Experienced customers
6859,Discovering customers
9860,Experienced customers
7129,Experienced customers
5866,New customers
10521,Discovering customers
7393,Old customers
7849,Discovering customers
332,Experienced customers
9847,Old customers
531,Old customers
9576,Experienced customers
6906,Experienced customers
7419,New customers
3170,Discovering customers
8527,Discovering customers
7872,Old customers
9931,New customers
10595,Experienced customers
4609,New customers
5010,New customers
4427,Old customers
11148,Experienced customers
1168,Old customers
9595,Old customers
10163,Discovering customers
2886,Discovering customers
6710,Old customers
5316,Experienced customers
9029,Experienced customers
521,Old customers
1459,Old customers
10241,Discovering customers
1630,Discovering customers
3254,Discovering customers
9064,Old customers
3678,Old customers
4227,Discovering customers
9467,New customers
8486,Old customers
2186,New customers
3286,New customers
8602,Experienced customers
3722,New customers
6715,Old customers
4796,New customers
9612,New customers
3766,Old customers
1399,New customers
1570,Experienced customers
3426,Discovering customers
3074,Old customers
8341,New customers
5180,New customers
6461,Experienced customers
7679,New customers
10702,Old customers
7505,New customers
5113,Discovering customers
10858,Discovering customers
2961,Experienced customers
2747,Old customers
3010,New customers
5790,Experienced customers
6892,New customers
1743,New customers
3578,Discovering customers
8462,Old customers
5558,New customers
4619,New customers
8780,Experienced customers
10789,Experienced customers
10779,New customers
5896,New customers
2337,Discovering customers
10951,New customers
544,Experienced customers
17,Discovering customers
10680,New customers
3265,Experienced customers
5623,Discovering customers
5832,New customers
5544,Old customers
6417,Old customers
5831,Old customers
7101,Experienced customers
10176,Old customers
2326,Experienced customers
4385,Experienced customers
2929,Experienced customers
10686,Old customers
2546,New customers
3283,New customers
3138,Old customers
4994,Discovering customers
7966,Old customers
3112,Discovering customers
10872,Old customers
2181,Experienced customers
1867,Old customers
1518,Experienced customers
5734,Discovering customers
2878,Discovering customers
1458,New customers
7007,New customers
6200,Experienced customers
1403,Old customers
4827,Experienced customers
6250,Old customers
9291,New customers
2478,Discovering customers
1139,New customers
5138,Old customers
5393,Old customers
10413,New customers
5015,Old customers
10868,Experienced customers
10676,Old customers
2495,New customers
7842,Experienced customers
9955,Experienced customers
6663,Experienced customers
2162,Discovering customers
3434,New customers
7919,Old customers
5626,Discovering customers
6428,New customers
8514,New customers
10448,Old customers
2109,Experienced customers
7530,New customers
8925,Experienced customers
3009,Discovering customers
6355,New customers
3517,Experienced customers
1158,New customers
6203,Discovering customers
7165,Discovering customers
3595,New customers
8537,Experienced customers
4331,New customers
6281,Experienced customers
4338,New customers
2452,Old customers
9507,Experienced customers
8360,Discovering customers
10311,Discovering customers
5117,Old customers
4867,Discovering customers
9289,New customers
10913,Old customers
3032,Experienced customers
8524,Old customers
3334,New customers
4470,Experienced customers
1406,Experienced customers
8619,Old customers
10821,Experienced customers
4552,Experienced customers
898,Discovering customers
9797,New customers
10949,Discovering customers
8212,Experienced customers
6248,Discovering customers
10164,New customers
4547,Experienced customers
6815,New customers
4122,Old customers
10841,Old customers
5370,Experienced customers
176,New customers
4860,Experienced customers
10757,Discovering customers
4023,Old customers
6679,New customers
9923,Discovering customers
7181,Discovering customers
3599,Old customers
405,Experienced customers
6870,Discovering customers
832,New customers
2002,Experienced customers
3657,Experienced customers
500,Discovering customers
1951,Experienced customers
3262,Old customers
4102,Experienced customers
7042,Experienced customers
10598,Experienced customers
255,New customers
2375,Old customers
9829,New customers
6214,Experienced customers
4954,New customers
7861,New customers
4837,Experienced customers
9423,New customers
4198,Experienced customers
153,Discovering customers
9323,Old customers
10001,Old customers
3945,Experienced customers
3799,Discovering customers
8625,Discovering customers
3491,Experienced customers
983,Discovering customers
9119,Discovering customers
4786,Old customers
5872,Experienced customers
6568,Experienced customers
5628,Experienced customers
5631,Experienced customers
4974,Old customers
8416,Discovering customers
5454,Discovering customers
4095,Old customers
5474,Discovering customers
4268,New customers
10701,Discovering customers
3507,Old customers
2079,Discovering customers
626,Experienced customers
4426,Discovering customers
2591,New customers
10509,New customers
6382,New customers
6673,Experienced customers
7441,Old customers
1071,Discovering customers
10061,Old customers
8775,Discovering customers
2345,Discovering customers
322,Old customers
10897,Old customers
123,Old customers
6103,Discovering customers
7899,Old customers
10500,New customers
1655,Discovering customers
2406,Discovering customers
2712,Discovering customers
5517,Discovering customers
10643,Old customers
2254,Experienced customers
10281,New customers
6958,Experienced customers
954,New customers
4643,Old customers
6497,Old customers
5396,Old customers
1052,Experienced customers
2802,Old customers
6343,New customers
6507,Discovering customers
7901,Discovering customers
4865,Discovering customers
2686,Discovering customers
3107,New customers
7734,Old customers
1146,Old customers
11031,Experienced customers
7428,Discovering customers
975,Experienced customers
1103,Old customers
3422,Old customers
1055,New customers
6544,New customers
1241,Old customers
2909,New customers
5802,Experienced customers
1407,Old customers
6183,Experienced customers
340,Old customers
5991,Experienced customers
3104,Old customers
9729,Experienced customers
1008,Old customers
11091,New customers
3969,Discovering customers
1916,Discovering customers
9907,Discovering customers
87,Discovering customers
8659,New customers
6262,Experienced customers
6147,Old customers
8832,Old customers
10067,Discovering customers
7532,Old customers
4915,Old customers
2115,New customers
2088,Discovering customers
2493,Discovering customers
6292,Experienced customers
1631,Old customers
10104,Discovering customers
3006,Experienced customers
3919,Experienced customers
11181,Discovering customers
642,Old customers
4369,New customers
10127,New customers
271,Discovering customers
4973,New customers
2948,New customers
2715,Old customers
10432,New customers
9216,New customers
7124,Experienced customers
9727,New customers
5136,New customers
9790,Discovering customers
1818,New customers
1100,New customers
7873,Experienced customers
10609,Discovering customers
6950,Discovering customers
7233,Old customers
9481,New customers
7699,Discovering customers
2711,Experienced customers
8933,New customers
8726,New customers
1515,New customers
5186,New customers
10157,New customers
5667,Old customers
902,New customers
977,Discovering customers
7313,Experienced customers
7600,Discovering customers
9706,Experienced customers
2429,Experienced customers
3520,Experienced customers
10394,Discovering customers
4548,Discovering customers
9362,New customers
3968,Experienced customers
4084,New customers
6721,Discovering customers
2829,New customers
1772,Old customers
1544,Old customers
492,Old customers
4377,Old customers
4541,Discovering customers
1321,Discovering customers
8858,Experienced customers
3266,New customers
11187,Experienced customers
8207,New customers
9723,Old customers
2666,New customers
5721,New customers
10652,New customers
1646,New customers
4418,Experienced customers
2656,Experienced customers
7990,Old customers
8722,Old customers
7118,Old customers
2980,Experienced customers
1839,New customers
10722,Discovering customers
2632,Experienced customers
9014,New customers
7620,Discovering customers
10968,Old customers
11133,Old customers
2736,Old customers
1876,Experienced customers
5959,Old customers
1092,Old customers
4333,New customers
3850,Old customers
6168,Discovering customers
607,Experienced customers
10469,New customers
6983,New customers
3661,Old customers
9303,Discovering customers
692,Old customers
736,Experienced customers
9589,New customers
4838,Experienced customers
9246,Old customers
6261,Discovering customers
7366,Experienced customers
10659,Experienced customers
1448,New customers
4286,New customers
4749,Old customers
4478,Experienced customers
4201,Experienced customers
10084,New customers
7004,Experienced customers
9817,Old customers
8080,Old customers
8372,Experienced customers
10870,Experienced customers
4001,New customers
7270,New customers
8235,New customers
9405,Old customers
