account_id,fruits-segment
10473,Fruits - Frequent consumer
7962,Fruits - Frequent consumer
9984,Fruits - Frequent consumer
5527,Fruits - Frequent consumer
6374,Fruits - Low consumer
7453,Fruits - Frequent consumer
8952,Fruits - Biggest consumer
241,Fruits - Frequent consumer
8975,Fruits - Low consumer
6119,Non consumer
5236,Non consumer
5723,Fruits - Low consumer
1710,Fruits - Frequent consumer
1970,Non consumer
5313,Non consumer
10634,Fruits - Biggest consumer
7010,Fruits - Biggest consumer
8562,Fruits - Low consumer
3158,Fruits - Low consumer
4436,Fruits - Frequent consumer
5287,Fruits - Low consumer
2445,Fruits - Low consumer
6059,Fruits - Frequent consumer
4550,Non consumer
4240,Fruits - Frequent consumer
8911,Fruits - Biggest consumer
3706,Fruits - Frequent consumer
3628,Fruits - Frequent consumer
10175,Non consumer
8985,Fruits - Biggest consumer
5204,Fruits - Biggest consumer
9220,Fruits - Biggest consumer
9888,Fruits - Biggest consumer
5263,Fruits - Frequent consumer
1020,Fruits - Biggest consumer
9503,Fruits - Frequent consumer
10613,Fruits - Low consumer
67,Non consumer
6019,Fruits - Low consumer
5863,Non consumer
3717,Fruits - Frequent consumer
6730,Fruits - Low consumer
10749,Fruits - Frequent consumer
4998,Fruits - Frequent consumer
6287,Non consumer
5985,Fruits - Low consumer
4754,Fruits - Frequent consumer
4002,Fruits - Biggest consumer
8870,Fruits - Frequent consumer
966,Fruits - Frequent consumer
4767,Fruits - Biggest consumer
9725,Non consumer
4475,Fruits - Frequent consumer
5740,Fruits - Low consumer
5731,Non consumer
7290,Fruits - Biggest consumer
3846,Fruits - Frequent consumer
8104,Non consumer
4507,Fruits - Frequent consumer
11013,Fruits - Frequent consumer
4491,Non consumer
3759,Fruits - Frequent consumer
1162,Fruits - Biggest consumer
2055,Non consumer
10766,Fruits - Frequent consumer
4415,Fruits - Low consumer
3005,Fruits - Biggest consumer
2223,Fruits - Frequent consumer
4817,Fruits - Low consumer
2875,Fruits - Biggest consumer
10536,Non consumer
11112,Fruits - Biggest consumer
3807,Fruits - Frequent consumer
9197,Non consumer
10832,Fruits - Frequent consumer
6421,Fruits - Biggest consumer
4207,Fruits - Biggest consumer
577,Fruits - Low consumer
10855,Fruits - Frequent consumer
3081,Fruits - Low consumer
3535,Fruits - Biggest consumer
247,Fruits - Frequent consumer
8707,Fruits - Frequent consumer
9523,Non consumer
6072,Fruits - Biggest consumer
6295,Fruits - Frequent consumer
10914,Fruits - Low consumer
1509,Fruits - Frequent consumer
5577,Non consumer
7348,Fruits - Biggest consumer
1127,Fruits - Frequent consumer
1833,Fruits - Frequent consumer
4944,Fruits - Frequent consumer
9080,Fruits - Low consumer
6466,Non consumer
9964,Fruits - Biggest consumer
4790,Fruits - Frequent consumer
10245,Fruits - Biggest consumer
1109,Non consumer
6001,Fruits - Frequent consumer
5538,Fruits - Biggest consumer
10552,Fruits - Biggest consumer
1545,Fruits - Frequent consumer
7409,Fruits - Low consumer
4444,Non consumer
146,Fruits - Biggest consumer
6271,Non consumer
10065,Fruits - Low consumer
4741,Fruits - Frequent consumer
246,Fruits - Frequent consumer
375,Fruits - Biggest consumer
1524,Fruits - Biggest consumer
10022,Non consumer
7451,Fruits - Frequent consumer
11010,Fruits - Low consumer
4356,Fruits - Frequent consumer
3885,Fruits - Low consumer
1175,Fruits - Frequent consumer
880,Fruits - Frequent consumer
2320,Fruits - Frequent consumer
850,Fruits - Frequent consumer
4713,Non consumer
675,Non consumer
5025,Fruits - Frequent consumer
2308,Fruits - Frequent consumer
5995,Fruits - Low consumer
6749,Fruits - Biggest consumer
1010,Non consumer
8977,Fruits - Low consumer
4756,Fruits - Frequent consumer
3412,Fruits - Frequent consumer
606,Fruits - Low consumer
5961,Fruits - Low consumer
2975,Fruits - Frequent consumer
2894,Fruits - Biggest consumer
7613,Fruits - Frequent consumer
10542,Fruits - Low consumer
8015,Fruits - Biggest consumer
10617,Fruits - Low consumer
11166,Fruits - Frequent consumer
849,Fruits - Biggest consumer
523,Non consumer
4066,Fruits - Frequent consumer
8414,Non consumer
819,Fruits - Biggest consumer
4961,Non consumer
749,Fruits - Frequent consumer
5430,Non consumer
7755,Fruits - Low consumer
10525,Non consumer
1453,Fruits - Frequent consumer
8310,Fruits - Biggest consumer
10710,Fruits - Low consumer
5031,Fruits - Frequent consumer
2613,Fruits - Frequent consumer
213,Non consumer
967,Fruits - Frequent consumer
1077,Fruits - Biggest consumer
7959,Fruits - Biggest consumer
640,Fruits - Biggest consumer
4252,Fruits - Frequent consumer
8432,Non consumer
6218,Fruits - Low consumer
6905,Fruits - Biggest consumer
5922,Non consumer
3598,Fruits - Frequent consumer
6116,Fruits - Frequent consumer
6263,Fruits - Frequent consumer
10486,Fruits - Biggest consumer
2410,Fruits - Frequent consumer
193,Non consumer
3363,Fruits - Frequent consumer
8278,Fruits - Biggest consumer
10660,Fruits - Frequent consumer
8686,Fruits - Frequent consumer
1604,Fruits - Low consumer
5907,Non consumer
10669,Fruits - Frequent consumer
2918,Fruits - Frequent consumer
5735,Fruits - Biggest consumer
359,Fruits - Frequent consumer
8387,Fruits - Frequent consumer
1829,Non consumer
3839,Fruits - Frequent consumer
9392,Fruits - Low consumer
2292,Fruits - Low consumer
10466,Fruits - Low consumer
9855,Non consumer
4088,Fruits - Low consumer
5231,Fruits - Low consumer
590,Fruits - Biggest consumer
8732,Non consumer
2315,Non consumer
3515,Fruits - Frequent consumer
2245,Fruits - Low consumer
6283,Fruits - Frequent consumer
2246,Fruits - Frequent consumer
6606,Fruits - Frequent consumer
5545,Fruits - Frequent consumer
7342,Fruits - Biggest consumer
837,Fruits - Frequent consumer
9500,Fruits - Biggest consumer
3602,Fruits - Low consumer
234,Fruits - Low consumer
2995,Fruits - Frequent consumer
1118,Fruits - Frequent consumer
7789,Fruits - Biggest consumer
3068,Fruits - Frequent consumer
8955,Non consumer
945,Fruits - Low consumer
5644,Fruits - Low consumer
7192,Fruits - Biggest consumer
2324,Fruits - Frequent consumer
697,Fruits - Biggest consumer
3439,Fruits - Frequent consumer
1506,Fruits - Frequent consumer
232,Fruits - Biggest consumer
8876,Non consumer
4500,Non consumer
9739,Non consumer
10395,Fruits - Biggest consumer
1176,Fruits - Frequent consumer
1627,Fruits - Biggest consumer
938,Fruits - Low consumer
2740,Fruits - Low consumer
257,Fruits - Frequent consumer
4058,Fruits - Frequent consumer
7736,Fruits - Frequent consumer
8210,Fruits - Low consumer
833,Non consumer
6230,Fruits - Frequent consumer
7325,Non consumer
1307,Fruits - Frequent consumer
1502,Fruits - Low consumer
6211,Non consumer
843,Non consumer
4174,Fruits - Low consumer
9757,Fruits - Frequent consumer
6918,Fruits - Low consumer
286,Fruits - Frequent consumer
11086,Fruits - Frequent consumer
1921,Fruits - Low consumer
4138,Fruits - Biggest consumer
7718,Fruits - Biggest consumer
1291,Fruits - Frequent consumer
6862,Fruits - Low consumer
4136,Fruits - Frequent consumer
803,Non consumer
4298,Non consumer
10833,Fruits - Frequent consumer
9606,Fruits - Frequent consumer
8534,Fruits - Frequent consumer
5153,Fruits - Biggest consumer
961,Fruits - Frequent consumer
5011,Fruits - Frequent consumer
6653,Non consumer
9094,Fruits - Frequent consumer
810,Fruits - Biggest consumer
5493,Non consumer
2147,Fruits - Biggest consumer
5107,Non consumer
3979,Fruits - Frequent consumer
6049,Fruits - Biggest consumer
8147,Non consumer
1857,Non consumer
3910,Fruits - Biggest consumer
5207,Fruits - Frequent consumer
11114,Fruits - Low consumer
5429,Fruits - Low consumer
9400,Fruits - Frequent consumer
1740,Fruits - Frequent consumer
7488,Fruits - Frequent consumer
195,Fruits - Frequent consumer
635,Fruits - Frequent consumer
7527,Fruits - Frequent consumer
10319,Fruits - Frequent consumer
2296,Fruits - Low consumer
10637,Non consumer
2931,Fruits - Frequent consumer
907,Fruits - Frequent consumer
3698,Fruits - Biggest consumer
9516,Fruits - Biggest consumer
679,Fruits - Low consumer
7384,Fruits - Biggest consumer
5043,Fruits - Frequent consumer
5267,Fruits - Low consumer
339,Non consumer
2516,Fruits - Low consumer
9010,Fruits - Biggest consumer
378,Fruits - Biggest consumer
4808,Fruits - Low consumer
5068,Fruits - Low consumer
7628,Fruits - Frequent consumer
7128,Non consumer
2811,Non consumer
3551,Fruits - Low consumer
1663,Fruits - Low consumer
5543,Fruits - Frequent consumer
1577,Fruits - Biggest consumer
10641,Fruits - Frequent consumer
5336,Fruits - Low consumer
6024,Fruits - Frequent consumer
1878,Fruits - Frequent consumer
3099,Fruits - Frequent consumer
6055,Fruits - Biggest consumer
5841,Fruits - Frequent consumer
3972,Fruits - Frequent consumer
4394,Fruits - Frequent consumer
5758,Non consumer
6658,Fruits - Biggest consumer
4603,Fruits - Frequent consumer
8427,Fruits - Frequent consumer
10260,Fruits - Frequent consumer
7143,Fruits - Biggest consumer
8789,Fruits - Frequent consumer
6197,Non consumer
4554,Fruits - Biggest consumer
4937,Fruits - Low consumer
1920,Fruits - Low consumer
8749,Fruits - Low consumer
1650,Fruits - Biggest consumer
10377,Fruits - Frequent consumer
9206,Fruits - Biggest consumer
10971,Fruits - Frequent consumer
6398,Fruits - Frequent consumer
9212,Non consumer
7937,Fruits - Frequent consumer
839,Fruits - Low consumer
4246,Fruits - Frequent consumer
158,Fruits - Biggest consumer
4832,Fruits - Frequent consumer
5621,Fruits - Biggest consumer
1945,Fruits - Frequent consumer
5147,Fruits - Biggest consumer
2535,Non consumer
11039,Fruits - Frequent consumer
9495,Fruits - Biggest consumer
9635,Fruits - Low consumer
2173,Fruits - Frequent consumer
942,Fruits - Frequent consumer
9386,Non consumer
5510,Fruits - Frequent consumer
873,Non consumer
2253,Non consumer
5181,Fruits - Low consumer
979,Fruits - Frequent consumer
10390,Fruits - Frequent consumer
4698,Fruits - Biggest consumer
7793,Fruits - Frequent consumer
1745,Fruits - Biggest consumer
10590,Fruits - Biggest consumer
5080,Non consumer
8369,Fruits - Low consumer
5232,Fruits - Frequent consumer
2407,Fruits - Frequent consumer
3834,Fruits - Biggest consumer
7912,Fruits - Frequent consumer
7712,Fruits - Frequent consumer
1065,Fruits - Biggest consumer
7275,Fruits - Low consumer
1343,Fruits - Frequent consumer
1384,Fruits - Low consumer
9967,Fruits - Frequent consumer
6181,Fruits - Frequent consumer
10507,Fruits - Frequent consumer
2674,Fruits - Frequent consumer
2698,Fruits - Frequent consumer
3231,Fruits - Low consumer
4096,Fruits - Frequent consumer
10476,Fruits - Frequent consumer
5948,Fruits - Frequent consumer
9140,Fruits - Low consumer
10258,Non consumer
5675,Non consumer
4743,Fruits - Frequent consumer
8805,Fruits - Frequent consumer
1542,Non consumer
6770,Fruits - Frequent consumer
8773,Non consumer
10420,Fruits - Frequent consumer
7514,Fruits - Frequent consumer
793,Fruits - Low consumer
10909,Fruits - Frequent consumer
8702,Fruits - Low consumer
4791,Fruits - Low consumer
2963,Fruits - Biggest consumer
8216,Non consumer
8140,Fruits - Frequent consumer
10146,Fruits - Low consumer
5289,Fruits - Low consumer
2587,Non consumer
4405,Fruits - Frequent consumer
8663,Non consumer
2589,Fruits - Low consumer
3421,Fruits - Frequent consumer
10490,Fruits - Biggest consumer
4094,Fruits - Low consumer
9958,Fruits - Frequent consumer
2534,Fruits - Low consumer
4188,Fruits - Frequent consumer
6613,Fruits - Frequent consumer
10827,Fruits - Low consumer
5491,Fruits - Frequent consumer
8402,Fruits - Frequent consumer
8783,Fruits - Frequent consumer
10010,Fruits - Low consumer
618,Fruits - Frequent consumer
9121,Fruits - Frequent consumer
361,Fruits - Low consumer
4310,Fruits - Biggest consumer
2678,Fruits - Frequent consumer
6376,Fruits - Biggest consumer
524,Fruits - Frequent consumer
10341,Fruits - Frequent consumer
5654,Fruits - Low consumer
4098,Fruits - Low consumer
5824,Non consumer
7000,Fruits - Biggest consumer
2561,Fruits - Frequent consumer
5229,Fruits - Low consumer
4086,Fruits - Low consumer
2428,Fruits - Frequent consumer
8254,Non consumer
2836,Fruits - Low consumer
8418,Fruits - Frequent consumer
1362,Fruits - Biggest consumer
7152,Non consumer
10033,Fruits - Low consumer
9349,Fruits - Frequent consumer
274,Fruits - Low consumer
3388,Fruits - Frequent consumer
922,Fruits - Low consumer
8588,Fruits - Low consumer
2518,Fruits - Low consumer
574,Fruits - Frequent consumer
3220,Fruits - Frequent consumer
5967,Fruits - Low consumer
1183,Fruits - Low consumer
6856,Non consumer
4530,Fruits - Frequent consumer
1553,Fruits - Biggest consumer
4682,Fruits - Frequent consumer
8204,Fruits - Frequent consumer
5221,Fruits - Frequent consumer
1232,Fruits - Biggest consumer
1927,Fruits - Frequent consumer
5788,Fruits - Frequent consumer
6652,Fruits - Biggest consumer
6246,Fruits - Biggest consumer
5975,Non consumer
6875,Fruits - Frequent consumer
4399,Fruits - Biggest consumer
4042,Fruits - Low consumer
2157,Fruits - Frequent consumer
10133,Fruits - Biggest consumer
2525,Fruits - Biggest consumer
8233,Fruits - Frequent consumer
9483,Fruits - Biggest consumer
2945,Non consumer
10403,Fruits - Frequent consumer
5074,Non consumer
10524,Fruits - Frequent consumer
4690,Fruits - Frequent consumer
7521,Fruits - Frequent consumer
7196,Non consumer
4406,Fruits - Biggest consumer
9672,Fruits - Low consumer
4864,Fruits - Frequent consumer
4706,Non consumer
4070,Fruits - Frequent consumer
25,Fruits - Frequent consumer
3697,Fruits - Frequent consumer
217,Fruits - Frequent consumer
4220,Non consumer
5286,Fruits - Low consumer
9559,Non consumer
2849,Fruits - Biggest consumer
7787,Fruits - Frequent consumer
3102,Fruits - Low consumer
5868,Fruits - Low consumer
8370,Fruits - Biggest consumer
9988,Fruits - Frequent consumer
2939,Fruits - Biggest consumer
5529,Non consumer
9743,Fruits - Biggest consumer
5763,Fruits - Frequent consumer
3478,Fruits - Frequent consumer
7494,Non consumer
1763,Fruits - Biggest consumer
7250,Fruits - Frequent consumer
2005,Fruits - Low consumer
10770,Fruits - Biggest consumer
6885,Non consumer
2072,Fruits - Frequent consumer
9463,Fruits - Biggest consumer
6318,Fruits - Frequent consumer
4093,Fruits - Frequent consumer
5751,Fruits - Low consumer
3340,Fruits - Frequent consumer
3594,Fruits - Frequent consumer
3584,Fruits - Frequent consumer
3643,Fruits - Frequent consumer
851,Fruits - Frequent consumer
7706,Fruits - Biggest consumer
3967,Fruits - Biggest consumer
10128,Fruits - Frequent consumer
486,Fruits - Biggest consumer
9,Non consumer
9451,Fruits - Biggest consumer
9264,Fruits - Frequent consumer
3865,Fruits - Frequent consumer
2853,Fruits - Biggest consumer
1490,Non consumer
6310,Fruits - Frequent consumer
10380,Fruits - Low consumer
3887,Fruits - Frequent consumer
4278,Fruits - Biggest consumer
8643,Fruits - Biggest consumer
1998,Fruits - Frequent consumer
10795,Fruits - Low consumer
11110,Fruits - Low consumer
2408,Non consumer
202,Fruits - Biggest consumer
7998,Fruits - Frequent consumer
830,Fruits - Biggest consumer
3536,Fruits - Frequent consumer
6050,Fruits - Frequent consumer
125,Fruits - Frequent consumer
3463,Fruits - Biggest consumer
2804,Non consumer
3745,Fruits - Frequent consumer
9771,Fruits - Frequent consumer
451,Non consumer
10530,Fruits - Biggest consumer
1079,Non consumer
8920,Fruits - Frequent consumer
6678,Fruits - Low consumer
3852,Fruits - Biggest consumer
528,Fruits - Frequent consumer
73,Non consumer
5589,Non consumer
10212,Fruits - Low consumer
6365,Fruits - Frequent consumer
5636,Fruits - Low consumer
591,Fruits - Frequent consumer
2217,Fruits - Low consumer
2544,Fruits - Low consumer
7725,Fruits - Frequent consumer
8091,Fruits - Biggest consumer
7321,Fruits - Frequent consumer
5462,Fruits - Biggest consumer
7791,Fruits - Low consumer
955,Fruits - Low consumer
4037,Fruits - Low consumer
6642,Fruits - Frequent consumer
2793,Fruits - Biggest consumer
5424,Fruits - Frequent consumer
879,Non consumer
9530,Fruits - Low consumer
4828,Fruits - Biggest consumer
10699,Non consumer
1497,Fruits - Frequent consumer
7476,Fruits - Biggest consumer
4390,Fruits - Frequent consumer
10478,Non consumer
1081,Fruits - Frequent consumer
4261,Fruits - Frequent consumer
9916,Fruits - Low consumer
5350,Fruits - Biggest consumer
8135,Fruits - Low consumer
8685,Fruits - Frequent consumer
4967,Non consumer
2130,Fruits - Low consumer
9298,Non consumer
8175,Fruits - Low consumer
6257,Fruits - Frequent consumer
3790,Fruits - Low consumer
9952,Fruits - Frequent consumer
3503,Fruits - Biggest consumer
5223,Fruits - Frequent consumer
4608,Fruits - Frequent consumer
1626,Non consumer
4764,Fruits - Frequent consumer
2471,Fruits - Biggest consumer
5892,Fruits - Frequent consumer
2612,Fruits - Biggest consumer
4971,Fruits - Low consumer
5185,Fruits - Biggest consumer
10069,Fruits - Frequent consumer
2262,Fruits - Frequent consumer
1131,Non consumer
1041,Fruits - Low consumer
24,Fruits - Low consumer
3409,Fruits - Frequent consumer
7022,Fruits - Biggest consumer
7943,Non consumer
5272,Non consumer
5453,Fruits - Biggest consumer
2565,Fruits - Frequent consumer
800,Fruits - Low consumer
11092,Fruits - Low consumer
5062,Non consumer
8969,Fruits - Frequent consumer
4656,Fruits - Frequent consumer
4480,Fruits - Low consumer
9971,Fruits - Frequent consumer
6729,Fruits - Frequent consumer
1773,Fruits - Frequent consumer
9242,Fruits - Biggest consumer
1764,Fruits - Low consumer
6215,Non consumer
10099,Fruits - Biggest consumer
5423,Non consumer
940,Fruits - Frequent consumer
3011,Fruits - Frequent consumer
3298,Non consumer
8286,Fruits - Low consumer
9668,Fruits - Frequent consumer
5120,Fruits - Biggest consumer
6097,Fruits - Frequent consumer
7019,Fruits - Frequent consumer
7408,Fruits - Low consumer
8041,Fruits - Biggest consumer
252,Fruits - Biggest consumer
9986,Non consumer
3276,Fruits - Frequent consumer
3859,Fruits - Biggest consumer
3570,Fruits - Low consumer
3783,Non consumer
10207,Fruits - Low consumer
10906,Fruits - Frequent consumer
3427,Non consumer
5209,Fruits - Frequent consumer
10711,Fruits - Biggest consumer
10785,Fruits - Low consumer
2814,Fruits - Low consumer
6866,Non consumer
1665,Non consumer
6575,Fruits - Biggest consumer
3829,Fruits - Low consumer
3091,Fruits - Frequent consumer
10141,Fruits - Low consumer
5177,Fruits - Frequent consumer
7005,Fruits - Frequent consumer
6409,Fruits - Biggest consumer
7485,Fruits - Low consumer
8079,Fruits - Low consumer
8395,Fruits - Frequent consumer
10352,Fruits - Low consumer
4931,Non consumer
13,Non consumer
1834,Fruits - Frequent consumer
2285,Fruits - Frequent consumer
2295,Fruits - Frequent consumer
1378,Fruits - Frequent consumer
2781,Fruits - Frequent consumer
1165,Fruits - Frequent consumer
1404,Fruits - Frequent consumer
6457,Fruits - Frequent consumer
2639,Fruits - Frequent consumer
8299,Fruits - Low consumer
6437,Fruits - Frequent consumer
6912,Fruits - Frequent consumer
7327,Fruits - Frequent consumer
5299,Fruits - Biggest consumer
4127,Fruits - Biggest consumer
8143,Fruits - Low consumer
1964,Fruits - Biggest consumer
3690,Fruits - Biggest consumer
3433,Fruits - Frequent consumer
3389,Fruits - Biggest consumer
4712,Fruits - Frequent consumer
1170,Fruits - Frequent consumer
6347,Fruits - Low consumer
4065,Non consumer
8230,Fruits - Low consumer
1215,Fruits - Biggest consumer
5939,Fruits - Frequent consumer
2156,Non consumer
7788,Non consumer
10323,Fruits - Frequent consumer
7947,Non consumer
1891,Fruits - Biggest consumer
2570,Fruits - Frequent consumer
9256,Fruits - Frequent consumer
295,Fruits - Biggest consumer
7397,Fruits - Frequent consumer
6349,Fruits - Biggest consumer
10790,Non consumer
10398,Fruits - Frequent consumer
2431,Fruits - Low consumer
550,Fruits - Biggest consumer
1890,Fruits - Low consumer
10742,Fruits - Frequent consumer
10356,Non consumer
4676,Fruits - Biggest consumer
8852,Fruits - Biggest consumer
3565,Non consumer
5294,Fruits - Frequent consumer
1958,Non consumer
7349,Fruits - Frequent consumer
8799,Fruits - Frequent consumer
1351,Fruits - Frequent consumer
1045,Fruits - Frequent consumer
7732,Non consumer
8070,Fruits - Frequent consumer
477,Fruits - Biggest consumer
7832,Fruits - Biggest consumer
2202,Fruits - Low consumer
7396,Fruits - Biggest consumer
4055,Fruits - Frequent consumer
10340,Fruits - Frequent consumer
10091,Fruits - Frequent consumer
7629,Fruits - Low consumer
10640,Fruits - Frequent consumer
3498,Fruits - Biggest consumer
6742,Fruits - Low consumer
1172,Fruits - Biggest consumer
569,Fruits - Biggest consumer
4686,Fruits - Frequent consumer
1381,Fruits - Low consumer
2634,Fruits - Frequent consumer
10905,Fruits - Low consumer
1744,Fruits - Frequent consumer
1000,Fruits - Biggest consumer
3828,Fruits - Frequent consumer
8605,Non consumer
10304,Fruits - Low consumer
4351,Fruits - Low consumer
10129,Fruits - Biggest consumer
2499,Fruits - Biggest consumer
10092,Non consumer
7500,Fruits - Frequent consumer
5796,Fruits - Frequent consumer
10556,Fruits - Frequent consumer
1064,Fruits - Low consumer
48,Fruits - Low consumer
7610,Non consumer
263,Fruits - Frequent consumer
10814,Fruits - Frequent consumer
9710,Fruits - Frequent consumer
9292,Fruits - Biggest consumer
10250,Fruits - Frequent consumer
7881,Fruits - Frequent consumer
5847,Fruits - Frequent consumer
737,Fruits - Biggest consumer
3571,Fruits - Frequent consumer
7807,Non consumer
3878,Fruits - Low consumer
5092,Non consumer
2154,Non consumer
5394,Fruits - Frequent consumer
3798,Fruits - Low consumer
3524,Fruits - Low consumer
5247,Non consumer
5883,Fruits - Biggest consumer
2118,Fruits - Biggest consumer
8812,Fruits - Low consumer
6616,Fruits - Low consumer
2797,Fruits - Frequent consumer
4328,Fruits - Low consumer
9167,Fruits - Biggest consumer
10560,Fruits - Low consumer
2631,Fruits - Biggest consumer
8312,Fruits - Frequent consumer
5534,Fruits - Low consumer
5093,Fruits - Low consumer
7592,Fruits - Frequent consumer
8895,Fruits - Biggest consumer
8584,Fruits - Biggest consumer
2694,Non consumer
8910,Fruits - Low consumer
7433,Fruits - Low consumer
164,Non consumer
10477,Non consumer
2681,Fruits - Frequent consumer
5150,Fruits - Low consumer
5283,Fruits - Low consumer
9645,Fruits - Biggest consumer
10678,Fruits - Frequent consumer
7261,Fruits - Frequent consumer
9648,Fruits - Low consumer
2870,Non consumer
8008,Non consumer
1513,Fruits - Frequent consumer
6173,Fruits - Biggest consumer
1419,Fruits - Frequent consumer
9150,Non consumer
7960,Fruits - Frequent consumer
1250,Fruits - Frequent consumer
9905,Fruits - Low consumer
10691,Non consumer
7002,Fruits - Biggest consumer
2952,Fruits - Low consumer
8439,Fruits - Frequent consumer
762,Fruits - Frequent consumer
2831,Fruits - Frequent consumer
6977,Non consumer
6289,Non consumer
4168,Fruits - Frequent consumer
8397,Non consumer
9284,Fruits - Frequent consumer
6237,Fruits - Low consumer
3130,Fruits - Low consumer
1619,Fruits - Biggest consumer
1990,Fruits - Frequent consumer
5513,Fruits - Low consumer
269,Fruits - Frequent consumer
8093,Fruits - Frequent consumer
10513,Fruits - Biggest consumer
10177,Fruits - Biggest consumer
2549,Non consumer
5782,Fruits - Frequent consumer
10057,Fruits - Frequent consumer
10307,Fruits - Frequent consumer
8566,Non consumer
2415,Fruits - Frequent consumer
5684,Non consumer
8334,Fruits - Low consumer
9166,Fruits - Biggest consumer
1440,Fruits - Frequent consumer
78,Non consumer
5441,Fruits - Frequent consumer
5302,Fruits - Frequent consumer
4687,Fruits - Biggest consumer
1087,Fruits - Frequent consumer
6859,Fruits - Low consumer
9860,Non consumer
7129,Fruits - Frequent consumer
5866,Fruits - Low consumer
10521,Fruits - Frequent consumer
7393,Fruits - Frequent consumer
7849,Fruits - Frequent consumer
332,Fruits - Low consumer
9847,Fruits - Frequent consumer
531,Fruits - Frequent consumer
9576,Fruits - Low consumer
6906,Fruits - Biggest consumer
7419,Fruits - Low consumer
3170,Fruits - Biggest consumer
8527,Fruits - Frequent consumer
7872,Fruits - Frequent consumer
9931,Non consumer
10595,Fruits - Frequent consumer
4609,Non consumer
5010,Fruits - Frequent consumer
4427,Fruits - Frequent consumer
11148,Fruits - Low consumer
1168,Fruits - Biggest consumer
9595,Fruits - Biggest consumer
10163,Fruits - Biggest consumer
2886,Non consumer
6710,Fruits - Low consumer
5316,Fruits - Low consumer
9029,Fruits - Biggest consumer
521,Fruits - Biggest consumer
1459,Fruits - Frequent consumer
10241,Non consumer
1630,Fruits - Biggest consumer
3254,Fruits - Biggest consumer
9064,Fruits - Frequent consumer
3678,Fruits - Frequent consumer
4227,Non consumer
9467,Fruits - Low consumer
8486,Non consumer
2186,Fruits - Biggest consumer
3286,Fruits - Low consumer
8602,Fruits - Biggest consumer
3722,Fruits - Low consumer
6715,Fruits - Frequent consumer
4796,Fruits - Frequent consumer
9612,Fruits - Frequent consumer
3766,Fruits - Biggest consumer
1399,Fruits - Biggest consumer
1570,Fruits - Frequent consumer
3426,Fruits - Biggest consumer
3074,Fruits - Biggest consumer
8341,Non consumer
5180,Non consumer
6461,Fruits - Biggest consumer
7679,Fruits - Low consumer
10702,Fruits - Frequent consumer
7505,Fruits - Low consumer
5113,Fruits - Biggest consumer
10858,Fruits - Frequent consumer
2961,Fruits - Frequent consumer
2747,Fruits - Biggest consumer
3010,Fruits - Biggest consumer
5790,Fruits - Frequent consumer
6892,Fruits - Frequent consumer
1743,Fruits - Biggest consumer
3578,Fruits - Frequent consumer
8462,Fruits - Low consumer
5558,Fruits - Frequent consumer
4619,Fruits - Low consumer
8780,Fruits - Frequent consumer
10789,Fruits - Low consumer
10779,Fruits - Frequent consumer
5896,Fruits - Frequent consumer
2337,Fruits - Low consumer
10951,Non consumer
544,Fruits - Biggest consumer
17,Fruits - Biggest consumer
10680,Non consumer
3265,Fruits - Low consumer
5623,Fruits - Low consumer
5832,Fruits - Biggest consumer
5544,Fruits - Frequent consumer
6417,Fruits - Biggest consumer
5831,Fruits - Biggest consumer
7101,Non consumer
10176,Non consumer
2326,Non consumer
4385,Non consumer
2929,Fruits - Frequent consumer
10686,Non consumer
2546,Fruits - Low consumer
3283,Fruits - Biggest consumer
3138,Fruits - Frequent consumer
4994,Fruits - Frequent consumer
7966,Fruits - Biggest consumer
3112,Fruits - Low consumer
10872,Non consumer
2181,Fruits - Biggest consumer
1867,Fruits - Biggest consumer
1518,Fruits - Frequent consumer
5734,Fruits - Low consumer
2878,Fruits - Frequent consumer
1458,Fruits - Low consumer
7007,Fruits - Low consumer
6200,Fruits - Biggest consumer
1403,Fruits - Low consumer
4827,Fruits - Frequent consumer
6250,Fruits - Frequent consumer
9291,Fruits - Low consumer
2478,Fruits - Low consumer
1139,Fruits - Frequent consumer
5138,Fruits - Low consumer
5393,Non consumer
10413,Fruits - Biggest consumer
5015,Fruits - Frequent consumer
10868,Fruits - Biggest consumer
10676,Fruits - Biggest consumer
2495,Fruits - Frequent consumer
7842,Fruits - Frequent consumer
9955,Fruits - Frequent consumer
6663,Non consumer
2162,Fruits - Frequent consumer
3434,Fruits - Biggest consumer
7919,Fruits - Biggest consumer
5626,Fruits - Low consumer
6428,Fruits - Frequent consumer
8514,Non consumer
10448,Fruits - Frequent consumer
2109,Fruits - Biggest consumer
7530,Fruits - Low consumer
8925,Fruits - Biggest consumer
3009,Fruits - Frequent consumer
6355,Non consumer
3517,Fruits - Low consumer
1158,Fruits - Low consumer
6203,Fruits - Biggest consumer
7165,Fruits - Frequent consumer
3595,Fruits - Frequent consumer
8537,Fruits - Biggest consumer
4331,Fruits - Frequent consumer
6281,Non consumer
4338,Non consumer
2452,Fruits - Frequent consumer
9507,Fruits - Frequent consumer
8360,Fruits - Frequent consumer
10311,Fruits - Low consumer
5117,Fruits - Biggest consumer
4867,Non consumer
9289,Fruits - Low consumer
10913,Fruits - Low consumer
3032,Fruits - Frequent consumer
8524,Fruits - Low consumer
3334,Fruits - Biggest consumer
4470,Fruits - Low consumer
