account_id,age-group
4643,Adult
6497,Mature
5396,Young
1052,Adult
2802,Young
6343,Mature
6507,Adult
7901,Adult
4865,Adult
2686,Adult
3107,Adult
7734,Young
1146,Mature
11031,Mature
7428,Adult
975,Mature
1103,Adult
3422,Adult
1055,Adult
6544,Mature
1241,Young
2909,Adult
5802,Adult
1407,Young
6183,Mature
340,Adult
5991,Mature
3104,Mature
9729,Mature
1008,Adult
11091,Mature
3969,Adult
1916,Mature
9907,Adult
87,Adult
8659,Mature
6262,Mature
6147,Adult
8832,Adult
10067,Adult
7532,Adult
4915,Mature
2115,Mature
2088,Adult
2493,Mature
6292,Young
1631,Mature
10104,Adult
3006,Adult
3919,Adult
11181,Mature
642,Adult
4369,Mature
10127,Mature
271,Adult
4973,Adult
2948,Mature
2715,Mature
10432,Adult
9216,Adult
7124,Mature
9727,Mature
5136,Adult
9790,Mature
1818,Adult
1100,Mature
7873,Adult
10609,Mature
6950,Mature
7233,Adult
9481,Adult
7699,Adult
2711,Adult
8933,Adult
8726,Mature
1515,Adult
5186,Mature
10157,Mature
5667,Mature
902,Adult
977,Mature
7313,Mature
7600,Young
9706,Adult
2429,Mature
3520,Young
10394,Young
4548,Adult
9362,Mature
3968,Adult
4084,Adult
6721,Mature
2829,Mature
1772,Adult
1544,Mature
492,Adult
4377,Adult
4541,Mature
1321,Adult
8858,Adult
3266,Mature
11187,Adult
8207,Mature
9723,Mature
2666,Adult
5721,Mature
10652,Mature
1646,Adult
4418,Adult
2656,Adult
7990,Senior
8722,Mature
7118,Mature
2980,Mature
1839,Adult
10722,Adult
2632,Mature
9014,Adult
7620,Young
10968,Adult
11133,Adult
2736,Adult
1876,Young
5959,Mature
1092,Adult
4333,Mature
3850,Mature
6168,Mature
607,Mature
10469,Adult
6983,Mature
3661,Young
9303,Adult
692,Mature
736,Adult
9589,Senior
4838,Adult
9246,Young
6261,Adult
7366,Adult
10659,Adult
1448,Mature
4286,Adult
4749,Mature
4478,Adult
4201,Mature
10084,Adult
7004,Young
9817,Adult
8080,Young
8372,Adult
10870,Mature
4001,Senior
7270,Adult
8235,Mature
9405,Mature
